,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Tajikistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Turkmenistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Ukraine,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,"AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Trade Balance: Emerging and Developing Economies: Middle East,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Uzbekistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait",AF: Trade Balance: Emerging and Developing Economies: Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Benin,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Niger,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AF: (DC)Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen Arab Republic","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: CIS: (Old)Union of Soviet Socialist Republics,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Angola,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia
03/1990,,-0.00367154,,,-0.39529076,,,,,,,,,,0.23873969,,0.06113636,,,,,,,0.60797934,,0.00068182,,,,,,,,-0.21507002,0.03191411,-0.19509204,,,,,,0.03626851,,,,0.0003942,,0.0358743,1.36946501,,-0.37538173,,,,,,-0.00096099,,,,,,,,,,,,,,,,,,,0.00227273,,,,0.00031987,0.00181818,,-0.00068285,,,,,0.76584006,,,,0.89673686,,,,,,,,
06/1990,,,,,-0.39819556,,,,,,,,,,0.23873969,,0.06113636,,,,,,,0.60151856,,0.00068182,,,,,,,,-0.21507002,0.03584894,-0.24965525,,,,,,0.03643178,,,,0.00055748,,0.0358743,0.037101,,-0.38184251,,,,,,-0.00101959,,,,,,,,,,,,,,,,,,,,,,,0.00031987,0.00181818,,-0.00058285,,,,,-0.56383471,,,,0.89673686,,,,,,,,
09/1990,,,,,-0.45289778,,,,,,,,,,0.23873969,,0.06113636,,,,,,,0.86714803,,0.00068182,,,,,,,,-0.07169001,0.03642354,-0.26276967,,,,,,0.03670356,,,,0.00082926,,0.0358743,1.16623338,,-0.25959306,,,,,,-0.00112045,,,,,,-0.00273455,,,,,,,,,,,,,0.00090909,,,,0.00031987,0.00181818,,-0.00028002,,,,,0.29936537,,,,0.89673686,,,,,,,,
12/1990,,,,,-0.46901772,,,,,,,,,,0.23873969,,0.06113636,,,,,,,0.7996438,,0.00068182,,,,,,,,,0.03627925,-0.23738304,,,,,,0.03646416,,,,0.00058985,,0.0358743,3.90021004,,-0.3987873,,,,,,-0.00129897,,,,,,,23125.11146297,,,,,,,,,,,,,,,,0.00031987,0.00181818,,-0.00018491,,,,,3.10075115,,,,0.89673686,,,,,,,,
03/1991,,,,,-0.16844584,,,,,,,,,,0.11932277,,0.00907108,,,,,,0.0003742,0.55405557,,0.00181818,,,0.00372222,,,,,,-0.05427694,-0.18149263,,,,,,-0.0535258,,,,,,,-0.11965128,,-0.33784356,,,,,,,,,,,,0.00092045,,,,,,,,,-0.0539,,,,,,,,,,,-0.00075114,,,,,-0.67295571,,,,0.76350528,,,,,,,,
06/1991,,,,,-0.18372509,,,,,,,,,,0.17487297,,0.00785591,,,,,,-0.00037477,0.6025759,,0.00181818,,,0.00533426,,,,,,-0.05491591,-0.20328754,,,,,,-0.05427477,,,,,,,0.70919104,,-0.34365826,,,,,,,,,,,,,,,,,,,,,-0.0539,,,,,,,,,,,-0.00064113,,,,,0.10725627,,,,0.76350528,,,,,,,,
09/1991,,,,,-0.15384444,,,,,,,,,,0.21354085,,0.0098752,,,,,,0.01901946,0.75328758,,0.00181818,,,0.00458901,,,,,,-0.03518856,-0.17277931,,,,,,-0.03488054,,,,,,,-0.42645566,,-0.23363375,,,,,,,,,,,,,,,,,,,,,-0.0539,,,,,,,,,,,-0.00030802,,,,,-1.17943522,,,,0.76350528,,,,,,,,
12/1991,,,,,-0.15146327,,,,,,,,,,0.29756402,,0.01228871,,,,,,,0.71444945,,0.00181818,,,0.00511905,,,,,,-0.0541034,-0.17724053,,,,,,-0.0539,,,,,,,-1.04724265,,-0.35890857,,,,,,,,,,,,0.00581818,24035.27060597,,,,,,,,-0.0539,,,,,,,,,,,-0.0002034,,,,,-1.76148869,,,,0.76350528,,,,,,,,
03/1992,,,,,0.0291501,,,0.00207599,,,,,,,0.08924352,,0.07582371,,,,,,0.00001854,1.11629402,,0.00068182,,,0.00270023,,0.00005839,,0.02,,0.04007478,-0.0038317,,,0.09861733,,,0.04090103,,,,,,,-2.74146266,,-0.37162792,,,,,,-0.00637585,,,,,,,,,,,,,,,-0.05929,,,,0.00005106,,,,,,,-0.00082625,,,,,-3.85693043,,,,1.32285472,,,,,,,,0.00149678
06/1992,,,,,-0.00496601,,,0.00242059,,,,,,,0.10381576,,0.09795763,,,,,,0.00001738,1.14660402,,0.00068182,,,0.00270023,,0.00005839,,,,0.04100941,-0.00421536,,,0.09900018,,,0.04171466,,,,,,,-1.15698671,,-0.37802409,,,,,,-0.00661097,,,,,,,,,,,,,,,-0.05929,,,,0.00005769,,,,,,,-0.00070525,,,,,-2.30288548,,,,1.32285472,,,,,,,,0.00192871
09/1992,,,,,0.75934078,,,0.00272991,,,,,,,0.11671784,,0.08837644,,,,,,0.00002118,1.27095188,,0.00068182,,,0.00270023,,0.00005839,,0.76454545,,0.05206635,-0.00464338,,,0.1091578,,,0.05240518,,,,,,,0.05863,,-0.25699713,,,,,,-0.00682167,,,,,,,,,,,,,,,-0.05929,,,,0.00006093,,,,,,,-0.00033882,,,,,-1.21198305,,,,1.32285472,,,,,,,,0.00245781
12/1992,,,,,0.17929133,,,0.00277351,,,,,,,0.13385924,,0.11729676,,,,,,0.00002154,1.17921129,,0.00068182,,,0.00270023,,0.00005839,,0.18272727,,0.06031831,-0.00490955,,,0.11699923,,,0.06054205,,,,,,,-3.05362814,,-0.39479942,,,,,,-0.00659151,,,,,,,25025.06474284,,,,,,,,-0.05929,,,,0.00005758,,,,,,,-0.00022374,,,,,-4.23261569,,,,1.32285472,,,,,,,,0.0027529
03/1993,-0.00001186,,,,0.00354069,,,,,,,-0.00794818,,,0.04007882,,0.06175143,,,,,0.00080262,0.00062593,-0.19798524,,,0.04545455,,,,0.00011558,,0.09636364,,0.05943159,-0.01821122,,,0.12868477,,,0.06018756,0.66700455,,,,,0.00016052,-4.2198788,,-0.40559471,,,,,,-0.01531591,,,,,,,,,,,-0.539,,0.00022727,,-0.0705551,,,402.78090909,,,,,0.00023788,,,-0.00098324,,,,,-4.02113759,,,,0.11372739,0.00036359,,,-0.05993562,,,,0.00000151
06/1993,-0.00001168,,,,0.03232942,,,,,,,-0.00794818,,,0.04851487,,0.07497497,,,,,0.00080262,0.00062593,-0.18330643,,,0.04545455,,,,0.00011558,,0.13545455,,0.1838759,-0.01811911,,,0.11876091,,,0.05026387,0.66700455,,0.134224,,,0.00016052,-0.98243094,,-0.41257549,,,,,,-0.01531591,,,,,,,,,,,-0.726,,0.00022727,,-0.0705551,,,143.4,,,,,0.00023788,,,-0.00083924,,,,,-0.93273653,,,,0.11372739,0.00036359,,,-0.07250123,,,,0.00000151
09/1993,-0.00001218,0.000907,,,-0.09847819,,,,,,,-0.00794818,,,0.05042594,,0.07671931,,,,,0.00080262,0.00062593,-0.04756219,,,0.04545455,,,,0.00011558,,0.00818182,,0.17920373,-0.02032374,,,0.13604831,,,0.06755078,0.66700455,,0.11092187,,,0.00016052,-1.85179186,,-0.28048666,,,,,,-0.01531591,,,,,,,,,,,-0.891,,0.00022727,,-0.0705551,,,0.11454545,,,,,0.00023788,,,-0.0004032,,,,,-1.91588261,,,,0.11372739,0.00036359,,,-0.07246537,,,,0.00000151
12/1993,-0.00001831,0.02027784,,,-0.26897679,,,,,,,-0.00794818,,,0.05736266,,0.09570302,,,,,0.00080262,0.00062593,-0.1720392,,,0.04545455,,,,0.00011558,,-0.16890909,,0.21624199,-0.01924592,,,0.12874357,,,0.0602399,0.66700455,,0.13576323,,,0.00016052,-0.95643983,,-0.43088409,,,,,,-0.01531591,,,,,,,26075.34992851,,,,-0.913,,0.00022727,,-0.0705551,,,16.45090909,,,,,0.00023788,,,-0.00026625,,,,,-0.94040272,,,,0.11372739,0.00036359,,,-0.06789778,,,,0.00000151
03/1994,0.00025333,,,0.06952273,0.05661826,,,,,,,-0.03442042,,,0.02172369,,0.03338407,,-4.029025,,,,,-0.17737158,,0.00218659,-0.00477273,0.00001637,,,0.00001965,,0.11818182,0.0214978,-0.07857446,-0.03983793,,,,,,-0.07967713,-0.35607273,,,,,,-0.69543741,0.0005449,-0.4218185,,,,,,0.00028182,,,,,,,,,,,-0.374,,0.00227273,,-0.08396057,,,-2.74909091,,,,,,,,-0.00117005,,-0.0330146,-0.42681818,,-0.51916851,,,,0.23527638,,,0.00374385,,,,,0.00025024
06/1994,0.00025333,,,0.06952273,-0.03115539,,,,,,,-0.03442042,,,0.02428949,,0.02880428,,-4.029025,,,,,-0.20038241,,0.00218659,-0.00477273,0.00001637,,,0.00001965,,0.01363636,0.01966777,-0.07913646,-0.0511915,,,,,,-0.08041048,-0.35607273,,,,,,-3.51589525,0.00055004,-0.42907851,,,,,,0.00028182,,,,,,,,,,,-0.561,,0.00227273,,-0.08396057,,,-1.75454545,,,,,,,,-0.0009987,,-0.03687777,-0.42681818,,-3.31678687,,,,0.22723274,,,0.0030105,,,,,0.00025024
09/1994,0.00025333,,,0.06952273,-0.04799493,,,,,,,-0.03442042,,,0.02701916,,0.02911746,,-4.029025,,,,,-0.0990624,,0.00218659,-0.00477273,0.00001637,,,0.00001965,,,0.01722242,-0.07871854,-0.0553642,,,,,,-0.08051146,-0.35607273,,,,,,-13.25534786,0.00060489,-0.29170613,,,,,,0.00028182,,,,,,0.00009318,,,,,-0.649,,0.00227273,,-0.08396057,,,-3.19909091,,,,,,,,-0.00047981,,-0.0365269,-0.42681818,,-13.15807838,,,,0.19023201,,,0.00290952,,,,,0.00025024
12/1994,0.00025333,0.00269612,,0.06952273,-0.03522098,,,,,,,-0.03442042,,,0.02688432,,0.04595783,,-4.029025,,,,,-0.22826326,,0.00218659,-0.00477273,0.00001637,,,0.00001965,,,0.01950951,-0.07609081,-0.04830637,,,,,,-0.08074282,-0.35607273,,,,,,-1.43593723,0.000582,-0.44811946,,,,,,0.00028182,,,,,,,27842.58279236,,,,-0.627,,0.00227273,,-0.08396057,,,-2.87818182,,,,,,,,-0.00031684,,-0.04369052,-0.42681818,,-1.21232597,,,,0.20561547,,,0.00267817,,,,,0.00025024
03/1995,0.00005328,,,-0.08423705,-0.01346266,-1.09748909,,,,,,-0.02906721,,,0.04227159,,0.02851246,,-0.00715,,,,0.00074242,-0.45377566,,0.00057864,,,0.00066967,,0.00138827,,,-0.0838134,0.01293896,-0.04989998,,0.10896636,,,,0.00604017,0.01204545,,,,,,0.24241408,0.02555695,-0.47243672,,,,,,0.00721125,,,,,,,,,,,13.82272727,,0.00833795,,0.00213819,,,0.09272727,,,,,,,,-0.00143917,,-0.00077063,-0.77477273,,0.68929095,,,,-0.04743812,,,,,,,,0.00171802
06/1995,0.00005328,0.00096887,,-0.08423705,-0.02398322,-1.09748909,,,,,,-0.0293476,,,0.0470748,,0.02395138,,-0.00715,,,,0.00068297,-0.36886846,,0.00057864,,,0.00081222,,0.00138827,,,-0.08448548,0.01405915,-0.06017173,,0.19079636,,,,0.00598073,-0.15790909,,,,,,-12.37187014,0.02283869,-0.48056793,,,,,,0.00818304,,,,,,,,,,,17.49727273,,0.00833795,,0.00213819,,,-1.49636364,,,,,,,,-0.0012284,,-0.00078743,-0.77477273,,-12.0110801,,,,-0.03550256,,,,,,,,0.00171802
09/1995,0.00005328,,,-0.08423705,-0.02736755,,,,,,,-0.02912432,,,0.04651146,,0.04038219,,-0.00715,,,,0.00061654,-0.23492963,,0.00057864,,,0.00065683,,0.00138827,,,-0.07685642,0.01366209,-0.06556299,,0.14213545,,,,0.0059143,-0.40891818,,,,,,2.58433677,0.02470712,-0.32671087,,,,,,0.00824901,,,,,,,,,,,20.88818182,,0.00833795,,0.00213819,,,1.71909091,,,,,,,,-0.00059016,,-0.00077749,-0.77477273,,2.81151861,,,,-0.03048963,,,,,,,,0.00171802
12/1995,0.00005328,,,-0.08423705,-0.02406128,-1.78177636,,,,,,-0.03148688,,,0.04901907,,0.04742489,,-0.00715,,,,0.00068534,-0.54231525,,0.00057864,,,0.00071582,,0.00138827,,,-0.07862922,0.01393134,-0.06346529,,,,,,0.0059831,-0.57779091,,,,,,0.13018162,0.02321178,-0.50189379,,,,,,0.00832158,,,,,,0.00261909,29789.81151417,,,,10.03090909,,0.00833795,,0.00213819,,,-7.47454545,,,,,,,,-0.00038971,,-0.00073553,-0.77477273,,0.66454863,,,,-0.02601379,,,,,,,,0.00171802
03/1996,0.00008996,0.00377412,,0.1067475,-0.98433468,-3.08451394,,,,,,-0.06851071,,,0.11851578,,0.17953161,,-0.0242,,,,,1.15745724,,0.00003205,0.00275,,,,-0.00023244,,0.04545455,0.03291813,0.07259477,-0.20316659,,0.64163273,,,,0.01504993,-0.14438182,,,,,0.00928546,5.8473522,0.23106917,0.38941052,,,,,,0.03316485,,,0.00488709,0.00022727,,,,,,,-0.33,,0.05545455,,,0.01005105,,-4.05661091,,,,,0.00070715,,,-0.00168383,,-0.00730013,-1.66270127,,4.63235012,,,,-0.13879176,0.0007926,,,0.00675863,,,,
06/1996,0.00008996,,,0.1067475,0.220923,-3.08451394,,,,,,-0.0708468,,,0.15252889,,0.18683073,,-0.0242,,,,,0.75102516,,0.00003205,0.00275,,,,-0.00023244,,,0.03395879,0.06906725,-0.06060717,,0.19448727,,,,0.01504993,-0.14438182,,,,,0.00928546,-1.3365488,0.23079088,0.38046618,,,,,,0.03485804,,,0.00488709,0.00022727,,-0.00256829,,,,,-1.3849,,0.05545455,,,0.01005105,,-2.42688636,,,,,0.00070715,,,-0.00143723,,-0.00849097,-1.58903602,,-2.14159127,,,,-0.12795999,0.0007926,,,0.00777108,,,,
09/1996,0.00008996,,,0.1067475,0.24636266,-3.08451394,,,,,,-0.082638,,,0.13561793,,0.1836943,,-0.0242,,,,,1.03146525,,0.00003205,0.00275,,,,-0.00023244,,0.06081818,0.03348996,0.06981399,-0.10733913,,0.36525463,,,,0.01504993,-1.3409,,,,,0.00928546,6.63509497,0.24392645,0.54970896,,,,,,0.03564383,,,0.00488709,0.00022727,,0.00022012,,,,,-1.5565,,0.05545455,,,0.01005105,,-4.26575818,,,,,0.00070715,,,-0.00069049,,-0.00902993,-1.5926589,,5.54886566,,,,-0.15468364,0.0007926,,,0.00893895,,,,
12/1996,0.00008996,,,0.1067475,0.18501413,-1.23834909,,,,,,-0.09041022,,,0.13892017,,0.20044881,,-0.0242,,,,,0.8905462,,0.00003205,0.00275,,,,-0.00023244,,,0.03781494,0.07004852,-0.12509956,,0.37190727,,,,0.01504993,-0.14438182,,,,,0.00928546,3.99677265,0.25759078,0.35700774,,,,,,0.03615782,,,0.00488709,0.00022727,,,31620.85110681,,,,-3.85,,0.05545455,,,0.01005105,,-5.10470909,,,,,0.00070715,,,-0.00045596,,-0.00770796,-1.42560381,,3.05122787,,,,-0.1274856,0.0007926,,,0.00876043,,,,
03/1997,-0.00104267,,,-0.06363886,4.11204453,-5.15269205,,,-0.95409091,,,-0.24458134,-9.64996259,,0.25181287,0.00042163,0.16308943,,,,,,,1.30570929,,0.00008636,-0.00395614,,0.0031186,0.00507281,0.00006035,,-0.00190909,0.02711092,-9.52806493,4.1194,,0.82422088,,0.08238445,0.00278403,-9.56552726,0.10234789,,-0.00912737,,,,2.32746851,0.05509762,0.10497295,,,,,,0.00020163,,,0.00233632,0.00025227,,0.00014525,,,,,-0.40870909,,0.04844192,,,,,-3.87272727,,,,,,,,-0.00185221,,-0.00803014,-2.25533865,,0.98429688,,,,0.18711373,0.00002297,,,,,,,
06/1997,-0.00108259,,,-0.06363886,0.72049946,-5.15269205,,,-0.95409091,,,-0.22936267,-10.86443927,,0.27978361,0.00042163,0.16308943,,,,,,,1.40883599,,0.00008636,-0.00395614,,0.0031474,0.00592143,0.00006035,,-0.11,0.02704992,-10.75374157,0.7498,,0.89545729,,0.07250065,0.00122046,-10.78992767,0.09511657,,-0.01067487,,,,5.06021281,0.06077396,0.09504474,,,,,,0.00025004,,,0.00233632,0.00025227,,0.00015251,,,,,-2.7885,,0.04844192,,,,,-0.57272727,,,,,,,,-0.00158095,,-0.00934007,-2.21967643,,3.61519072,,,,0.18711373,0.00002297,,,,,,,
09/1997,-0.00140581,,,-0.06363886,1.42820505,-5.15269205,,,-0.95409091,,,-0.22500083,-9.40594205,,0.26097236,0.00042163,0.16308943,,,,,,,1.62747822,,0.00008636,-0.00395614,,0.00371656,0.00572798,0.00006035,,0.02727273,0.02513777,-9.28539993,1.326,,0.94319447,,0.08077467,0.00505964,-9.32347965,0.08982217,,-0.00960266,,,,0.82959798,0.05874255,0.28290422,,,,,,0.0002606,,,0.00233632,0.00025227,,0.00019133,,,,,-0.55,,0.04844192,,,,,-2.39090909,,,,,,,,-0.00075954,,-0.00993292,-2.48476564,,-0.83595995,,,,0.18711373,0.00002297,,,,,,,
12/1997,-0.00144045,-0.05082755,,-0.06363886,0.21425487,-5.15269205,,,-0.95409091,,,-0.23512539,-8.37273524,,0.29481929,0.00042163,0.16308943,,,,,,,1.44783676,,0.00008636,-0.00395614,,0.00404471,0.00574687,0.00006035,,0.00909091,0.02937616,-8.30133774,0.1015,,0.94803644,,0.08502322,0.00778027,-8.28605892,0.11375881,,-0.01239163,,,,6.69520646,0.07218467,0.06900586,,,,,,0.00027409,,,0.00233632,0.00025227,,0.00021786,33347.51896064,,,,-0.66,,0.04844192,,,,,-6.32433636,,,,,,,,-0.00050156,,-0.00847876,-2.50021928,,5.26264853,,,,0.18711373,0.00002297,,,,,,,
03/1998,,-2.44536101,,-0.04742955,0.48221584,-5.51909091,,,0.59837041,,,-0.09040312,-9.38530423,,0.13733548,,0.23614063,,,,,,,1.81703452,,,,0.00083597,0.00199577,0.02628053,0.0000688,,0.00909091,0.0066918,-11.71137036,0.223,,0.31931359,,0.00437365,-0.07118889,-9.3670739,0.31270955,0.0094783,,,,,-5.48720085,0.20010729,0.31494032,,,,,,0.01547924,,,,0.00025984,,-0.0050094,,,,,-0.44,,0.10317606,,,,,-0.20412727,,,,,,,,-0.00211152,,-0.01976668,-2.19426276,,-4.95993891,,,,0.9127825,,,,,0.07873897,,,0.00321376
06/1998,,0.00040006,,-0.04742955,0.39648691,-5.51909091,,,0.57842388,,,-0.09040312,-10.62463629,,0.13699604,,0.26443181,,,,,,,1.82711237,,,,0.00083597,0.00236101,0.02866319,0.0000688,,,0.00654935,-10.50313269,0.119,,0.31329299,,0.00587309,-0.07565211,-10.60490653,0.29341398,0.0094783,,,,,-6.62828834,0.20790189,0.30471426,,,,,,0.015446,,,,0.00025984,,-0.00053613,,,,,-1.1,,0.10317606,,,,,-2.08588182,,,,,,,,-0.00180229,,-0.02125147,-2.22868549,,-8.55717455,,,,0.9127825,,,,,0.09542868,,,0.00321376
09/1998,,0.00060009,,-0.04742955,0.78338412,-5.51909091,,,0.52921667,,,-0.09040312,-9.57534295,,0.12479879,,0.25456352,,,,,,,2.00608517,,,,0.00083597,0.00205272,0.02765377,0.0000688,,,0.00663232,-9.45299484,0.462,,0.31932256,,0.00558115,-0.04956257,-9.55590512,0.25206798,0.0094783,,,,,1.94159446,0.21194404,0.49820952,,,,,,0.01442805,,,,0.00025984,,,,,,,-0.22,,0.10317606,,,,,-1.73443636,,,,,,,,-0.00086588,,-0.01982093,-1.94835343,,-0.16740099,,,,0.9127825,,,,,0.11206832,,,0.00321376
12/1998,,0.00198451,,-0.04742955,0.64458478,-5.51909091,,,0.50944358,,,-0.09040312,-9.2120205,,0.13097996,,0.28387167,,,,,,,1.82728283,,,,0.00083597,0.00208141,0.0282316,0.0000688,,0.00909091,0.00712878,-9.0877668,0.284,,0.32998903,,0.00580823,-0.02365582,-9.1923556,0.25604485,0.0094783,,,,,-0.48230683,0.24072197,0.27789422,,,,,,0.01187762,,,,0.00025984,,0.00165182,34554.01839667,,,,-1.43,,0.10317606,,,,,-4.35835455,,,,,,,,-0.00057178,,-0.02496021,-1.69515287,,-2.41417846,,,,0.9127825,,,,,0.08799718,,,0.00321376
