,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: Other Countries Not Elsewhere Classified,AF: Trade Balance: Advanced Economies: Japan,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of",AF: Trade Balance: Advanced Economies: New Zealand,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu
2001,0.005714,-0.001351,-0.00848,,8.798065,-0.000844,4.322142,0.009487,-0.003193,0.018868,-34.994819,-428.614983,-5.770291,,16.718978,,,,,,0.00036,,,-0.208934,3.543244,-0.113446,0.004764,,-0.249345,-0.168341,1.985622,-0.00251,,3.709551,-0.045023,,-0.019314,0.044913,-0.054978,-167.580198,,,-2.200958,0.009924,0.00013,0.041145,-243.263356,39820.31245019,0.000198,,,,,,5.125644,,-0.000299,,,,-0.01128,,-86.017833,,,-0.730404,0.004936,11.57139,-0.000319,,-0.037748,17.634618,-10.209727,,0.029382,-3.008935,0.032894,27.127222,0.000711,0.044143,5.902614,-0.218184,,,6.063228,-0.013477,0.000684,0.017971,-45.868744,0.932345,,-6.318949,,0.014913,-0.048656,1.47935,-0.001115,-3.272146,0.019375,
2002,0.01185,-0.031741,-0.000797,,-13.621639,-0.001123,0.139325,0.003969,-0.013633,,-34.956013,-588.263634,-18.196925,,-4.011459,,,,,,0.000652,,,-2.895711,-14.09849,-0.645812,0.003211,,-0.759709,-1.978392,0.854259,-0.027327,,3.521209,-0.233412,,-0.053,0.05233,-0.144827,-284.434386,,,-1.142033,,,0.027967,-281.435212,41164.04127167,0.000156,,,,,,0.836699,,-0.000462,,,,-0.057149,,-100.632997,,,-0.610388,0.005255,-23.586996,-0.000998,,-0.118523,-22.349427,-10.829711,,0.029155,-3.189038,,19.087401,0.000746,0.021878,-0.707267,-0.383925,-0.001938,,1.237569,-0.023017,0.003624,0.056418,-53.12185,0.363655,-0.05088,-6.158842,,0.034561,-0.159621,1.592935,-0.043352,-18.340458,0.010673,
2003,0.252841,-0.06086,-0.036615,0.000003,-27.660857,-0.000643,-0.084225,0.003653,-0.019173,-0.035456,-34.478442,-780.216956,-25.399412,,-11.705159,,,,,-0.108878,0.000965,-3.092213,-0.000724,-0.740698,-27.857884,-1.662176,0.003134,,1.117741,-9.858354,0.867626,-0.022423,0.015185,3.682977,-0.204671,,-0.035531,0.052767,-0.167929,-446.981973,,,-1.667991,,0.01408,0.102783,-301.269591,43257.73656316,,,,,,,-3.572178,,-0.019788,,,,-0.094037,,-94.802853,,,-0.425523,-0.005008,-41.220477,-0.001398,,-0.166145,-44.522953,-11.195195,,0.033839,-3.295211,0.084739,17.299943,0.000357,0.044153,26.253382,-1.489026,0.001874,,-3.302476,-0.035999,0.01308,0.23672,-70.462499,0.183602,,-3.161453,,0.055554,-0.251583,2.501167,-0.028076,-34.397303,0.11984,
2004,0.003407,-0.306194,-0.057773,0.000001,-39.356001,-0.000208,1.796874,-0.006646,-0.049042,,-36.070884,-922.561329,-44.124326,,-47.314114,,0.076748,,,-0.189509,0.000797,,-0.002439,-5.320927,-41.03528,-2.085633,0.005968,,-2.796901,-12.026199,0.8551,-0.063928,,2.951252,-0.185905,,-0.337049,-0.000084,-0.234321,-643.650657,,,-1.134928,0.001197,0.014338,0.047707,-264.203532,46383.36498556,0.004928,,,,,,-12.183923,,-0.021991,,,,-0.072983,,-202.255981,,,-0.260156,0.016212,-95.577822,-0.002418,0.003256,-0.287459,-107.692058,-12.126319,,0.031071,-3.565701,,3.737784,0.003146,0.005471,0.84252,-1.122426,,,-12.114236,-0.030756,0.002616,0.365844,-153.532592,-0.06057,-0.011024,-3.336227,,0.007804,-0.202256,2.413384,-0.208639,-41.810253,0.009991,
2005,0.204163,-0.144113,-0.027947,,-47.930228,-0.00057,-0.909206,-0.486579,-0.036467,-0.044023,-38.074352,-1434.998449,-63.776884,,-77.360505,,,,,-0.095479,0.000859,,-0.015705,-8.19003,-46.530659,-2.255901,0.008622,,-1.784061,-26.048861,1.658189,-0.027963,,5.683013,-1.017061,,-0.479354,0.050071,-0.258404,-1149.281817,,,-3.240234,0.011448,,0.05295,-273.832663,49717.67443302,0.00624,,,,,,-26.529292,0.046557,-0.0179,,,,-0.042279,,-192.90406,,0.005922,-0.11016,0.002885,-149.912285,-0.003496,0.002073,-0.415577,-176.805662,-13.109649,,0.032933,-3.851353,0.001773,-7.652352,0.000883,0.006939,5.727939,-7.962633,0.001608,,-26.893377,-0.003272,0.000192,0.009864,-139.366311,-0.306979,0.029688,-3.406288,,0.002117,2.148837,1.206984,-0.153723,-51.79476,,
2006,0.721404,-0.487975,-0.159902,,-78.312005,-0.040159,-2.185137,-0.021964,-0.137716,-0.021313,-36.854833,-1742.004222,-85.437607,,-116.279061,,,,,,0.000061,,,-14.609836,-74.698472,-1.382723,0.143114,,-2.711799,-10.505684,0.566478,-0.027217,,7.180524,-0.386133,,-0.336137,0.000926,-0.240452,-1480.115048,,,-5.187718,,0.000024,0.048492,-266.396268,53548.26214119,0.006348,,,,,0.000099,-16.960867,0.040567,-0.041683,,,-0.097344,-0.043249,,-355.539922,,0.014579,-0.023321,0.004601,-211.468674,-0.00468,0.005089,-0.556308,-229.385986,-14.189799,,0.032112,-4.165133,0.021854,-21.91942,0.0004,0.01668,-8.049382,-8.645643,-0.032841,0.000001,-17.917312,-0.015372,0.008304,0.043148,-287.815413,-0.899298,,-3.233076,0.000082,0.009009,-0.674669,0.630473,-0.123347,-78.60963,,
2007,0.005539,-1.24354,-0.079974,,-51.295413,-0.060227,-4.80705,,-0.099556,0.023255,-36.692179,-1820.732392,-108.301312,,-153.07004,,,,,,0.000466,,,-16.532531,-45.188767,-2.268659,0.068913,,-3.692935,-21.369529,0.835405,-0.038314,,5.679335,-0.415285,,-0.440579,-0.026184,-0.180448,-1584.732946,,,-7.02283,0.000657,0.015266,0.043962,-287.747853,57959.42755845,0.000048,,,0.00207,,,-20.677548,0.034374,-0.045618,,,-0.121632,-0.047243,,-594.116667,,0.020989,-0.104854,0.09989,-275.147759,-0.689315,0.0032,-0.705217,-295.924497,-15.332685,,0.033405,-4.49714,0.012966,-35.69228,,0.021951,-4.655776,-20.754903,,,-20.776738,-0.214892,0.002004,0.215542,-516.111804,0.027226,0.04368,-4.349296,0.00014,0.002649,-0.839047,0.315839,-0.119461,-44.689915,,
2008,0.047701,-1.920625,-0.042001,,-70.451852,-0.057192,-7.523243,0.000374,-0.118794,-0.948927,-78.261487,-2019.178141,-152.184271,,-451.09175,,,,,,0.002525,,,-16.020974,-60.729345,-2.031605,0.05049,,-2.504196,-37.966674,1.278959,-0.034848,,6.167513,-0.662166,,-0.415743,0.003354,-0.040584,-1450.172476,,-462.171405,-4.139608,,0.00052,-55.365565,-367.566001,61697.80825164,0.006972,,-10.183908,,,0.007446,-33.004614,0.144152,-0.01505,0.000012,,-0.80484,-0.095064,,-527.353904,,0.084075,-0.303903,0.01339,-427.319272,-0.410848,0.057671,-0.99192,-460.708965,-17.648674,-2.941808,0.039999,-5.140428,0.374407,-60.298002,0.008013,0.081467,26.56349,-16.571096,-0.51516,,-33.389693,-0.070279,0.459012,0.186818,-427.216137,-0.34528,0.000096,-5.98694,0.00018,,-0.559787,1.625604,-0.063816,-64.025297,0.000199,0.000974
2009,-0.013001,-2.236484,-0.03497,,-180.270186,-0.625953,-15.489141,0.000517,-1.20557,-1.905759,-23.472257,-2186.200376,-290.451286,,-745.685676,,,,,,,,,-27.238729,-162.113462,-3.644656,0.01661,,-1.631343,-4.425444,-0.210623,0.215236,0.054,-7.051696,-3.241926,,-0.520217,,-0.026799,-2321.608214,,,-2.50654,,0.000259,-0.298849,-336.066008,60625.2687803,0.003204,,-1.644912,,,0.002689,-65.115002,0.055613,-0.520843,-0.00138,,-0.38196,-0.05382,,-445.421429,,0.06942,-0.360566,,-1479.389038,-0.266403,0.004752,-6.070402,-1545.465244,-11.379006,-1.19751,-55.769978,0.036,0.1974,-172.255011,,0.021506,-30.152796,-18.861286,-0.750903,,-66.076206,-0.067373,0.007932,0.078502,-356.474218,-0.136621,0.00066,-2.507063,0.000174,,-0.888322,-1.134144,-0.020701,-143.722483,,0.001094
2010,-0.000267,-18.459329,-0.637427,,-492.849148,-1.569265,-29.748037,0.160989,-0.68099,-17.74563,-53.283535,-3812.776597,-207.040777,,-969.782108,,,,,,,,,-74.818609,-443.603444,-9.097175,0.003185,,-3.489078,-34.823705,-2.318401,-0.799722,0.52941,1.197552,-0.743144,,-0.812565,0.000081,-0.708447,-3621.241593,,,-2.394115,,,0.04404,-494.060906,65395.81104365,0.003624,,-8.535996,,,0.018392,-73.9193,0.037673,-0.003902,-0.156324,,0.002748,-0.033082,,-901.564585,,0.003505,-1.237932,,-1658.603503,-0.375725,0.008061,-8.304979,-1732.861087,-35.457751,-5.342418,-56.612185,-0.03721,0.098946,-151.808651,0.000566,-0.011157,-47.549482,-39.981601,-0.682109,,-74.257584,-0.12512,0.007992,0.121784,-692.153215,-0.231378,0.003216,-3.168589,0.000182,,-2.895319,-4.677364,-0.301755,-420.405804,0.002911,
2011,-0.498771,-3.837007,-0.311713,,-436.126365,-2.080305,-22.511968,0.001319,-1.189868,-4.642854,-59.921525,-3707.705443,-332.190131,,-2311.261876,,,,,,,,,-87.079483,-410.043557,-2.979293,-0.049625,,-3.21621,-22.930721,-0.931804,-0.880236,-149.515636,3.73859,-4.156883,,-0.464906,-0.060817,-7.957059,-4939.435192,-0.020982,,-5.3838,,0.002774,0.025519,-411.551786,70389.98858177,0.013464,,-18.302664,,-0.322995,-0.044191,-126.754963,0.058716,-0.086592,-0.122772,,,-0.17984,,-765.7186,,-0.018907,-1.227447,0.00023,-2486.907912,-0.608206,0.021729,-70.476931,-2612.555722,-33.852644,-6.362081,-98.716435,0.000756,0.311315,-771.134231,0.001305,0.006835,-33.438946,-36.374075,-5.774986,-0.223823,-125.64781,-0.034002,0.002856,0.095534,-571.305874,1.395286,0.003216,-6.498285,0.000221,,-3.008462,-3.127997,-1.316758,-242.872456,0.028777,0.000258
2012,,,,,-287.11222,,-30.81938,,,-0.708566,,-5433.173959,,,-468.45756,,,,,,,,,,-256.415065,,,,,,,,,,,,-1.066934,0.00827,,-1910.643643,,-3102.249678,,0.012015,0.000997,0.055415,-600.504249,73810.88858379,0.003552,,,,,0.001915,,0.04629,,0.002688,,-0.074418,,,-757.748812,,0.002184,,0.000187,-8.706409,,0.089333,,-8.518395,,,,,0.232579,,0.00011,0.000771,-48.420736,,-8.708324,,0.188014,,0.001692,0.122225,-708.862358,,0.003216,,0.000204,,0.006096,,,-256.430428,,0.000249
2013,,,,,-161.66546,,-0.290987,,,-0.501862,,-7504.479297,,,-677.734847,,,,,,,,,,-161.465719,,0.000038,,,,,,,,,,-0.61215,,,-1420.842172,,-6573.136244,,,0.000165,0.059097,-25.925969,77447.73564939,0.006588,,,0.000296,,0.005269,,0.042869,,0.004488,,-0.069564,,,-56.670397,,0.228961,,,-1.043389,,0.056469,,-0.912825,,,,,0.326664,,0.004072,0.008103,59.228277,,-1.048658,,0.130564,,0.004848,0.091246,-115.974967,,0.003216,,0.000208,,0.132887,,,-161.598809,,0.000255
2014,,,,,-42.237578,,-6.095647,,,-0.016164,,-5810.67478,,,-1462.975878,,,,,,,,,,-36.143619,,0.009496,,,,,,,,,,-0.788513,,,-3563.695641,,-3408.130276,,,0.001963,0.051022,-258.847984,81510.54348721,0.000876,,,,,0.045126,,0.089423,,0.010272,,,,,-970.077221,,0.057188,,0.01723,0.078844,,0.349405,,0.533412,,,,,0.288307,,,0.00529,52.315539,,0.033718,,0.454568,,0.003564,0.001688,-1022.745751,,,,0.000216,,0.030683,,,-36.185761,,0.000264
2015,-0.007265,-4.47207,-0.165509,-0.507219,-69.830514,-0.112335,-7.265158,0.001027,0.037213,-0.000974,-277.289549,-3854.35667,-415.997115,-1.184634,-3289.972247,,,,,,,,,-248.823832,-53.528466,-2.389159,,-0.003876,-9.515924,-1.804585,-2.053189,-0.918571,,1.86965,-6.821373,-0.358303,-1.036803,0.000072,-6.054981,-6428.253568,,,-4.400225,0.019994,-0.192507,0.06138,-292.065681,84536.45969998,,,-53.030004,,0.012804,-0.045885,-68.039867,0.000034,-0.039752,0.006552,-0.049872,0.001168,-0.253343,-24.022083,-1428.49525,-1.282523,-0.244105,-2.616523,-0.008876,-1656.185552,-1.035316,0.011246,-35.964158,-1727.492871,-67.584181,-5.384316,-91.768643,-2.982245,1.022317,-138.900138,0.000231,0.007974,58.252025,-20.204437,-0.041878,-0.070883,-71.307319,-0.075124,0.001308,0.004561,-1033.847291,-3.106748,0.006576,-3.27389,0.000186,-0.084824,-7.434906,-0.880378,-0.095106,-25.306954,0.001924,0.000311
2016,-0.40533,-8.705466,-0.086922,-3.81588,-194.413318,-0.195883,-2.257907,0.001449,-41.734029,-0.00036,-635.476398,-7933.926707,-1797.751492,0.01954,-3901.906895,,,,,,,,,-75.976691,-174.984808,-14.63932,0.000189,-0.008857,-14.577706,-17.433674,-4.056123,-1.907745,,1.693354,-12.91835,-0.519034,-1.030861,0.000602,-0.402813,-10547.5983,,,-5.252127,0.005014,-8.229463,0.056584,-879.640109,88261.67341425,,,-57.126576,,,0.076809,-105.513259,0.032349,-1.459478,0.000524,-0.102984,0.008827,-7.62443,,-2745.743845,-7.878322,0.777235,-18.869454,-0.010646,-3673.05384,-1.600457,0.005034,-6.557517,-3784.602001,-51.602004,-5.064012,-68.543268,-1.130163,-0.399541,-313.391121,0.000229,0.003397,17.418121,-53.305755,-0.033809,0.046122,-111.548161,-0.237033,0.000302,0.002305,-1932.527944,-4.390274,0.001764,-2.188159,-0.04358,-0.552581,-13.899392,-32.213069,-9.098076,-62.080307,0.001078,0.000322
2017,-0.04594,-16.493934,-0.154671,-12.126897,-293.700372,-0.125607,-3.789,-0.940014,-43.544721,-0.000397,-706.259307,-8208.329188,-1984.385096,0.597456,-4645.504555,,,,,,,,,-81.821872,-260.566709,-25.705833,-0.032607,-0.010668,-16.751847,-15.588785,-7.742624,-3.105983,-0.017382,3.009121,-12.436633,-0.543382,-1.078964,,-0.224367,-11201.69377,-0.01599,-170.702951,-5.83475,0.135567,-9.061186,0.05262,-930.376634,93865.70914106,-0.014544,-6.198781,-127.82916,,,0.001797,-136.414093,0.007826,-1.501774,-0.028502,,-1.236758,-7.998488,,-3082.217567,,0.003744,-18.667781,-0.050988,-3773.324029,-1.58349,0.002862,-4.742714,-3920.275398,-57.877768,-8.77554,-113.439839,-0.961319,-0.143251,-350.92314,0.000243,0.003754,5.039883,-39.736514,-1.274437,-0.466915,-146.949845,-0.196812,0.001442,-0.314996,-2123.323467,-6.720867,0.00091,2.963548,-0.081258,-0.549884,-10.66292,-33.887454,-10.970717,-122.518233,-0.000052,0.000313
2018,-0.433733,-10.440775,-0.112426,-11.845009,-257.103501,-0.598746,-5.92177,-0.000238,-20.440045,-0.000454,-563.650898,-7689.176755,-1572.606923,0.748443,-5345.721305,,,,,,,,,-106.500337,-225.26707,-17.776086,-0.00583,-0.010668,-13.737001,-17.720058,-5.352783,-2.45563,-0.016554,1.846589,-13.128905,-2.655557,-1.149139,0.76747,-0.190427,-11465.060766,-0.018674,-199.402252,-6.755388,0.045666,-3.209155,0.051687,-827.723588,100070.62424334,-0.014544,-8.453733,-127.82916,,,0.004652,-113.62406,,-1.733735,0.046049,0.04641,-0.095271,-3.10936,,-3103.028045,,0.005215,-12.557577,0.068566,-3958.505954,-0.921233,0.002604,-6.468031,-4082.669738,-85.920818,-10.25092,-140.591396,-0.444214,-0.262311,-312.062674,0.000303,0.000987,10.37502,-33.614845,0.088386,-0.123297,-124.162003,-0.724648,-0.004758,-0.347245,-2275.043335,-7.433774,,0.529913,-0.123868,-0.056307,-10.543396,-22.310657,-8.94586,-119.921049,0.00018,0.000296
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106307.03801486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112961.38490843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
