,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Niger,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Chad,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Lesotho,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bermuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eritrea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Benin,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Liberia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Brazil,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Chile,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Colombia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Argentina,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Aruba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Barbados,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bahamas,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bolivia,AO: Imports: cif: Emerging and Developing Economies: Europe: Europe Not Specified,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Turkmenistan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Afghanistan, Islamic Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Equatorial Guinea,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sierra Leone,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Ukraine,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Moldova,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Democratic Republic of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,AO: Imports: cif: Emerging and Developing Economies: Africa,AO: Imports: cif: Emerging and Developing Economies: Middle East,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Belize,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea-Bissau,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Africa Not Specified,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kazakhstan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Russia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Anguilla,AO: (DC)Imports: cif: Developing Countries: (Old)Middle East,AO: (DC)Imports: cif: Developing Countries: (Old)Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Tajikistan,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Uzbekistan,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East and North Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Reunion,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa Common Custom Area excl South Africa,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen, People Democratic Republic","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of"
Kurtosis,-1.3278637016545467,7.957167067845392,1.2705393388784452,2.300661586370019,58.510174616754895,107.17304120547757,54.72438249901133,6.584648446986451,12.325449941169778,16.685581308018065,3.6507432726536284,32.32686952558476,10.179597936448944,103.30135236587368,6.734455361766527,6.924339005810106,8.867121388069892,11.88878608983802,5.970427108340779,22.440242655079484,6.508971599526875,9.502968357303969,32.46979476212829,3.885845278158635,5.879370728229947,70.17341785794105,2.9491790885712965,1.9413539665208313,10.390938560803075,0.8174015496485416,0.3993093901198046,-1.532081211441936,14.493600823747943,9.351523074018333,29.263003250572797,7.347046611136398,10.458230790011731,8.56877776661311,9.686636753421553,5.3215346147353255,-0.5906048728843332,7.790738703244891,11.552598639705861,16.70735697312352,13.412648690800006,41.970083263806345,5.635224489130037,1.2493806560192295,41.55754738155951,6.526170781643721,3.733477492121328,10.705782527070063,4.620646831854262,5.670119694775593,15.973580038005185,6.200901994075119,5.01449360424859,-1.54804243388901,16.77708294871149,104.80920490720355,18.08591390514999,9.888216014716098,-1.005753118424412,6.774533753439837,2.1352528385714464,20.05251245205483,114.48169035356946,6.305348256821255,7.454229561958918,19.948235436263566,28.03078161068551,5.625459433247832,75.44814051395805,17.764684347405858,40.3335586453082,1.723108498726082,49.25830553084809,5.903322602763087,7.74064569888756,6.634829429193902,6.294823648237612,28.889929348641495,82.51625481789995,6.667790282672634,1.1883194223970954,2.6139645418740582,1.743611304513062,6.799958225949226,10.102834057779287,3.4586527820397164,1.7028665290535399,-0.7711891588544755,-0.6888469807304385,11.197395666220551,1.6400505960844973,0.9324664728301397,,-1.4215542940992396,3.3954518958772018,4.740318305512206
Coefficient Variation,0.7641584777692352,1.560900062259814,0.9856722433292372,0.9000813763318152,3.335948451343109,2.654131524958016,1.3851021340096432,1.1205422644121654,2.448423527841642,0.7990968960288634,1.0976998910374143,2.301210449418718,1.147898099875034,3.554167505381297,2.2861965222328746,1.3100250469021437,1.2816924566620804,2.3506091135742335,1.7080424255820632,0.9974838520803481,1.251622635819863,1.2546112754733925,2.530185626068941,1.5810932806903066,1.4842315092274578,4.465100517169236,1.2188772856407775,1.018545419783838,3.728419948122439,0.969332038538433,1.1191661977439409,1.1089221770822457,2.6959241840488897,1.3383201399571945,3.5641807073238625,1.5925203358000073,2.0513738809933995,1.6600790761231652,1.8382969783604768,1.6272339971975414,0.9857280826664065,2.255331796692627,1.1050772662974093,2.3809453816790307,1.484375024265515,5.260830087922218,1.3940445057520485,1.2890764965575716,1.357151741677365,0.9833050421878152,1.5801602215366273,1.7372138147236975,1.4892184334124865,1.4094742163233562,1.4003468118232663,1.1653892804871837,1.0748330908301122,1.0727302721005965,1.6488648862452178,1.4257697652726526,1.4409811278926612,1.697905738927246,0.5598773488716773,1.7039618111634365,1.2942156506798725,1.767576263105233,1.9198870643933033,2.1543966724930823,1.8606990613692707,1.9893878624283803,4.817352199601508,1.3159042965826748,1.0819073555310754,1.6178278128133772,1.1908189361277672,1.37920998680119,2.2855974036334032,1.178993045413452,2.1518100281890775,1.4570593215064682,1.1887325104321829,2.207807769917098,2.8288565995607713,1.6965096341166122,1.201070439254676,1.6224802205723026,1.3035254406832197,1.2485277273137354,1.4544120853684523,1.244225902912143,0.8166636055987715,1.2593630314108928,1.1667656146604368,1.2501035564613079,1.588523386277147,1.0251604331143693,,0.6879570781766542,1.1494374353194357,2.411554686185815
Min,0.003802,0.000406,0.005485,0.00013,0.000131,0.00006,0.008109,0.004139,0.000543,0.000328,0.000159,0.000191,0.00042818,0.000083,0.000254,0.0011,0.00584852,0.001,0.000052,0.00155258,0.007,0.000001,0.00019124,0.1,0.006,0.011,0.000401,0.001,0.000012,0.000025,0.000798,0.00007672,0.000305,0.005,0.00004787,0.000811,0.000224,0.000001,0.0011749,0.000798,0.00237,0.001542,1.037149,0.000031,0.005601,0.0000825,0.008085,0.05,0.001,0.051802,0.1,0.0011749,0.014,0.413979,0.00001746,0.00060325,0.000072,0.000794,0.000836,0.00035352,0.000582,0.002,0.0026613,0.000318,0.001,0.01851196,0.0005512,0.00000348,0.029787,0.0017301,0.00022,0.001,0.000218,0.003249,0.000045,0.000707,0.000463,0.001,0.000133,0.0011749,0.001,0.001,0.000106,0.00234742,0.000825,0.000069,0.00270244,0.000012,0,0,0.000138,0.000119,0.000004,0.007,0,0.000073,0,0,0.026,0.000072
Max,0.258541,0.046188,1.183426,0.015051,0.334218,1.988877,36.634042,0.541742,0.597722,0.005948,0.015189,0.279693,4.852565,0.037,19.141227,2.87114967,2.290729,8.603208,0.01598077,3.320122,0.405581,0.46115,3.987566,295.660368,348.206811,121.191719,2.74993,39.157886,4.578945,0.977447,1.206077,3.494,0.958302,2.423669,0.905035,0.572914,0.584092,0.063951,313.194215,0.264315,0.700031,8.694397,267.505696,0.077152,9.967862,0.887172,0.409356,211.909184,3.07903,6.042877,323.884383,289.464482,396.424008,92.024861,0.084447,0.05901054,0.013407,0.192514,1.127209,2.16276226,0.267994,19.956101,8.581846,0.156948,15.01366,12.393694,3.637195,0.460651,6.104418,2.428587,46.41351,1.142167,0.148024,2.711688,0.020938,0.231,0.327574,13.27626,2.354507,8.91532,9.247617,31.904966,1.4476,19.762294,6.801882,0.054438,21.862942,0.015159,3.31014,174.997,0.004689,0.005227,0.020118,4.621,18.4828,0.011385,0,3.44063,2.405,0.95961
Median,0.07387650000000001,0.0018015,0.15239350000000002,0.001908,0.00231,0.013028999999999999,1.272377,0.0382425,0.0038935000000000003,0.001313,0.001536,0.005551,0.388519,0.0004,0.035496,0.105408865,0.1531405,0.097974635,0.000492,0.345814805,0.05081,0.0256865,0.0288915,10.18594006,9.8296735,0.450173,0.22132849999999998,6.7536059999999996,0.002881,0.315797,0.110238,0.237289,0.0037175,0.1425535,0.013204,0.023348,0.0056675,0.0033635,0.9,0.012286,0.09421399999999999,0.089449,24.424515,0.001827,0.545394,0.004179,0.045754,12.73924714,0.13974799999999998,0.6958335,10.3551436,2.628,12.96037325,5.7484210000000004,0.004385,0.005664,0.0010685,0.02509,0.038209,0.063499,0.014196,0.72494199,4.326875,0.0053685,1.0123215,0.274594,0.09533333,0.0007432,0.1523965,0.04016913,0.00883665,0.07917199999999999,0.012525,0.0842325,0.001856,0.0140795,0.0071155,1.00943292,0.0322225,0.5372785,0.7199774999999999,0.6625844999999999,0.061817,0.7030160000000001,0.3791295,0.0008185,1.1916385,0.001033,0.14319,12.22,0.000929,0.0006954999999999999,0.003504,0.333,0.54761,0.001426525,0,1.62086,0.23,0.0010855
No. of Obs,218,232,232,144,74,164,195,232,156,40,196,232,400,109,220,456,488,442,261,396,149,276,364,629,534,207,250,456,180,182,376,219,246,346,113,234,220,108,557,232,148,232,232,232,153,88,151,493,340,232,629,461,579,232,223,61,208,149,481,390,237,439,160,232,330,290,293,291,252,232,281,196,232,230,196,404,288,334,240,310,334,378,89,294,340,168,286,156,345,345,120,48,48,84,399,192,192,215,29,168
01/1960,,,,,,,,,,,,,,,,,0.05,,,,,,,0.15,,,,,,,,,,,,,,,0.05,,,,,,,,,0.05,0.05,,0.15,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
02/1960,,,,,,,,,,,,,,,,,0.05,,,,,,,0.15,,,,,,,,,,,,,,,0.05,,,,,,,,,0.05,0.05,,0.15,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
03/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,0.1,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
04/1960,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,0.1,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,
05/1960,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,0.1,,,,,,,,,0.3,0.1,,0.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
06/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,0.3,,,,,,,,,0.1,,,0.2,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,
07/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1960,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,0.2,,,,,,,,,0.3,,,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,
09/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,0.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1960,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,,,0.4,0.1,1.1,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,
01/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.25,,,,,,,,,,,,,,,0.05,,,,,,,,,0.1,0.05,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
02/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.25,,,,,,,,,,,,,,,0.05,,,,,,,,,0.1,0.05,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
03/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,0.5,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,0.2,,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
06/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,0.1,,,0.1,,,,,,,,,,0.2,,0.3,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
09/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,0.1,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,
10/1961,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,0.2,,0.3,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,
11/1961,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1961,,,,,,,,,,,,,,,,,0.3,,,,,,,0.8,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,0.2,,0.8,0.1,0.2,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
01/1962,,,,,,,,,,,,,,,,,0.15,,,,,,,0.3,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,0.05,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
02/1962,,,,,,,,,,,,,,,,,0.15,,,,,,,0.3,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,0.05,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
03/1962,,,,,,,,,,,,,,,,,0.2,,,,,,,0.5,,,,,,,,,,,,0.1,,,0.2,,,,,,,,,0.2,0.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,
04/1962,,,,,,,,,,,,,,,,,0.3,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.6,,0.1,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1962,,,,,,,,,,,,,,,,,0.2,,,,,,,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,0.1,,0.5,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,
06/1962,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,0.1,,0.3,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,
07/1962,,,,,,,,,,,,,,,,,0.3,,,,,,,0.7,,,,,,,,,,,,,,,0.4,,,,,,,,,0.2,0.2,,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.2,,,,,,,,,,,,,0.1,,,,,,
08/1962,,,,,,,,,,,,,,,,,0.2,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1962,,,,,,,,,,,,,,,,,0.1,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,0.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1962,,,,,,,,,,,,,,,,,0.4,,,,,,,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.6,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1962,,,,,,,,,,,,,,,,,0.3,,,,,,,0.4,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
12/1962,,,,,,,,,,,,,,,,,0.5,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.1,,1.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1963,,,,,,,,,,,,,,,,,0.5,,,,,,,0.9,,,,,,,,,,,,0.5,,,0.1,,,,,,,,,0.3,0.1,,0.9,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
05/1963,,,,,,,,,,,,,,,,,0.3,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1963,,,,,,,,,,,,,,,,,0.4,,,,,,,0.6,,,,,,,,,,,,,,,0.3,,,,,,,,,0.2,,,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,
07/1963,,,,,,,,,,,,,,,,,0.4,,,,,,,0.9,0.1,,,,,,,,,,,,,,0.8,,,,,,,,,0.4,0.1,,0.9,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
08/1963,,,,,,,,,,,,,,,,,0.2,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1963,,,,,,,,,,,,,,,,,0.2,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1963,,,,,,,,,,,,,,,,,0.3,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.1,,0.7,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1963,,,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
12/1963,,,,,,,,,,,,,,,,,0.5,,,,,,,0.8,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,,,0.8,,0.3,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
04/1964,,,,,,,,,,,,,,,,,0.2,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1964,,,,,,,,,,,,,,,,,0.3,,,,,,,0.7,,,,,,,,,,,,,,,0.1,,,,,,,,,0.3,0.1,,0.7,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
06/1964,,,,,,,,,,,,,,,,,0.3,,,,,,,0.5,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
07/1964,,,,,,,,,,,,,,,,,0.2,,,,,,,0.6,,,,,,,,,,,,,,,0.3,,,,,,,,,0.3,0.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,
08/1964,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,0.3,,,,,,,,,0.1,,,0.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,
