,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of","AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic","AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia
06/2012,0.026403,37.587731,21.463559,4.073942,0.371531,0.280358,0.001811,0.478185,0.413391,0.015374,4.906089,2.519248,38.552437,13.485476,26.739814,85.914266,29.776061,36.957953,65.279086,,91.727778,4.570283,59.809873,18.235317,1.834206,443.712278,26.090105,0.442312,0.072663,85.886813,2.632699,218.093315,130.528845,0.651646,38.672108,0.013139,0.399592,1.126381,0.052354,0.021679,0.009065,4.214355,,0.00357,0.023248,0.004355,0.211065,0.237959,0.003717,1.35258,0.02624,0.486571,0.004141,,,0.017543,14.516944,0.482696,0.275685,,,,,,,,0.001125,18.5952,0.004239,0.000119,0.00043,0,,,,,0.000044,,,,0.004312,0.00012,0.116843,0.237622,8.715607,35.555133,0.128898,5.769776,18.230705,21.807239,0.002377,0.065607,312.411437,1.04834,0.000049,17.371307,0.030896,,0.019083,457.255328
07/2012,0.019921,135.009602,27.551481,4.167815,,0.27832,0.81958,0.291694,0.306353,,4.664664,0.255962,31.263319,23.493811,12.782492,93.703159,30.571918,30.183897,62.92831,,273.136415,2.272073,52.121599,15.138159,2.748392,509.168033,55.535735,0.074992,0.317186,118.790572,5.348151,139.615709,103.145176,4.185629,79.562778,0.00505,0.656631,5.831628,0.052354,0.021679,0.002965,1.373075,,0.001168,0.023248,0.004355,0.046277,0.261171,0.003717,1.744771,0.000953,0.182566,0.001354,,0.12438,0.005738,47.31427,0.79804,0.530462,,,,,,,,0.000368,44.072,0.004239,0.000039,0.000141,0,,,,,0.000014,,,,0.004312,0.00012,0.038219,0.077724,5.350613,10.068174,0.128898,5.868209,18.888075,7.299689,0.000496,0.02146,364.920626,1.6589,0.000016,50.184078,0.010106,,0.006242,488.494387
08/2012,0.061106,53.441711,25.710929,4.207661,,0.27336,0.000778,0.276887,0.489536,0.001404,4.930178,0.200167,33.496382,39.107779,15.670511,73.261117,29.980881,20.888724,50.581068,,415.861524,5.081354,62.270818,11.387871,2.175613,523.241452,23.763355,1.151612,0.149038,83.967399,7.506472,297.281901,63.890922,2.532929,47.858298,0.006528,0.28525,4.604305,0.052354,0.021679,0.003283,1.514863,,0.001293,0.023248,0.004355,0.040654,0.225091,0.003717,1.292101,0.048885,0.135506,0.0015,0.020305,,0.006353,16.539109,0.287571,0.286512,,,,,,,,0.000407,18.3718,0.004239,0.000043,0.000156,0,,,,,0.000016,,,,0.004312,0.00012,0.042312,0.086048,5.08237,8.326777,0.128898,2.397345,22.087677,8.267388,0.03268,0.023758,371.210844,2.57262,0.000018,18.679829,0.011188,,0.00691,503.188673
09/2012,0.013129,68.997635,31.13021,4.193633,0.236699,0.265459,0.042265,0.452744,0.423789,0.080512,2.727736,2.974437,80.451324,51.118094,53.041276,60.15246,26.03053,28.482876,40.997831,,275.117955,2.538662,63.776794,19.467188,1.839159,435.184764,29.618472,2.264486,0.137012,92.768366,4.80289,154.132353,69.411868,2.789435,30.780773,0.01171,0.274682,9.468744,0.052354,0.021679,0.005066,2.331051,,0.001995,0.023248,0.004355,0.162224,0.092965,0.003717,2.547144,0.004492,0.24526,0.002314,,,0.009805,21.207285,0.629255,0.535991,,,,,,,,0.000629,27.6429,0.004239,0.000066,0.00024,0,,,,,0.000025,,,,0.004312,0.00012,0.065304,0.132808,4.662374,6.276419,0.128898,4.693952,24.026817,13.04944,0.001884,0.036668,389.723601,1.37906,0.000028,24.954314,0.017268,,0.010665,544.586976
10/2012,0.100222,43.595791,42.432403,4.125677,,0.254586,0.001836,,0.646489,0.051865,3.381735,2.228476,36.527205,21.222088,31.264581,115.773419,54.429312,31.908563,201.532776,,155.422129,25.814697,54.707457,17.912285,4.257853,593.379433,44.289182,1.32241,0.349685,36.765574,2.376106,192.485829,55.8877,0.929335,40.267875,0.020293,0.379671,9.555222,0.052354,0.021679,0.007516,3.449617,0.023486,0.00296,0.023248,0.004355,0.11977,0.184739,0.003717,1.40123,0.002369,0.162765,0.003433,0.021575,0.782721,0.014546,24.692626,0.696991,1.062449,,,,,,,,0.000933,25.0994,0.004239,0.000098,0.000356,0,,,,,0.000036,,,,0.004312,0.00012,0.09688,0.197023,16.437116,10.375496,0.128898,5.462524,31.398469,19.787647,0.002019,0.054398,319.078964,1.29002,0.000041,27.84942,0.025617,,0.015822,490.073502
11/2012,0.065778,28.443108,26.149993,4.003532,0.236978,0.2407,0.02056,0.043642,0.382527,0.474311,5.322162,0.55135,50.618806,36.686519,8.340263,75.433058,45.220083,32.085744,50.741438,,94.041235,4.056446,49.919053,17.667458,1.7216,558.806355,33.751023,0.248172,4.521,42.853145,5.290803,184.82045,96.123193,3.211469,68.474198,0.024532,0.400571,1.433543,0.052354,0.021679,0.007681,3.518892,,0.003025,0.023248,0.004355,0.655001,0.095178,0.003717,3.487635,0.050401,0.328252,0.003509,,,0.014866,17.035016,0.185173,0.402957,,,,,,,,0.000953,26.3775,0.004239,0.000101,0.000364,0,,,,,0.000037,,,,0.004312,0.00012,0.099011,0.201356,11.466054,9.211829,0.128898,1.510584,35.911918,20.65264,1.135145,0.055594,340.767152,0.89676,0.000042,22.282265,0.02618,,0.01617,495.342733
12/2012,0.069508,28.150998,21.653603,3.826731,7.952851,0.223747,0.00025,0.579557,0.28512,0.021543,6.354796,0.024224,41.059294,18.805208,4.824839,71.829418,29.981057,34.885794,188.920427,,78.652953,9.172665,57.34291,10.942759,0.492231,397.337926,52.846209,2.198247,0.260958,66.875443,1.320285,171.686774,82.193097,0.997228,41.28534,0.010935,0.16876,2.989122,0.052354,0.021679,0.00288,1.317708,,0.001134,0.023248,0.004355,0.033972,0.088396,0.003717,1.982066,0.016086,0.185194,0.001316,,0.129133,0.005574,46.02062,0.495334,0.178698,,,,,,,,0.000357,44.3235,0.004239,0.000038,0.000136,0,,,,,0.000014,,,,0.004312,0.00012,0.037123,0.075496,4.238794,8.346893,0.128898,5.806132,24.284341,7.902015,0.437372,0.020844,289.39847,4.11492,0.000016,48.606401,0.009816,,0.006063,413.739174
01/2013,0.025786,119.066796,23.478678,3.594598,0.627815,0.203664,,0.660107,0.124551,0.020167,5.425131,0.033899,31.891232,8.153123,11.071741,66.643797,17.961175,22.451965,50.434969,,142.157187,3.605091,40.521063,13.16497,0.753687,381.732769,24.970333,0.168692,3.463209,35.887012,1.368721,186.885782,69.249807,1.456091,32.018425,0.013892,0.226824,4.074339,0.104739,0.202213,,1.430932,0.666487,0.001746,0.016163,0.000018,0.20295,0.003621,0.008535,0.999937,0.386462,0.064867,,,0.048996,0.003336,19.635413,0.090164,0.254401,,,,0.014711,,,,0.003956,21.7294,,0.000051,,0,,0.000084,,,0.002037,0.000243,,,0.306945,0.00728,0.009656,0.16528,3.014821,5.20486,,1.030172,31.055017,8.765223,0.049986,0.034014,311.195872,1.85818,0.000034,21.936138,0.00755,,,430.325652
02/2013,0.010236,144.62742,72.460091,3.407207,1.93453,0.188279,,0.179912,1.070243,0.014115,1.994773,0.041409,62.385911,31.686378,13.205923,49.12598,16.65427,19.986114,43.548379,,46.830416,3.142944,33.293846,12.664627,1.639392,333.665549,32.510284,0.050878,3.297582,11.095444,4.470542,97.587856,89.270405,2.615279,28.562137,0.01247,0.226248,3.970633,0.104739,0.202213,,1.141438,0.666487,0.001394,0.016163,0.000018,1.246825,,0.008535,1.483966,0.16638,0.148739,,,,0.002664,26.019,0.101229,0.507406,,,,0.011747,,,,0.003159,30.656,,0.000041,,0,,0.000067,,,0.001627,0.000243,,,0.306945,0.00728,0.007711,0.131977,2.56811,4.652254,,0.369057,26.046449,7.106959,0.919135,0.027161,208.491201,1.02502,0.000027,29.926703,0.006029,,,361.882472
03/2013,0.313939,59.86679,30.417695,3.263843,0.622285,0.177533,,0.373178,0.201006,,3.7874,0.030409,59.608719,117.393846,4.993218,60.115296,14.081409,42.638338,187.212784,,39.500813,2.771496,45.274199,8.353918,0.858856,332.449423,36.993671,0.01535,0.409515,37.169123,2.534413,137.806148,42.458789,2.694089,35.083546,0.01528,0.515568,3.992247,0.104739,0.202213,,1.274547,0.666487,0.001559,0.016163,0.000018,0.527134,0.681683,0.008535,0.970228,0.457647,0.050653,,,,0.002978,30.62097,0.16657,0.137839,,,,0.013132,,,,0.003531,22.1684,,0.000045,,0,,0.000075,,,0.001818,0.000243,,,0.306945,0.00728,0.008619,0.147535,3.159906,7.858594,,0.157674,17.981889,8.037475,0.001088,0.030362,176.576986,1.09074,0.00003,33.816471,0.006739,,,288.962564
04/2013,0.363651,124.155886,19.478498,3.163954,,0.171385,0.002811,0.598335,0.076369,0.037836,3.941497,0.000679,39.529398,9.185413,22.004027,63.579251,13.200794,25.992562,44.361548,,98.468202,4.437808,32.059436,11.777948,1.330648,345.451539,30.707063,1.20736,0.612793,35.445641,2.019117,117.176136,72.908891,4.312257,32.596728,0.021769,0.314926,2.487585,0.104739,0.202213,,1.689024,0.666487,0.002068,0.016163,0.000018,0.817803,,0.008535,1.509738,1.681546,0.280349,,,,0.003951,22.061977,0.43403,0.146556,,,,0.017425,,,,0.004685,31.4458,,0.00006,,0,,0.000099,,,0.002413,0.000243,,,0.306945,0.00728,0.011437,0.195764,3.766446,5.631517,,28.347793,26.082054,10.745844,0.001053,0.040288,263.180219,0.39326,0.00004,26.917669,0.008943,,,366.397748
05/2013,0.026277,65.004621,21.368464,3.10716,,0.169813,0.078392,0.217889,0.125673,0.011347,4.745131,0.022886,81.9373,30.3455,39.987459,61.104855,16.964645,35.849327,61.062522,,71.254153,9.168721,35.172703,9.321326,1.820779,364.654684,40.820113,0.020132,0.128554,15.700333,2.923844,124.206449,82.5379,0.638812,36.689374,0.033524,0.460993,4.059545,0.104739,0.202213,,2.470076,0.666487,0.003029,0.016163,0.000018,0.96418,0.604051,0.008535,0.658273,0.431597,0.043332,,,0.106279,0.005788,33.526398,0.164418,0.177245,,,,0.025523,,,,0.006863,34.079,,0.000088,,0,,0.000145,,,0.003534,0.000243,,,0.306945,0.00728,0.016753,0.286749,3.868561,11.761416,,1.107344,17.2746,15.771198,0.004684,0.059012,257.175027,1.49354,0.000059,36.917939,0.013099,,,359.381603
06/2013,0.000238,61.852126,19.920861,3.093242,0.101606,0.172808,0.112358,0.068024,0.17132,0.018796,5.107171,0.287386,58.160106,39.319156,7.299035,47.679944,20.949165,51.116039,61.255157,,85.097826,5.324535,27.701577,7.997784,0.39303,312.343004,24.453459,0.178305,0.163519,64.705304,1.024149,160.149602,92.539287,2.538977,36.335407,0.019521,0.502197,3.9235,0.104739,0.202213,,1.400266,0.666487,0.001721,0.016163,0.000018,0.063363,0.711873,0.008535,0.970419,0.718607,0.476211,,,,0.003288,18.722129,0.376734,0.168197,,,,0.014501,,,,0.003899,25.2121,,0.00005,,0,,0.000083,,,0.002008,0.000243,,,0.306945,0.00728,0.009518,0.162916,2.217497,6.951885,,2.265048,18.168906,8.900252,0.006893,0.033528,216.70779,1.7702,0.000033,22.216865,0.007442,,,301.746082
07/2013,0.012073,71.170999,18.809048,3.122147,0.982297,0.180385,,0.420655,0.131658,0.087537,4.759241,0.000457,72.225344,15.846845,10.73928,52.611588,23.967769,48.807528,58.823127,,160.635444,2.690514,33.412691,7.514391,1.256615,365.70776,18.285438,0.0657,0.080409,44.751262,3.079971,135.74228,53.293431,2.069231,46.710243,0.024388,0.338401,6.645619,0.104739,0.202213,,1.725542,0.666487,0.002126,0.016163,0.000018,0.511784,0.44272,0.008535,0.486838,0.345479,0.192458,,0.010627,0.222417,0.004062,12.74818,0.349944,0.118468,,,,0.017913,,,,0.004817,37.8491,,0.000062,,0,,0.000102,,,0.002481,0.000243,,,0.306945,0.00728,0.011758,0.201252,2.9906,7.279757,,4.042575,14.008018,10.871197,0.000947,0.041417,221.760374,1.64512,0.000041,15.271247,0.009193,,,309.064371
08/2013,0.122303,82.218024,12.602242,3.193987,0.246666,0.19257,0.021349,0.134558,0.119405,0.008646,0.433174,0.009533,69.831632,15.825676,22.579448,41.383767,24.713405,28.986468,61.451085,,188.317291,9.980341,43.897659,7.757202,0.224531,336.814251,23.840057,0.063123,0.378644,35.118509,1.921183,117.72354,46.560449,1.696164,42.939657,0.024921,0.050319,4.420582,0.104739,0.202213,,1.76662,0.666487,0.002183,0.016163,0.000018,0.979461,0.403532,0.008535,0.373857,0.377785,0.001031,,0.010627,,0.004171,17.982099,0.080849,0.062708,,,,0.018391,,,,0.004945,22.7865,,0.000064,,0,,0.000105,,,0.002547,0.000243,,,0.306945,0.00728,0.012072,0.206623,3.204544,5.942708,,3.837592,18.534843,10.968697,0.000269,0.042522,201.126058,1.39814,0.000042,20.611292,0.009439,,,297.472664
09/2013,0.014619,94.885597,43.908724,3.309035,,0.209411,0.926783,0.348496,0.126672,0.019711,6.188403,0.401665,56.767327,22.37634,4.905495,50.990329,20.051534,31.866629,57.619373,,46.6481,11.074096,43.775491,11.765298,1.380171,334.205076,25.160534,0.615041,0.16144,80.014276,2.374352,109.398346,86.081679,1.936032,34.33421,0.021762,,4.646302,0.104739,0.202213,,1.571066,0.666487,0.001948,0.016163,0.000018,1.747136,0.416187,0.008535,0.640778,0.583685,0.233021,,,,0.003721,17.842953,0.272208,0.176602,,,,0.016408,,,,0.004412,19.3971,,0.000057,,0,,0.000093,,,0.002272,0.000243,,,0.306945,0.00728,0.01077,0.18434,3.09056,5.139879,,13.316981,20.555112,9.55266,0.003012,0.037937,215.561634,1.74476,0.000038,22.048365,0.008421,,,347.596818
10/2013,0.173435,2596.688464,65.261583,3.467733,,0.230972,1.077908,0.298238,0.120076,0.161139,4.624682,0.02645,64.636199,12.059068,15.655284,80.968598,23.225655,34.922129,78.789527,,103.082909,5.41248,45.874821,12.223439,1.036362,466.257123,41.782214,0.499805,4.984294,22.617346,3.812925,165.699642,92.058592,3.465509,69.035595,0.021736,0.070843,6.970017,0.104739,0.202213,,1.623185,0.666487,0.002019,0.016163,0.000018,2.138223,0.304275,0.008535,9.445644,1.007949,0.106498,,,0.313634,0.003858,24.833619,,0.203311,,,,0.017012,,,,0.004574,48.6056,,0.000059,,0,,0.000097,,,0.002356,0.000243,,,0.306945,0.00728,0.011167,0.191131,3.305334,9.666289,,3.953111,17.973555,9.606376,0.001284,0.039334,235.750421,0.95824,0.000039,38.454475,0.008731,,,389.131362
11/2013,0.004086,709.306498,39.664696,3.670688,,0.257337,0.133305,3.729283,0.274082,0.02791,4.445482,0.001414,77.106953,17.387385,10.71395,44.802837,23.488311,28.407767,59.479833,,182.876515,11.277189,40.282914,15.438674,0.669272,406.73273,36.404398,0.568091,0.383686,61.628884,3.103476,165.801531,83.675713,1.288091,74.91292,0.036255,0.004742,3.371708,0.104739,0.202213,,2.852152,0.666487,0.003562,0.016163,0.000018,2.056951,,0.008535,0.722301,0.394567,0.041243,,,,0.006805,27.961754,0.224404,0.197377,,,,0.03001,,,,0.008069,32.7923,,0.000104,,0,,0.000171,,,0.004156,0.000243,,,0.306945,0.00728,0.019698,0.337161,4.426201,7.946655,,7.420156,13.612754,16.314009,0.000781,0.069387,230.1855,2.02778,0.000069,31.938674,0.015402,,,359.329282
12/2013,0.582386,110.705751,61.850279,3.918678,,0.288605,0.000226,0.337777,0.156439,0.015392,3.135739,0.427864,47.888819,11.799695,13.05508,93.483546,22.336562,39.212779,67.622211,,237.204645,12.009061,43.359559,15.296834,1.267938,359.18254,39.294822,1.230636,0.400082,53.513317,16.293997,160.061224,142.069835,0.854873,35.687923,0.018423,0.001574,5.927669,0.104739,0.202213,,1.582611,0.666487,0.001986,0.016163,0.000018,1.695536,0.140479,0.008535,1.100562,0.270534,0.245181,,,,0.003794,26.758015,0.25374,0.120537,,,,0.016732,,,,0.004499,34.5846,,0.000058,,0,,0.000095,,,0.002317,0.000243,,,0.306945,0.00728,0.010983,0.187984,8.530208,7.843835,3.518878,8.699243,16.078904,8.631096,0.009321,0.038687,269.84868,0.7738,0.000038,30.742578,0.008587,,,418.181562
01/2014,0.00155,187.383755,82.179308,4.212652,5.667511,0.324897,1.315634,0.988198,0.086992,,3.62031,0.048965,60.588905,43.8508,5.780779,67.193518,24.6148,27.18803,67.670148,0.013095,154.068139,3.455892,38.000008,15.403338,1.178661,345.920858,28.314626,0.596479,0.003985,40.5346,3.877755,119.458638,78.523747,1.375973,32.649596,0.008964,0.278133,5.697874,,0.087498,0.001215,0.867045,0.323135,0.000057,,,0.456047,0.010848,,0.722691,0.015768,0.221916,0.120828,,0.000049,0.010623,21.674504,0.122273,0.172945,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.0086,0.337801,4.491312,6.524193,0.623653,11.426889,23.832966,4.46371,0.711505,,259.632209,2.05958,,23.818361,0.021432,0.000048,0.012726,425.028393
02/2014,0.00032,7.893978,15.654252,4.454611,,0.356026,0.018571,1.55634,0.1726,0.154252,3.883457,0.0009,50.546482,11.363773,10.707659,81.827776,20.049769,34.081072,64.310687,0.013941,73.05546,4.000781,40.430599,13.06293,0.616474,357.847318,33.864781,0.039746,0.351514,62.519792,3.425881,187.486887,96.976911,1.485336,27.46717,0.008425,0.106318,4.276293,,0.087498,0.001294,0.917885,0.323135,0.000061,,,0.427254,0.010494,,0.30503,0.000699,0.180961,0.12864,,0.019356,0.01131,22.74379,0.014073,0.236657,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.009156,0.35964,9.389141,7.918942,0.623653,8.109582,21.456196,4.460564,0.042844,,97.566192,0.53848,,24.470366,0.022817,0.000051,0.013549,194.131782
03/2014,0.059866,11.678067,52.752144,4.645482,4.488984,0.382112,3.329448,0.375478,0.089197,0.004341,7.616371,0.015,49.953138,15.354853,31.133279,84.9975,18.364822,37.727686,76.572049,0.016487,292.046245,1.851055,49.190741,13.234114,0.810565,367.732644,28.98592,0.880359,0.441337,40.624706,2.098011,135.021122,106.738238,0.677411,30.078215,0.008811,0.061675,4.987792,,0.087498,0.00153,1.078784,0.323135,0.000072,,,0.437109,0.003379,,1.051004,0.049691,0.135428,0.152128,,0.033434,0.013375,18.65684,0.247917,0.123031,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.010828,0.425307,7.892054,6.909924,0.623653,5.000817,31.815921,4.949433,0.020899,,165.91142,1.52322,,21.08763,0.026984,0.000061,0.016023,319.872252
04/2014,0.044732,13.822033,39.431869,4.785995,3.337948,0.403254,,0.924775,0.140442,0.000095,5.654002,0.033781,47.503113,38.718091,23.183498,70.120725,28.186427,61.715826,101.071866,0.015824,147.33902,2.046909,32.790863,13.599708,1.570959,367.333622,26.771257,0.667506,0.391226,61.01223,3.015005,171.858058,73.430172,0.785163,31.279368,0.007544,0.154564,3.139117,,0.087498,0.001469,1.028289,0.323135,0.000069,,,0.528121,0.065089,,0.805283,0.027983,0.751428,0.146007,,0.000117,0.012837,20.714661,0.050835,0.099542,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.010392,0.408195,3.159128,12.9418,0.623653,6.856455,23.023492,4.45839,0.01054,,214.61393,0.96778,,23.606143,0.025898,0.000058,0.015378,329.684339
05/2014,0.322706,9.72669,53.646921,4.876688,3.662851,0.419534,1.272575,1.283569,0.091206,0.080602,5.354862,0.121669,37.249125,17.932331,12.444395,107.589521,22.313545,42.63435,66.052074,0.015216,192.948026,7.883836,44.79546,20.092551,1.690212,377.558024,40.230877,0.36246,0.127785,40.418908,2.711171,258.091201,73.867192,1.144123,33.92557,0.00655,0.050404,5.575758,,0.087498,0.001412,0.981313,0.323135,0.000066,,,0.218403,0.009155,,1.252783,0.059697,0.16791,0.140395,0.000117,0.052497,0.012343,28.138293,0.319491,0.043299,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.009993,0.392505,9.737236,8.870577,0.623653,15.488443,27.188225,4.024255,0.010522,,222.332145,2.55036,,30.487886,0.024902,0.000056,0.014787,374.351822
06/2014,0.124129,7.341797,63.275829,4.917909,0.00704,0.431013,0.036753,0.792116,0.279408,0.030907,6.147807,0.041743,36.85799,28.011317,12.334315,132.263767,33.196802,31.655168,75.479421,0.027639,206.437129,7.015607,46.614516,17.571682,1.260067,380.48526,25.995449,0.442808,0.048556,39.862075,2.588943,369.474392,157.826646,1.012641,52.70892,0.010915,0.214956,3.646962,,0.087498,0.002565,1.767898,0.323135,0.00012,,,0.191667,1.763995,,1.380386,0.014206,0.072461,0.255031,0.021625,0.018138,0.022422,20.433382,0.172185,0.176577,,,,,,,,,,,,,0,,,,,,,,,0.003501,0.117665,0.018152,0.712994,1.033485,13.385975,0.623653,8.250406,24.12554,6.86225,0.006766,,204.679576,1.79988,,24.951509,0.045236,0.000102,0.026861,366.037162
