,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified
03/2010,,0.000458,0.021933,,839.188641,1717.413252,4414.043958,2836.608509,1.275251,17.808775,14.227931,,0.000912,0.001253,0.046387,61.918567,0.197117,0.251715,0.334469,1.539811,0.021233,,0.000032,3.470629,0.001307,4562.10748,48.364497,214.331435,60.114888,69.402546,1.444626,251.833963,45.812854,5.837016,234.458181,5.397326,0.275972,15.327568,21.920917,155.148154,0.009281,0.001049,0.014944,9.657496,367.538719,210.030285,2103.186182,,0.194689,0.036145,0.060935,0.763463,0.010409,0.003146,0.014138,0.003663,0.004656,,1144.5,1388.04,,,,,0.03709,,,,,,0.001489,61.306298,0.017331,2.531197,5.554522,0.892724,673.560211,0.514683,8.647865,0.01763,0.450921,484.470694,81.216182,,,0.203233,5.125394,0.180722,438.242443,3.86794,,1829.541781,,1.404905,148.063522,,0.002,,0.153775,0.00081
04/2010,,0.00046,,,,,,,1.280685,,,,0.000916,0.001253,0.046585,,,0.473415,0.334469,1.599899,0.016809,,0.000032,0.883684,0.001307,,,,,,,,,,,,,,,,0.009281,0.001054,0.014944,,,,,,,,,0.766716,,0.00316,0.014199,,0.004676,,,,,,,,0.037248,,,,,,0.001495,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,0.002,,,0.000814
05/2010,,0.000415,,,,,,,1.155059,,,,0.000826,0.001253,0.042015,,,0.74158,0.334469,1.483788,0.012502,,0.000032,1.161494,0.001307,,,,,,,,,,,,,,,,0.009281,0.00095,0.014944,,,,,,,,,0.691507,,0.00285,0.012806,,0.004217,,,,,,,,0.033594,,,,,,0.001348,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,,,,0.000734
06/2010,,0.000422,0.022795,,634.441416,1504.797213,4184.274365,2803.641894,1.175135,16.195689,15.376759,,0.000841,0.001253,0.042745,16.797966,0.188068,2.060687,0.334469,1.544596,0.011278,,0.000032,0.396038,0.001307,4316.842322,13.264818,208.99468,54.009807,84.541348,3.989486,236.490302,43.920707,5.206935,113.492133,3.312995,0.207877,22.708557,46.405758,106.909031,0.009281,0.000967,0.014944,7.517677,409.178479,318.115797,2049.90192,,0.343758,0.005516,,0.703525,0.010817,0.002899,0.013028,0.003663,0.004291,,1144.7,1327.2,,,,,0.034178,,,,,,0.001372,99.736189,0.00902,2.630588,5.772627,2.032219,557.007084,13.57642,5.741945,0.01763,0.231171,428.765803,91.915791,,,1.417644,2.505036,0.240393,425.255065,2.27476,,1697.06397,,1.501463,132.567957,,,,0.159814,0.000747
07/2010,,0.000519,,,,,,,1.443935,,,,0.001033,0.001253,0.052523,,,1.348208,0.334469,1.932915,0.013666,,0.000032,0.806803,0.001307,,,,,,,,,,,,,,,,0.009281,0.001188,0.014944,,,,,,,,,0.86445,,0.003563,0.016008,,0.005272,,,,,,,,0.041996,,,,,,0.001686,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,,,,0.000918
08/2010,,0.000569,,,,,,,1.582461,,,,0.001132,0.001253,0.057562,,,0.278739,0.334469,2.145482,0.016967,,0.000032,0.75732,0.001307,,,,,,,,,,,,,,,,0.009281,0.001302,0.014944,,,,,,,,,0.947382,,0.003904,0.017544,,0.005778,,,,,,,,0.046025,,,,,,0.001847,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,0.005083,,,0.001006
09/2010,,0.000656,0.030632,,648.983395,1508.401806,3984.583176,2623.124798,1.825921,77.404381,14.555518,7.513466,0.001306,0.001253,0.066417,16.344898,0.207769,0.650059,0.334469,2.49248,0.0247,,0.000032,6.548518,0.001307,4142.818886,15.337177,191.731133,84.912981,52.365493,4.101977,163.099102,55.969549,5.571077,39.814094,4.635939,0.225338,21.436706,28.776848,78.290683,0.009281,0.001502,0.014944,9.463923,421.421485,132.508033,1885.509303,0.026018,0.270486,0.054078,1.709318,1.093136,0.014537,0.004505,0.020243,0.003663,0.006667,,1419.28,1325.3,,,,,0.053106,,,,,,0.002132,72.80026,0.005336,3.534997,7.757285,2.326767,597.644475,26.598503,5.005208,0.01763,0.223966,484.000158,45.433088,,,0.022484,5.708956,0.368803,505.073641,6.6091,,1698.359897,,5.002321,158.23571,,,,0.214758,0.00116
10/2010,,0.00054,,,,,,,1.501843,,,,0.001074,0.001253,0.054629,,,1.467922,0.334469,2.050003,0.027275,,0.000032,1.805196,0.001307,,,,,,,,,,,,,,,,0.009281,0.001236,0.014944,,,,,,,,,0.899118,,0.003706,0.01665,,0.005483,,,,,,,,0.04368,,,,,,0.001753,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,,,,0.000954
11/2010,,0.000489,,,,,,,1.361458,,,,0.000974,0.001253,0.049523,,,0.4184,0.334469,1.848284,0.033059,,0.000032,0.907872,0.001307,,,,,,,,,,,,,,,,0.009281,0.00112,0.014944,,,,,,,,,0.815073,,0.003359,0.015094,,0.004971,,,,,,,,0.039597,,,,,,0.001589,,,,,,,,,0.01763,,,,,,,,,,,,,,,,,,,,0.000865
12/2010,,0.00071,0.030545,,728.613784,1622.889507,4988.296124,3502.484287,1.975186,24.942471,11.735828,0.070633,0.001413,0.001253,0.071847,19.967386,0.256899,0.813186,0.334469,2.653934,0.06273,,0.000032,3.739135,0.001307,5136.63389,61.595212,271.960337,111.595276,60.790056,2.590303,161.392669,55.394831,5.440906,145.706314,3.75533,0.219832,14.016839,41.779197,62.421304,0.009281,0.001625,0.014944,3.468843,481.19266,193.989103,2441.763473,0.159581,0.251476,0.153515,,1.182497,0.014495,0.004873,0.021898,0.003663,0.007212,,1436.33,1722.22,,,,,0.057447,,,,,,0.002306,88.112767,0.006134,3.524921,7.735175,1.952646,778.826372,9.147568,5.424899,0.01763,0.555228,653.40229,374.639944,,,0.057281,16.969531,0.535394,460.627559,2.38182,,2162.246609,,1.562345,148.337766,,,,0.214147,0.001255
01/2011,,,,,,,,,0.0961,,,,0.001152,0.006646,0.05255,,,0.435418,0.176161,1.877446,0.058767,,0.010727,1.582102,0.006612,,,,,,,,,,,,,,,,0.067179,0.000218,0.071667,,,,,,,,,2.726624,,0.006776,0.013878,,0.010702,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.007116,,,,,,,0.001498,,0.560175
02/2011,,,,,,,,,0.089724,,,,0.001075,0.006646,0.049064,,,0.602079,0.176161,1.720406,0.066085,,0.010727,18.728314,0.006612,,,,,,,,,,,,,,,,0.067179,0.000203,0.071667,,,,,,,,,2.54571,,0.006327,0.012958,,0.009992,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.006644,,,,,,,0.001399,,0.523007
03/2011,,,0.00406,0.000136,594.783873,1301.414799,4213.303034,3027.668909,0.09751,2.570907,7.487398,,0.001168,0.006646,0.053321,18.325544,0.33367,0.462269,0.176161,1.834186,0.08257,,0.010727,2.091957,0.006612,4337.539136,29.024822,286.500891,69.794828,38.076607,1.968119,135.422515,474.816293,4.422976,109.417966,2.901178,0.199365,13.151593,21.182713,38.074064,0.067179,0.000221,0.071667,3.436248,288.772835,196.529595,2143.505409,0.382644,2.100542,0.061047,0.050191,2.766615,0.062941,0.006876,0.014082,0.005823,0.010859,,1144.05,1559.94,,,,,,,,,,,,115.759288,0.010963,0.133145,8.322283,1.769946,639.477132,3.247789,7.331801,0.001335,0.705816,591.968653,45.54102,,0.024919,,0.005811,0.009737,383.21784,2.44754,0.00722,1888.251366,0.000689,2.444561,124.236102,,,0.00152,0.183457,0.568391
04/2011,,,,,,,,,0.086589,,,,0.001038,0.006646,0.047349,,,0.607845,0.176161,1.596722,0.081521,,0.010727,6.196281,0.006612,,,,,,,,,,,,,,,,0.067179,0.000196,0.071667,,,,,,,,,2.456758,,0.006106,0.012505,,0.009643,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.006412,,,,,,,0.00135,,0.504732
05/2011,,,,,,,,,0.208816,,,,0.002502,0.006646,0.114187,,,0.743808,0.176161,3.772478,0.213548,,0.010727,2.04965,0.006612,,,,,,,,,,,,,,,,0.067179,0.000473,0.071667,,,,,,,,,5.924669,,0.014725,0.030156,,0.023255,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.015462,,,,,,,0.003256,,1.217202
06/2011,,,0.00552,0.000186,577.286674,1444.560882,4383.080649,3096.84426,0.089857,13.011203,4.839566,0.661092,0.001077,0.006646,0.049137,15.184722,0.424149,0.346386,0.176161,1.586177,0.096293,0.005417,0.010727,1.571595,0.006612,4552.902371,39.79208,142.429846,77.045639,39.108686,5.373849,115.65014,509.678173,9.79541,41.945397,6.59007,0.409559,11.082789,94.780772,52.977167,0.067179,0.000204,0.071667,2.85689,475.021591,168.066343,1862.388535,0.036135,1.008388,0.100491,,2.549497,0.085583,0.006336,0.012977,0.005823,0.010007,,1507.39,1344.67,,,,,,,,,,,,58.397993,0.021074,0.181043,11.316186,2.096732,685.002413,0.125555,9.647697,0.001335,0.094546,496.984659,65.881575,,0.033885,0.008664,0.005528,0.011655,409.158977,5.98476,0.006654,1630.133252,0.000938,2.251781,169.821722,,0.222515,0.001401,0.249455,0.523785
07/2011,,,,,,,,,0.098925,,,,0.001185,0.006646,0.054095,,,0.73578,0.176161,1.704487,0.109516,,0.010727,2.420015,0.006612,,,,,,,,,,,,,,,,0.067179,0.000224,0.071667,,,,,,,,,2.806766,,0.006976,0.014286,,0.011017,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.007325,,,,,,0.028322,0.001543,,0.57664
08/2011,,,,,,,,,0.082977,,,,0.000994,0.006646,0.045374,,,2.722736,0.176161,1.393663,0.093575,,0.010727,7.164331,0.006612,,,,,,,,,,,,,,,,0.067179,0.000188,0.071667,,,,,,,,,2.35428,,0.005851,0.011983,,0.009241,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.006144,,,,,,0.025668,0.001294,,0.483679
09/2011,,,0.003921,0.000132,748.669223,1795.793501,5369.578128,3686.703114,0.091776,39.147098,4.36798,,0.0011,0.006646,0.050186,24.854207,0.527976,1.326196,0.176161,1.500711,0.104273,,0.010727,5.939251,0.006612,5490.663872,33.669432,227.399738,54.625413,73.086053,2.645391,203.515838,637.728202,17.441858,71.707762,7.443363,0.951857,6.52863,90.72925,136.160487,0.067179,0.000208,0.071667,1.831527,498.84605,155.65972,2213.884958,2.629777,2.465763,0.015366,1.18616,2.603926,0.060796,0.006472,0.013254,0.005823,0.010221,,1789.17,1790.58,,,,,,,,,,,,75.9517,0.016163,0.128607,8.03865,0.881487,939.205317,0.793287,10.288284,0.001335,0.446114,412.857447,36.422447,,0.024071,1.814334,1.426464,1.246139,493.195327,3.53086,0.006796,2006.935085,0.000666,3.739544,121.085744,,0.051337,0.001431,0.177204,0.534967
10/2011,,,,,,,,,0.109716,,,,0.001315,0.006646,0.059996,,,1.651219,0.176161,1.743864,0.124095,,0.010727,8.789911,0.006612,,,,,,,,,,,,,,,,0.067179,0.000249,0.071667,,,,,,,,,3.112925,,0.007737,0.015845,,0.012219,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.008124,,,,,,0.025668,0.001711,,0.639539
11/2011,,,,,,,,,0.114192,,,,0.001368,0.006646,0.062443,,,1.686447,0.176161,1.760439,0.126704,,0.010727,8.764495,0.006612,,,,,,,,,,,,,,,,0.067179,0.000259,0.071667,,,,,,,,,3.239932,,0.008052,0.016491,,0.012717,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,0.008456,,,,,,0.027829,0.001781,,0.665633
12/2011,,,0.005089,0.000171,992.292207,2112.113869,6270.602418,4304.120151,0.131279,299.777596,6.056346,16.450075,0.001573,0.006646,0.071787,41.255424,0.648739,2.03091,0.176161,1.95804,0.14059,,0.010727,4.689883,0.006612,6426.833717,67.213692,198.856339,96.491699,84.904843,4.101658,178.826738,727.502999,9.209817,117.919046,15.825992,0.288541,11.066192,22.760623,169.083421,0.067179,0.000298,0.071667,11.730579,485.023541,269.235481,2543.627973,0.219116,0.917874,0.239311,,3.724743,0.078903,0.009257,0.018959,0.005823,0.01462,,1921.16,1849.52,,,,,,,,,,,,75.554389,0.019181,0.16691,10.432787,6.359064,1191.810106,0.489063,7.345553,0.001335,0.134306,314.811503,21.125896,,0.031239,,0.009213,0.010708,551.556819,4.97988,0.009721,2185.382664,0.000864,5.669062,156.231299,,0.025668,0.002047,0.229982,0.765235
01/2012,,0.000398,,,,,,,0.225085,,,,0.007348,0.024709,0.047968,,,0.84355,0.63541,1.714593,0.120673,,0.000193,11.463331,0.051598,,,,,,,,,,,,,,,,0.610273,0.006782,0.046902,,,,,,,,,0.047957,,0.061247,0.011849,,0.00668,,,,,,,,0.001355,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.003513,,,,,0.00175,0.316966,,,0.612087
02/2012,,0.00032,,,,,,,0.180768,,,,0.005901,0.024709,0.038524,,,1.467122,0.63541,1.329403,0.09158,,0.000193,2.822483,0.051598,,,,,,,,,,,,,,,,0.610273,0.005447,0.046902,,,,,,,,,0.038515,,0.049188,0.009516,,0.005365,,,,,,,,0.001088,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.002821,,,,,0.001406,0.316966,,,0.491573
03/2012,,0.000358,0.017815,,920.318841,2001.12052,6422.813437,4562.680204,0.202096,724.439836,9.385626,0.128851,0.006598,0.024709,0.043069,49.431924,0.774835,0.771831,0.63541,1.435868,0.096654,,0.000193,6.36132,0.051598,6564.584367,110.718659,324.643588,111.597859,91.232488,9.226253,201.746465,91.856784,8.844127,191.425266,12.234714,0.181894,9.976274,23.918174,120.77447,0.610273,0.006089,0.046902,5.731931,662.117553,261.597875,2537.573787,0.36807,6.858558,0.513316,0.386694,0.043059,0.000041,0.054992,0.010638,0.012936,0.005998,,2032.32,1710.11,,,,,0.001217,,,,,,,82.207086,0.013392,0.046163,0.73748,3.669392,1097.039003,1.301835,9.975238,0.028351,1.686875,202.004665,71.333853,,,0.05106,0.011227,0.508533,522.105596,301.32408,0.003154,2140.353174,0.000046,3.087252,141.77093,0.001572,0.498394,,0.008462,0.549571
04/2012,,0.001076,,,,,,,0.608086,,,,0.019852,0.024709,0.129591,,,1.85304,0.63541,4.177658,0.274287,,0.000193,2.630383,0.051598,,,,,,,,,,,,,,,,0.610273,0.018322,0.046902,,,,,,,,,0.129561,,0.165465,0.03201,,0.018047,,,,,,,,0.00366,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.00949,,,,,0.004729,,,,1.653605
05/2012,,0.001184,,,,,,,0.668958,,,,0.021839,0.024709,0.142564,,,1.221462,0.63541,4.467161,0.285942,,0.000193,2.117067,0.051598,,,,,,,,,,,,,,,,0.610273,0.020156,0.046902,,,,,,,,,0.14253,,0.182029,0.035214,,0.019853,,,,,,,,0.004027,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.01044,,,,,0.005202,0.158483,,,1.819139
06/2012,,0.001152,0.056505,,1297.130729,2931.127185,6494.986056,4007.977385,0.651192,195.80958,11.722094,0.759178,0.021259,0.024709,0.138777,47.387385,0.835528,2.120519,0.63541,4.253121,0.265477,,0.000193,10.865851,0.051598,6941.590059,87.065259,276.133002,88.309289,106.286548,13.91483,266.008232,93.636979,15.439102,189.594479,12.625734,0.227966,27.173123,50.869734,228.802561,0.610273,0.01962,0.046902,7.12517,614.066665,325.869083,2711.564963,0.949443,1.476864,0.117548,0.386694,0.138745,0.00013,0.177194,0.034279,0.012936,0.019326,,1937.02,1763.85,,,,,0.00392,,,,,,,103.094253,0.036576,0.146417,2.339072,7.661367,1264.080323,1.472831,12.672945,0.028351,6.089094,134.29794,46.373336,,,0.054913,0.005713,1.092442,859.84324,4.26014,0.010163,2283.180646,0.000146,2.02377,446.604003,0.005064,0.158483,,0.026842,1.770826
07/2012,,0.000377,,,,,,,0.213,,,,0.006954,0.024709,0.045393,,,6.476503,0.63541,1.369345,0.083407,,0.000193,2.87287,0.051598,,,,,,,,,,,,,,,,0.610273,0.006418,0.046902,,,,,,,,,0.045382,,0.057959,0.011212,,0.006321,,,,,,,,0.001282,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.003324,,,,,0.001656,0.172891,,,0.579223
08/2012,,0.000417,,,,,,,0.235811,,,,0.007698,0.024709,0.050254,,,6.813934,0.63541,1.494852,0.088757,0.119476,0.000193,1.176382,0.051598,,,,,,,,,,,,,,,,0.610273,0.007105,0.046902,,,,,,,,,0.050243,,0.064166,0.012413,,0.006998,,,,,,,,0.00142,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.00368,,,,,0.001834,,,,0.641255
09/2012,,0.000644,0.023817,,1536.270036,3013.35671,7826.685558,5005.741203,0.363953,964.115894,12.569109,0.236699,0.011882,0.024709,0.077563,45.993218,0.817139,4.199669,0.63541,2.279649,0.131819,,0.000193,10.272311,0.051598,8020.145563,81.494279,227.116736,86.583329,79.555497,9.507993,154.507209,257.448948,9.892089,178.169211,19.904677,0.603236,12.959506,24.67137,295.526337,0.610273,0.010966,0.046902,17.657513,591.029963,236.447966,2710.563935,1.021325,1.219678,0.081916,0.386694,0.077545,0.000055,0.099034,0.019159,0.012936,0.010801,,2482.13,1947.54,,,,,0.002191,,,,,,,158.201849,0.023288,0.061716,0.985934,6.763164,1467.594249,3.49109,12.322578,0.028351,3.430566,145.211025,113.719684,,,0.862623,0.03506,1.216563,1125.855071,5.61058,0.00568,2365.924806,0.000062,2.744147,193.460005,0.00283,0.172891,,0.011314,0.98972
10/2012,,0.000955,,,,,,,0.539934,,,,0.017627,0.024709,0.115067,,,6.835817,0.63541,3.353385,0.188818,,0.000193,3.783653,0.051598,,,,,,,,,,,,,,,,0.610273,0.016268,0.046902,,,,,,,,,0.11504,,0.14692,0.028422,,0.016024,,,,,,,,0.00325,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.008427,,,,,0.004199,0.416885,,,1.468275
11/2012,,0.000976,,,,,,,0.551807,,,,0.018014,0.024709,0.117597,,,2.483161,0.63541,3.417281,0.187607,,0.000193,13.172689,0.051598,,,,,,,,,,,,,,,,0.610273,0.016626,0.046902,,,,,,,,,0.11757,,0.150151,0.029047,,0.016376,,,,,,,,0.003322,,,,,,,,,,,,,,,0.028351,,,,,,,,,,,0.008612,,,,,0.004291,0.097977,,,1.500563
12/2012,,0.000366,0.038055,,1399.155409,3095.308759,7194.622576,4417.177901,0.206894,328.116317,11.95594,8.189829,0.006754,0.024709,0.044092,46.522502,0.719033,3.535254,0.63541,1.284978,0.068909,,0.000193,5.848634,0.051598,7514.160596,44.429683,263.035895,129.630452,98.880101,5.138032,441.194641,100.189897,39.043808,161.96942,13.977887,5.131643,12.77924,27.934218,146.494162,0.610273,0.006234,0.046902,8.987194,548.993053,234.20399,3108.392527,0.623199,1.314136,0.547719,0.386694,0.044081,0.000087,0.056297,0.010891,0.012936,0.00614,,2108.23,2363.07,,,,,0.001245,,,,,,,150.027413,0.05576,0.09861,1.575326,6.471684,1549.523714,3.768829,15.058693,0.028351,2.80405,128.205305,76.713815,,,0.022646,1.574536,0.949002,949.244586,6.3017,0.003229,2809.696577,0.000099,4.555199,319.53802,0.001609,0.295787,,0.018077,0.562619
01/2013,,0.000295,,,,,,,0.128529,,,,0.000096,0.049939,0.016308,,,3.237935,,1.403161,0.07348,,,3.507195,0.07217,,,,,,,,,,,,,,,,0.04352,0.001642,,,,,,,,,,0.269576,,0.032449,0.000482,,0.004937,0.000177,,,,,,,,,,,,,,,,,,,,,,0.013597,,,,,,,,,,,0.003105,,,,,,,,,0.110808
02/2013,,0.000235,,,,,,,0.102632,,,,0.000076,0.049939,0.013023,,,2.173905,,1.124921,0.057784,,,9.66076,0.07217,,,,,,,,,,,,,,,,0.04352,0.001311,,,,,,,,,,0.215259,,0.025911,0.000384,,0.003942,0.000141,,,,,,,,,,,,,,,,,,,,,,0.013597,,,,,,,,,,,0.00248,,,,,,0.021887,,,0.088482
03/2013,,0.000263,,,1081.170688,2135.275312,5357.612523,3440.716248,0.11473,228.488416,10.265648,3.18463,0.000085,0.049939,0.014558,34.183515,0.569476,4.220072,,1.261718,0.06378,,,4.102608,0.07217,5577.090213,29.270882,175.885073,48.696854,85.076417,6.765459,281.196132,323.561006,9.519531,119.089108,12.037219,7.170306,1.556903,17.715708,84.151579,0.04352,0.001466,,8.373676,422.279786,200.979001,2172.234539,1.213197,1.3958,0.034282,,0.240633,0.005482,0.028966,0.00043,0.920835,0.004407,0.000158,1775.1,1764.54,,,,,,,,,,,,95.664108,0.041642,0.027294,1.071359,3.251935,1047.847741,0.23492,11.207304,0.013597,0.105717,153.885862,157.233347,0.000226,,,0.970209,0.96864,696.264059,3.97394,0.002772,1924.188701,0.000091,4.555468,219.47769,,0.021887,,,0.098912
04/2013,,0.000349,,,,,,,0.152235,,,,0.000113,0.049939,0.019316,,,1.285106,,1.678641,0.083835,,,3.981902,0.07217,,,,,,,,,,,,,,,,0.04352,0.001945,0.002721,,,,,,,,,0.319297,,0.038434,0.00057,,0.005847,0.000209,,,,,,,,,,,,,,,,,,,,,,0.013597,,,,,,,,,,,0.003678,,,,,,0.04426,,,0.131246
05/2013,,0.000511,,,,,,,0.222989,,,,0.000166,0.049939,0.028294,,,2.952045,0.538168,2.463612,0.122272,,,0.969896,0.07217,,,,,,,,,,,,,,,,0.04352,0.002849,,,,,,,,,,0.467696,,0.056298,0.000835,,0.008565,0.000306,,,,,,,,,,,,,,,,,,,,,,0.013597,,,,,,,,,,,0.005388,,,,,,0.021887,,,0.192245
