,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Advanced Economies: New Zealand,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Advanced Economies,AF: Trade Balance,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of","AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Other Countries Not Elsewhere Classified
09/1986,-14.99670718,-21.01,-4.13518001,,-0.385,,,,,-1.705,-14.99670718,,,,,-13.96097398,,-0.737,,,-1.43,,,-0.11,,,,,-4.96007863,,,-29.82069292,-14.52595462,-0.66,-5.59477204,-17.281,,-0.11,,-0.7016388,,,,-100.92686044,,,,3.0894588,,-1.54,,-84.27963748,-98.12601839,,,-0.34772808,,-2.31,,,,,-9.12330138,,,,,,,,,,,,2.80084205,-1.87,0.04899489,,-0.253,,,-0.033,-0.022,,-0.099,0.80569852,-0.572,2.82022796,-1.21,,,,-0.44,,0.19743033,-3.52,-0.022,-1.1,,0.67957371
12/1986,-15.21323282,-15.95,-74.97724897,,-0.1826,,,-0.033,,-3.157,-15.21323282,,,,,-13.96097398,,-0.825,,,-0.22,,,-0.077,,-0.0154,,,-5.02621505,,,-33.5476507,-81.20332408,-2.2,-6.7038164,-14.157,,,,-1.94850762,,,,-163.56045558,,,,4.10985865,,-1.87,,-80.08277735,-160.34066874,17055.10909677,,-0.46691322,,-72.27,,,,,-7.47242163,,,,,,,,,,,,3.21978684,-1.276,0.03965438,,-0.22,,,-0.121,-0.011,-0.671,-0.099,1.71494697,-0.506,1.2095836,-1.87,,,,-0.22,,0.30116441,-3.19,-0.121,-0.99,,0.94543269
03/1987,-12.50682873,-17.49,18.09561864,,-0.18300141,,,-0.11,-0.0825,,-12.50682873,,,,,-11.17213664,,-0.528,,,-0.33,,,-0.143,,-0.0088,,,25.9181751,,,-37.78372269,50.68218824,-1.54,7.55216801,-19.206,,,,-0.99,,,,-11.2194654,,,,22.30462005,,-1.43,,-55.06054177,0.97946085,,,-1.034,,-0.66,,,,,-6.46394419,,,,,,,,,,,,12.19892625,-1.826,0.30980791,,-0.44,,,-1.408,,-0.088,-0.132,18.28169918,-0.154,19.19896801,-1.21,,,,-0.33,,4.57025792,-3.08,-0.264,-6.05,,5.35781438
06/1987,-10.17065466,-17.27,3.02026127,,-0.05506149,,,-0.11,-0.0825,-0.022,-10.17065466,,,,,-7.78664069,,-0.715,,0.01567135,-0.55,,,-0.04681818,,-0.1045,,,11.46302415,,,-38.56875919,7.89497837,-0.33454545,3.66058403,-19.118,,0.18181818,,-1.32,,,,-70.11091468,0.01818182,,,8.94932276,,-2.75,,-73.67222306,-64.13834815,,,-1.474,,-2.09,,,,,-6.03722276,,,,,,,,,,,,5.97256652,-2.189,-0.12818532,,-0.143,,,-2.48981818,-0.011,-0.044,-0.02627273,7.87812544,-0.10090909,9.41708403,-0.66454545,,,,0.07181818,0.02727273,1.17695851,-3.59636364,-0.05163636,-0.67909091,,1.63889653
09/1987,-2.94234436,-23.54,-5.89162799,,-0.12609308,,,-0.077,-0.0825,-0.088,-2.94234436,,,,,-1.01564879,,-0.946,,0.04701404,1.08636364,,,0.51054545,,,,,-3.44834598,,,-36.35727273,-11.68494084,-16.71909091,-3.74663636,-22.12672727,,0.05272727,,-1.21,,,,-123.63062833,0.01818182,,,-1.45353491,,-2.64,,-110.10590909,-123.42550902,,,-0.55,,-0.99,,,,,-5.61,,,,,,,,,,,,0.20511931,-1.716,-0.39520961,,-0.231,,,-0.10854545,,0.01818182,0.43636364,0.21272727,-0.25681818,-3.61727273,0.18727273,,,,0.90909091,0.09090909,-0.14272727,-2.94090909,-0.03345455,0.46454545,,-1.63465909
12/1987,-1.87368781,-21.67,-79.13065162,,-0.57084402,,,-0.044,-0.0825,-0.176,-1.87368781,,,,,-1.01564879,,-0.28981818,,0.04701404,7.41181818,,,0.26427273,,,,,17.50576512,,,-41.86181818,-81.27666819,1.80909091,13.86254545,-18.33409091,,0.05272727,,-0.23909091,,,,-158.65359404,,,,-0.90271669,,-2.53,,-75.54645455,-158.45778183,18146.4752466,,0.02672727,,-72.49,,,,,-8.58,,,,,,,,,,,,0.19581221,-4.411,-0.55946215,,-0.297,,,-0.04918182,,-0.055,0.03118182,3.96818182,-0.42181818,4.78818182,1.61272727,,,,1.61727273,0.01818182,-2.49636364,-3.18,0.08181818,1.97636364,,-1.63465909
03/1988,3.15166315,-17.17909091,-10.1457178,,-0.61271415,,,0.00909091,-0.0825,-0.352,3.15166315,,,,,4.43316315,,-0.55,,,7.45,,,0.37609091,,,,,6.82422727,,,-31.30181818,-18.8876844,1.63181818,10.06881818,-25.70172727,,0.36363636,,-0.66,,,,-97.78557787,0.01818182,,,-4.52618496,,-2.31,,-77.23167169,-97.2787879,,,-0.649,,-2.64,,,,,-9.17021714,,,,,,,,,,,,0.50678997,-1.0999096,,,-0.264,,,-0.74554545,,,0.11009091,-3.90181818,-0.35963636,4.96363636,0.64636364,,,,0.54545455,0.05454545,0.56545455,-3.10818182,0.012,-0.19090909,,-1.15943182
06/1988,1.41175406,-15.51,-23.73810554,,-0.38408643,,,-0.165,-0.0825,-0.065,1.41175406,,,,,4.43316315,,-1.32190909,,,3.57454545,,,-0.054,,,,,-3.4671983,-0.33,,-33.46363636,-33.66854442,0.75636364,0.14475624,-23.31081818,,0.27272727,,-0.33,,,,-119.58269733,-0.077,,,-2.86647512,,-2.2,0.01363636,-84.25242557,-119.08040182,,,-1.617,,-16.94,,,,,-6.39909091,,,,,,,,,,,,0.50229551,-2.69054399,,,-0.297,,,-0.21081818,,,0.07272727,-3.74818182,-0.59251648,-0.58636364,0.84727273,,,,,0.05454545,-0.19090909,-2.81181818,-0.00090909,-0.35818182,,-1.15943182
09/1988,4.20766315,-15.51,-10.13579276,,-0.34401774,,,-0.165,-0.0825,-0.847,4.20766315,,,,,4.43316315,,-0.143,,,0.82818182,,,0.03545455,,,,,-2.79270513,-0.11,,-33.14818182,-6.47244833,1.24909091,-3.17929604,-16.97772727,,0.63636364,,-0.55,,,,-85.87544566,0.00909091,,,-2.47241734,,-3.63,0.00181818,-77.74375058,-85.37563073,,,,,-3.41,,,,,-5.72,,,,,,,,,,,,0.49981493,-2.19029349,,,-0.154,,-0.00306418,-0.88763636,-0.14133746,,0.02836364,-0.20272727,-0.33368585,-0.38,0.30636364,,,,0.34454545,0.08181818,-0.39181818,-1.98454545,-1.04445455,-0.80272727,,-1.15943182
12/1988,4.05911769,-6.93,-10.65839296,,-1.2055775,,,,-0.0825,-0.055,4.05911769,,,,,4.43316315,,-0.40745455,,,3.94272727,,,0.37945455,,,,,13.62391066,-0.11,,-23.74545455,-4.55515501,0.97636364,10.61695611,-16.71272727,,0.34454545,,-0.55,,,,-48.17322947,0.04545455,,,-2.85807149,,-2.53,,-41.9681348,-47.68272163,19679.85986021,,0.11590909,,-4.4,,,,,-4.62,,,,,,,,,,,,0.49050783,-1.34319768,,,-0.253,,0.00645371,-0.27636364,-0.12312774,-0.077,0.21818182,2.36545455,-0.14691615,4.82,0.61272727,,,,0.54545455,0.04545455,-1.81727273,-1.34818182,-0.636,2.80909091,,-1.15943182
03/1989,1.29029267,-2.42,-9.25105946,,-0.68937828,,,,-0.22,-0.979,1.29029267,,,,,2.28674232,,-0.07781818,,,6.19636364,,,0.33972727,,0.03435399,,,11.22615515,,,-17.71,-7.06977679,0.85181818,10.80915515,-26.45690909,,0.18181818,,-0.07261454,,,,-44.70553679,0.01818182,,,-4.50597273,,-1.2731739,,-37.46403693,-44.09347508,,,-0.69863147,,-2.36484485,,,,0.00143079,-2.2,,,,,,,,,,,,0.6120617,-0.51967985,,,-0.121,,,0.13636364,-0.03105967,0.00909091,0.29090909,0.11545455,-0.22732099,0.77272727,1.45454545,,,,0.43545455,0.03636364,0.10716364,0.28272727,-0.395,1.98636364,,0.44033864
06/1989,1.02158783,-4.4,-11.38663658,,-0.59397357,,,-0.011,-0.22,-2.83990909,1.02158783,,,,,2.28674232,,0.11109091,,,5.39272727,,,-0.08263636,,-0.03937227,,,4.46266935,-0.01909091,,-27.42818182,-9.39629452,-0.30090909,5.91762819,-19.60581818,,0.23940486,,-0.0648054,,,,-61.58998491,0.03636364,,,-4.59822627,,-1.2931457,,-52.02673086,-60.98268674,,,-0.63906351,,-2.17821806,,,,,-3.09909091,,,,,,,,,,,,0.60729817,-1.02350419,-0.51718189,,-0.077,,,-1.35727273,-0.03585387,0.04545455,0.23636364,-0.87454545,-0.38987294,0.69090909,0.61272727,,,,0.27272727,0.02569997,0.21486364,-1.51090909,0.06363636,0.57909091,,0.44033864
09/1989,10.21421283,-4.89620632,-11.72641464,,-0.85894996,,,0.00291405,-0.14666667,-0.19619235,10.21421283,,,,,11.35050105,,-0.08960167,,,7.90883263,,,0.25605431,,,,,17.63824234,-0.11237,,-44.71891001,0.62227294,2.57583315,16.97427719,-12.83043464,,0.59655153,,-0.3124,,,,-55.49803505,0.02331238,,,-8.05599433,,-1.40793826,0.00495388,-56.27785303,-53.93967434,,,-0.39620733,,-1.71676397,,,,0.00001325,-12.54991408,,,,,,,,,,,,1.55836071,-0.59111003,-0.50381255,,,,0.00206871,0.24081288,-0.2785829,-0.00975332,0.30445602,0.46183852,0.0505368,4.87755028,2.3066202,,,,0.76811537,0.15032428,-1.04603783,-1.54069501,0.09571115,2.49148596,,1.71590575
12/1989,-0.33612757,-9.2620198,-25.69078564,,-0.44561635,,,,-0.22,-2.78559333,-0.33612757,,,,,2.28674232,,-0.95111818,,,3.90439886,,,0.19515661,,0.020124,,,7.49224242,0.07876194,,-29.93747083,-24.49325335,0.40741118,8.59079227,-31.23997928,0.00378699,0.42733889,,-0.4961,,,,-92.65040694,0.00637446,,,-15.93783978,,-2.20579608,,-67.998941,-92.05185571,21337.38627608,,-0.91616144,,-4.90473622,,,,,-3.69809404,,,,,,,,,,,,0.59855124,-1.12089997,-0.53559027,,,,,0.12992221,-0.49948237,-0.00516022,0.30153639,-0.96545508,-0.76727315,1.58350813,1.47043269,,,,0.37724583,0.21869838,-0.74458182,-2.20355386,-0.66565945,5.07088844,,0.44033864
03/1990,0.20502336,-10.50066409,-26.18832351,,-0.11737,,,,,-0.55523809,0.20502336,,,,,0.41786905,,-0.71703636,,,3.88615873,,,0.2581849,,0.05838154,,,0.72774424,0.01422554,,-28.1360164,-24.97285739,0.19008798,3.79970401,-24.03524813,0.00043149,0.30959905,,-0.33220855,,,,-91.50787771,0.04706835,,,-19.50811686,,-1.30219652,,-66.37699621,-91.20073542,,,0.81481818,,-4.63168544,,,,,-4.06960399,,,,,,,,,,,,0.3071423,-0.94825988,-0.3106275,,-0.09544469,,,0.11964573,-0.69313554,-0.00816614,,-3.32911622,-0.59823586,0.16075207,0.53618237,,,,0.40161275,0.0655154,0.19181818,-2.27705414,-0.22546044,2.5582372,,0.14911818
06/1990,-0.11256867,-10.03705025,-20.68718689,,-0.21807023,,,,,-1.51334402,-0.11256867,,,,,0.58384683,,0.00761818,,,7.54280446,,,-0.0882447,,0.00191991,,,9.05057235,0.44292145,,-34.99000061,-21.12441834,0.56583907,7.56054745,-17.81280642,,0.11355653,,-0.24591198,,,,-80.46989626,0.03435684,,,-11.84999022,,-1.48072232,,-57.88877318,-80.16927334,,,-0.3201,,-5.40413645,,,,,-3.83304684,,,,,,,,,,,,0.30062292,-1.23940938,-0.38393368,,-0.21632462,,,0.09799855,-0.32165388,,0.01381597,1.84864675,-0.28937849,0.36181973,0.54255486,,,,0.23185194,-0.17258685,-0.13818182,-3.90414233,-0.14794709,3.52890238,,-1.15608182
09/1990,0.29519332,-9.49183708,-16.77601734,,-0.67520848,,,,,-0.6755957,0.29519332,,,,,0.78158021,,-0.0613,,,3.76633911,,,0.05987239,,0.00819237,,,-1.18432474,-0.04524242,,-29.38726358,-15.73078485,1.06258033,-1.07334913,-14.97209689,0.00005994,0.31069928,,-0.2976006,,,,-78.03066631,0.01661535,,,-9.95419911,,-2.13850155,,-61.73372994,-77.46451478,,,-0.0253,,-4.43104089,,,,0.00004407,-5.50113689,,,,,,,,,,,,0.56615153,-0.57889269,-0.39978689,,-0.16352395,,,0.0592711,-0.27793876,,0.31154648,-0.08176039,-0.22755806,-1.00952862,0.24906099,,,,0.44723305,-0.36067135,-0.19090909,-3.73758741,0.0918319,-0.69500012,,
12/1990,-0.17061689,-10.29319402,-26.57491596,,-0.98313024,,,,,-1.14948256,-0.17061689,,,,,0.82903216,,-0.24266364,,,1.5762254,,,-0.71282835,,0.10310107,,,1.01180762,0.03617473,,-38.61657532,-23.27787637,1.16669491,0.33685021,-22.9997283,0.00090238,0.5191974,,-1.39410546,,,,-100.87552256,0.01734534,,,-10.55952282,,-2.90816729,,-77.08465143,-100.3625278,23125.11146297,,-0.22715455,,-10.85042015,,,,,-4.95074208,,,,,,,,,,,,0.51299477,-1.36375592,-0.52983087,,-0.27449881,,,0.18327319,-0.33051473,-0.01825886,0.64241768,1.39841923,-0.51696187,1.75289091,1.21852832,,,,0.6668125,-0.01318927,-0.24818182,-3.45292873,-0.01763245,-1.28773142,,
03/1991,-2.03558585,-13.23668182,-14.53083391,,-0.44417298,,,-0.0283503,,-1.0900307,-2.03558585,,,,,-1.07459494,,-0.35117273,,0.00068182,4.79224108,,,0.33642099,,0.13632886,,,3.87301226,0.04479203,,-30.89526545,-16.90804268,0.40982719,2.44250369,-21.17208163,0.00310884,0.33430887,,-0.77109175,,,,-55.23359264,0.05410634,,,-4.95736888,,28.05597562,,-37.89616601,-54.8042087,,,-0.6105,,-6.37337273,,,,,-4.10106457,,,,,,,,,,,,0.42938394,-0.71584584,,,-0.15060073,,,-0.0777076,-0.57172784,,0.50478578,0.75977871,-0.56419284,2.22333285,0.83512085,,,,0.37990949,-0.36835112,-0.48272727,-3.6681251,-0.85298077,-0.77529751,,
06/1991,-1.7522003,-11.09277273,-15.22897826,,-0.41928678,,,,-0.06568362,-3.32432366,-1.7522003,,,,,-1.72965304,,0.02336364,,0.00068182,4.71490655,,,-0.02420771,,0.01005545,,,0.01357071,-1.3276155,,-30.11332158,-16.50998739,0.38613949,1.49053335,-14.14530932,0.00541256,-0.39871743,,-0.58957496,,,,-27.27557399,0.0080326,,,-1.76002592,,51.20589273,,-10.34040532,-26.85039271,,,0.01909091,,-7.42475455,,,,,-5.25212693,,,,,,,,,,,,0.42518127,-1.56655864,,,-0.14445376,,,-0.12618695,-0.4316456,,0.22903056,-0.98835387,-0.07570189,2.23652258,0.90147182,,,,0.17079884,0.06124489,-0.02363636,-4.65350186,-0.39349947,-1.22331618,,
09/1991,-1.7430413,-12.0152,-11.97785226,,-0.45895113,,,,-0.01942111,-2.51141279,-1.7430413,,,,,-1.78006201,-0.00042169,-0.02364,,0.00068182,6.66351448,,,0.01287076,,0.03085672,,,-3.38522881,-0.00933384,,-30.71663838,-14.3360742,-0.20752051,-0.79114275,-11.42649035,0.0048213,0.37848078,,-0.81143354,,,,-78.0845045,0.01768885,,,-1.95831039,,-2.01537698,,-63.21396975,-77.55004395,,,0.0794,,-4.71541818,,,,,-3.82526641,,,,,,,,,,,,0.53446054,-1.35737949,,,-0.16494675,,,0.07403757,-0.06950031,,0.31873663,-2.9660165,-0.15354865,-1.09701563,-0.11273386,,,,0.39863977,-0.00636759,0.28272727,-6.25207376,0.07229492,-0.59513436,,
12/1991,-2.5190589,-14.11212727,-14.39508061,,-0.42046656,,,,-0.02489527,-1.59075118,-2.5190589,,,,,-2.11571545,,-0.26693,,0.00068182,0.56275154,,,0.34592529,,0.11005405,,,-6.08072149,0.02994667,,-33.17650092,-18.16674543,0.48022135,-5.12593653,-14.5230616,0.00580983,0.4208155,,-0.55022645,,,,-95.28165166,0.0222478,,,-1.26634026,,-4.89381252,,-76.70519047,-94.8719359,24035.27060597,,-0.1122,,-8.22317273,,,,0.00003481,-5.99549712,,,,,,,,,,,,0.40971576,-2.30406797,,,-0.04009028,,,0.25793691,0.04816593,,0.49465618,-1.69663049,-0.14242495,1.14644768,0.63443797,,,,0.33893176,0.04582791,1.21545455,-8.61543973,0.03826619,0.25240701,,
03/1992,-0.86356967,-7.30553417,-17.65512174,,-0.48383323,,,,-0.21695935,-3.4848809,-0.86356967,,,,,-0.15096512,,-0.38629,,,1.64701357,,,0.44999534,,0.02135201,,,-5.2792201,0.04250683,,-27.25132778,-21.19010294,0.70815705,-2.53101558,-23.71341575,0.00619435,0.21496408,,-1.4591368,,,,-92.25129975,0.03303183,,,-2.41955248,,-1.83456765,,-70.09979708,-91.28990002,,,,,-7.30795455,,,,,-6.18131301,,,,,,,,,,,,0.96139973,-2.42038234,-0.1093552,,-0.07938144,,,0.12405671,0.01315799,,0.35078208,-3.0868494,-0.5040652,0.18698652,1.15522812,,,,0.23670893,-0.05575833,0.28727273,-5.34380716,-0.0440261,-0.25654069,,
06/1992,-0.48727559,-8.50525231,-16.94198649,,-0.40642031,,,,-0.27199768,-2.93293015,-0.48727559,,,,,-0.13696598,,0.0257,,,0.61602237,,,0.53483942,,0.00198405,,,-6.05588974,0.0012399,,-18.089501,-18.54950013,0.56968097,-6.58735232,-9.55164328,0.00645608,0.09228697,,-0.1938299,,,,-65.48924255,0.00639329,,,-7.67602619,,-0.57045785,,-45.99882254,-64.54832267,,,,,-4.26847273,,,,,-3.82290699,,,,,,,,,,,,0.94091988,-1.41635848,-0.10401193,,-0.04794872,,,0.04358602,0.04818182,,-0.05765104,0.2803458,0.0150451,-0.25238124,-0.65390292,,,,0.18684434,-0.00826295,-0.39181818,-2.37297499,-3.17650338,-0.94847249,,
09/1992,-0.51341662,-8.24860047,-16.95238834,,-0.47770627,,,,-0.27373519,-2.28627578,-0.51341662,,,,,-0.12388007,,-0.026004,,,4.80934588,,,0.29789418,,0.01388119,,,1.94718175,0.06794573,,-20.61881448,-16.595429,0.76757729,1.59360771,-8.6613512,0.00653424,0.14167016,,-0.1014871,,,,-57.62380087,0.06182039,,,-8.0750065,,-0.65867945,,-39.96654824,-56.56197724,,,,,-4.28177273,,,,,-5.23872545,,,,,,,,,,,,1.06182363,-1.58911432,-0.08979736,,-0.14102564,,,0.12517431,-0.06638182,,0.16761741,0.27754225,-0.50468853,1.80942324,-0.46467645,,,,0.13619087,0.00184534,0.12454545,-1.88445969,-1.93890801,-0.49027061,,
12/1992,-0.77085512,-8.94061305,-25.9453964,,-0.67144019,,,,-0.33730778,-1.77246241,-0.77085512,,,,,-0.08178883,0.00172784,-0.293623,,,2.34991237,,,0.17312025,,0.01333852,,,-16.96053318,,,-28.88642639,-29.53004628,0.90755611,-17.35928055,-15.12451187,0.00587978,0.12471058,,-0.3565936,,,,-5.45123867,0.03148176,,,-13.57362073,,104.82938921,,25.0048236,-4.52522268,25025.06474284,,,,-8.24337273,,,,,-9.50970598,,,,,,,,,,,,0.92601599,-1.39443355,-0.05813551,,0.06652681,,,0.3591419,0.02454545,-0.00048918,-1.77493057,0.49635984,-0.16087425,0.4578986,-1.20940955,,,,0.22985294,-0.00812604,-2.09,-15.50528446,-1.2257491,-0.5639711,,
03/1993,402.96449929,-39.6,-22.53734294,,-0.25592711,,,,-0.02033185,-2.732231,-0.10906617,403.07356545,,,,,,,,,4.39767943,,,-0.10103442,,0.00558936,-0.1471333,-0.04991537,0.60890095,0.00472034,,-30.00047381,376.27100581,0.56011766,1.62356544,-14.21273521,,0.18155835,,-0.21483978,,,,-115.07933754,0.02706794,0.11919727,,-11.74595551,,-0.27542727,,-88.76433143,287.50667438,,,,,-6.32675455,,,0.66700455,,-6.54099963,,,,,,,,,,,0.01281954,402.58601192,-1.1946886,-0.08873432,,-0.06694639,,,-0.22180016,0.01177273,0.01179557,-1.95178829,-0.98612225,-0.4186867,2.48250474,-0.11270827,,,,0.25384207,-0.0027684,0.78,-2.86619926,-0.19777115,0.19176435,,
06/1993,143.19500735,,-15.93534053,,-0.27622536,,,,-0.02201604,-2.6506753,-0.11057901,143.30558636,,,,,,,,,-0.48634928,,,-0.03191878,,0.03698544,-0.13938602,-0.04991537,-6.32297655,0.06102756,,-21.99029503,126.35982918,0.17133264,-5.32592517,-7.55998037,0.00244149,0.18347426,,-1.6186291,,,,-61.28363676,0.01597696,-0.08087273,,-4.71566314,,-0.31225455,,-44.64324258,81.71658661,,,,,-5.64391818,,,0.66700455,,-8.10250298,,,,,,,,,,,0.01783523,143.00022337,-1.07614312,-0.08856297,,0.04591368,,,0.05327888,-0.1133,0.01263964,-1.37376976,-1.03802785,-0.08889484,1.02456996,-0.16664817,,,,0.1311407,-0.0119736,-0.75545455,-2.61836975,-0.48180998,-1.03309446,,
09/1993,-0.72894016,,-20.12659164,,-0.30329329,,,,-0.03458309,-2.05063991,-0.13794289,-0.59099727,,,,,-0.00068323,,,,0.55104423,,,-0.09942594,,0.00356109,-0.14536449,-0.04991537,-15.81967234,0.02317338,,-24.59257273,-22.73825107,0.41141236,-14.5100746,-6.87675578,,0.1354548,,-0.360899,,,,-85.67974131,0.04363753,-0.52700182,,-8.29461812,,-0.35697273,,-63.5421278,-86.28037886,,,,,-7.39429091,,,0.66700455,,-7.89043523,,,,,,,,,,,0.01521248,-0.60063756,-1.66204911,-0.1033598,,-0.06080129,,,-1.06847333,,,-2.92973578,-1.20768371,-0.67733697,-0.05822727,-4.74102264,,,,0.18876423,0.00363503,-7.55636364,-5.20877407,-0.18406599,-1.27421404,,
