,QC Team Testing: Case: 975.22,QC Team Testing: Case: 985.26,QC Team Testing: Case: 995.20,QC Team Testing: Case: 995.13,QC Team Testing: Case: 1001.18
05/07/2012,,188.01893171,,,
07/07/2012,,,4.534,7.8336,
11/07/2012,12.51681345,,,,5853.4
12/07/2012,,189.63263466,,,
14/07/2012,,,4.565,7.7687,
18/07/2012,8.84558052,,,,5578.54
19/07/2012,,190.70362858,,,
21/07/2012,,,4.624,7.7303,
25/07/2012,26.77074616,,,,5082.74
26/07/2012,,190.88663511,,,
28/07/2012,,,4.5635,7.8123,
01/08/2012,25.49072475,,,,4888.53
02/08/2012,,190.98039216,,,
04/08/2012,,,4.5798,7.8904,
08/08/2012,12.99838815,,,,4933.84
09/08/2012,,192.61753437,,,
11/08/2012,,,4.5315,7.8509,
15/08/2012,30.16934235,,,,2040.52
16/08/2012,,194.45030426,,,
18/08/2012,,,4.4958,7.8235,
22/08/2012,31.08958353,,,,5139.79
23/08/2012,,196.57065585,,,
25/08/2012,,,4.468,7.9666,
29/08/2012,18.50435285,,,,5096.23
30/08/2012,,198.23664638,,,
01/09/2012,,,4.4921,7.9686,
05/09/2012,16.96806174,,,,4968.18
06/09/2012,,202.26639621,,,
08/09/2012,,,4.4768,8.097,
12/09/2012,27.56005092,,,,4890.03
13/09/2012,,205.23867478,,,
15/09/2012,,,4.4885,8.2745,
19/09/2012,19.14119336,,,,4970
20/09/2012,,205.38471941,,,
22/09/2012,,,4.5183,8.1491,
26/09/2012,23.91373719,,,,4968.02
27/09/2012,,204.15776426,,,
29/09/2012,,,4.5223,8.0926,
03/10/2012,11.42479196,,,,4788.7
04/10/2012,,201.69213432,,,
06/10/2012,,,4.5723,8.1498,
10/10/2012,11.2465238,,,,4869.55
11/10/2012,,200.77439712,,,
13/10/2012,,,4.574,8.1318,
17/10/2012,11.60379738,,,,4756.96
18/10/2012,,201.05566824,,,
20/10/2012,,,4.577,8.1705,
24/10/2012,20.72245699,,,,1903.44
25/10/2012,,202.67297724,,,
27/10/2012,,,4.5486,8.053,
31/10/2012,13.83502465,,,,4788.97
01/11/2012,,203.16069416,,,
03/11/2012,,,4.524,7.982,
07/11/2012,24.30109075,,,,4645.06
08/11/2012,,201.52715799,,,
10/11/2012,,,4.5293,7.9333,
14/11/2012,22.259043,,,,3308.4
15/11/2012,,199.97115168,,,
17/11/2012,,,4.5363,7.9569,
21/11/2012,45.46280403,,,,4242.84
22/11/2012,,202.06806401,,,
24/11/2012,,,4.5276,8.0707,
28/11/2012,27.67815911,,,,4591.83
29/11/2012,,203.62497183,,,
01/12/2012,,,4.5234,8.1328,
05/12/2012,48.87673511,,,,4621.35
06/12/2012,,203.23011043,,,
08/12/2012,,,4.5375,8.0684,
12/12/2012,79.85042222,,,,4587.43
13/12/2012,,204.34257381,,,
15/12/2012,,,4.4647,8.2105,
19/12/2012,26.97924176,,,,4607.99
20/12/2012,,204.29479378,,,
22/12/2012,,,4.4181,8.2394,
26/12/2012,36.07401433,,,,3669.48
27/12/2012,,204.80054091,,,
29/12/2012,,,4.4445,8.2207,
02/01/2013,61.53908262,,,,4624.52
03/01/2013,,203.71963038,,,
05/01/2013,,,4.4223,8.123,
09/01/2013,38.38530746,,,,4616.15
10/01/2013,,203.23461799,,,
12/01/2013,,,4.3848,8.2985,
16/01/2013,47.8776077,,,,4654.87
17/01/2013,,200.68154158,,,
19/01/2013,,,4.3603,8.2892,
23/01/2013,26.40845926,,,,3725.99
24/01/2013,,198.17804823,,,
26/01/2013,,,4.3963,8.3717,
30/01/2013,36.35726754,,,,4627.22
31/01/2013,,199.22379986,,,
02/02/2013,,,4.372,8.4482,
06/02/2013,24.27307508,,,,4631.4
07/02/2013,,197.07189542,,,
09/02/2013,,,4.4003,8.3458,
13/02/2013,43.33243318,,,,4946.72
14/02/2013,,194.80279468,,,
16/02/2013,,,4.3861,8.3391,
20/02/2013,23.70701101,,,,1951.66
21/02/2013,,192.00540906,,,
23/02/2013,,,4.3773,8.2982,
27/02/2013,20.82449303,,,,5115.22
28/02/2013,,191.80707685,,,
02/03/2013,,,4.365,8.0979,
06/03/2013,45.04256891,,,,5165.3
07/03/2013,,188.98715348,,,
09/03/2013,,,4.3718,8.0803,
13/03/2013,39.90626367,,,,5107.52
14/03/2013,,191.45909398,,,
16/03/2013,,,4.4153,8.0399,
20/03/2013,34.35001821,,,,5331.39
21/03/2013,,193.64886184,,,
23/03/2013,,,4.415,8.0368,
27/03/2013,25.34401109,,,,5335.58
28/03/2013,,193.61189993,,,
30/03/2013,,,4.4185,7.9379,
03/04/2013,22.6844389,,,,5279.46
04/04/2013,,195.14086094,,,
06/04/2013,,,4.4075,8.0786,
10/04/2013,35.73708898,,,,5343.02
11/04/2013,,195.5681767,,,
13/04/2013,,,4.3816,8.0931,
17/04/2013,33.3124061,,,,5309.5
18/04/2013,,196.43002028,,,
20/04/2013,,,4.3573,8.0592,
24/04/2013,57.94924259,,,,5334.64
25/04/2013,,200.8447149,,,
27/04/2013,,,4.3225,8.0842,
01/05/2013,35.67044117,,,,5401.7
02/05/2013,,201.27924273,,,
04/05/2013,,,4.3135,8.0826,
08/05/2013,29.07525655,,,,5551.81
09/05/2013,,201.45954474,,,
11/05/2013,,,4.3239,7.9742,
15/05/2013,30.7237578,,,,5662.8
16/05/2013,,197.68582375,,,
18/05/2013,,,4.3473,7.8903,
22/05/2013,16.00343784,,,,5667.05
23/05/2013,,196.86544963,,,
25/05/2013,,,4.3443,7.9201,
29/05/2013,13.87100268,,,,5613.6
30/05/2013,,198.8677034,,,
01/06/2013,,,4.408,7.9761,
05/06/2013,12.28855943,,,,4557.01
06/06/2013,,202.28983547,,,
08/06/2013,,,4.5235,8.1017,
12/06/2013,16.79864064,,,,5607.7
13/06/2013,,203.56366915,,,
15/06/2013,,,4.4508,8.1688,
19/06/2013,35.31523191,,,,5624.26
20/06/2013,,200.72571557,,,
22/06/2013,,,4.5408,8.0415,
26/06/2013,43.07675329,,,,5599.63
27/06/2013,,199.54744197,,,
29/06/2013,,,4.4488,7.9952,
03/07/2013,11.95296115,,,,4647.3
04/07/2013,,200.20103674,,,
06/07/2013,,,4.4483,7.8818,
10/07/2013,4.01007514,,,,5748.97
11/07/2013,,199.22109533,,,
13/07/2013,,,4.4236,7.9865,
17/07/2013,21.9934839,,,,5812.53
18/07/2013,,207.280595,,,
20/07/2013,,,4.4216,8.0856,
24/07/2013,69.01823549,,,,5872.84
25/07/2013,,209.05747126,,,
27/07/2013,,,4.401,8.1377,
31/07/2013,23.11425832,,,,5913.7
01/08/2013,,215.68086545,,,
03/08/2013,,,4.422,8.1195,
07/08/2013,36.41786987,,,,3570.92
08/08/2013,,219.34189768,,,
10/08/2013,,,4.4241,8.1301,
14/08/2013,21.37595946,,,,5818.36
15/08/2013,,222.92449854,,,
17/08/2013,,,4.461,8.1704,
21/08/2013,23.25006061,,,,5688.03
22/08/2013,,224.20915033,,,
24/08/2013,,,4.43,8.1803,
28/08/2013,26.14142565,,,,5523.68
29/08/2013,,232.19923372,,,
31/08/2013,,,4.4238,8.0822,
04/09/2013,32.59461504,,,,5279.77
05/09/2013,,243.45458643,,,
07/09/2013,,,4.4709,8.076,
11/09/2013,17.3386059,,,,5286.17
12/09/2013,,245.36939373,,,
14/09/2013,,,4.4588,8.1748,
18/09/2013,17.05196131,,,,5370.56
19/09/2013,,238.30335812,,,
21/09/2013,,,4.4683,8.265,
25/09/2013,48.84636022,,,,5417.61
26/09/2013,,242.09060176,,,
28/09/2013,,,4.462,8.2645,
02/10/2013,23.51208089,,,,5215.52
03/10/2013,,242.83705206,,,
05/10/2013,,,4.4274,8.3055,
09/10/2013,28.60960655,,,,2038.83
10/10/2013,,243.87018256,,,
12/10/2013,,,4.4618,8.283,
16/10/2013,82.65213709,,,,3044.15
17/10/2013,,247.59702502,,,
19/10/2013,,,4.4423,8.3309,
23/10/2013,29.24762667,,,,5109.89
24/10/2013,,249.78769439,,,
26/10/2013,,,4.4385,8.3888,
30/10/2013,8.83496405,,,,4022.56
31/10/2013,,247.86837954,,,
02/11/2013,,,4.4385,8.2411,
06/11/2013,18.30765332,,,,4996.42
07/11/2013,,249.02591841,,,
09/11/2013,,,4.4535,8.1587,
13/11/2013,23.7944494,,,,4054.33
14/11/2013,,254.1392833,,,
16/11/2013,,,4.4466,8.2328,
20/11/2013,15.43191809,,,,5091.75
21/11/2013,,255.12283074,,,
23/11/2013,,,4.4473,8.2344,
27/11/2013,16.95891978,,,,5047.66
28/11/2013,,257.86612576,,,
30/11/2013,,,4.436,8.2479,
04/12/2013,35.0241638,,,,5078.12
05/12/2013,,255.84313725,,,
07/12/2013,,,4.4482,8.333,
11/12/2013,65.39978998,,,,5090.61
12/12/2013,,250.05904891,,,
14/12/2013,,,4.457,8.3651,
18/12/2013,62.7900562,,,,5182.21
19/12/2013,,242.39260762,,,
21/12/2013,,,4.481,8.3151,
25/12/2013,52.61992409,,,,5222.09
26/12/2013,,246.57831868,,,
28/12/2013,,,4.4707,8.3555,
01/01/2014,24.2769088,,,,3248.39
02/01/2014,,254.95965743,,,
04/01/2014,,,4.4932,8.2327,
08/01/2014,22.07974269,,,,5484.26
09/01/2014,,257.94365562,,,
11/01/2014,,,4.524,8.2531,
15/01/2014,11.98259878,,,,4503.25
16/01/2014,,255.30944332,,,
18/01/2014,,,4.536,8.2111,
22/01/2014,16.15103621,,,,5608.99
23/01/2014,,258.65584855,,,
25/01/2014,,,4.5372,8.2593,
29/01/2014,7.73055668,,,,5636.52
30/01/2014,,257.11967546,,,
01/02/2014,,,4.4938,8.1798,
05/02/2014,21.14018544,,,,5642.05
06/02/2014,,259.01374803,,,
08/02/2014,,,4.4748,8.2652,
12/02/2014,17.81457746,,,,5606.53
13/02/2014,,264.57336038,,,
15/02/2014,,,4.4899,8.3071,
19/02/2014,16.82606651,,,,4477.96
20/02/2014,,268.14153707,,,
22/02/2014,,,4.5098,8.3751,
26/02/2014,20.71891817,,,,3344.85
27/02/2014,,268.20734731,,,
01/03/2014,,,4.5167,8.4589,
05/03/2014,23.19786299,,,,5552.05
06/03/2014,,267.72594095,,,
08/03/2014,,,4.4984,8.5232,
12/03/2014,58.58888467,,,,5542.97
13/03/2014,,265.56141537,,,
15/03/2014,,,4.5078,8.5895,
19/03/2014,25.96949788,,,,5592.91
20/03/2014,,266.24115393,,,
22/03/2014,,,4.4768,8.532,
26/03/2014,26.84314456,,,,5611.07
27/03/2014,,267.77191796,,,
29/03/2014,,,4.4592,8.5754,
02/04/2014,27.2431789,,,,5601.99
03/04/2014,,269.06017579,,,
05/04/2014,,,4.4655,8.5266,
09/04/2014,17.26148907,,,,5419.4
10/04/2014,,269.2765382,,,
12/04/2014,,,4.4678,8.5997,
16/04/2014,21.06808194,,,,5411.21
17/04/2014,,270.62609872,,,
19/04/2014,,,4.4667,8.6175,
23/04/2014,16.60164621,,,,5421.9
24/04/2014,,272.66351138,,,
26/04/2014,,,4.4523,8.6689,
30/04/2014,13.84092269,,,,5399.05
01/05/2014,,275.79806175,,,
03/05/2014,,,4.4402,8.6645,
07/05/2014,24.15083827,,,,5438.68
08/05/2014,,276.20013523,,,
10/05/2014,,,4.4303,8.5851,
14/05/2014,22.04700858,,,,5545.92
15/05/2014,,277.24768988,,,
17/05/2014,,,4.4319,8.5545,
21/05/2014,9.61556921,,,,5567.26
22/05/2014,,278.27180527,,,
24/05/2014,,,4.4075,8.5071,
28/05/2014,20.56748608,,,,4420.92
29/05/2014,,275.65742619,,,
31/05/2014,,,4.3878,8.5043,
04/06/2014,18.52514343,,,,5521.86
05/06/2014,,276.6653144,,,
07/06/2014,,,4.3879,8.4932,
11/06/2014,14.04823868,,,,5302.1
12/06/2014,,279.40229885,,,
14/06/2014,,,4.3963,8.4248,
18/06/2014,22.35871982,,,,5148.71
19/06/2014,,280.44354293,,,
21/06/2014,,,4.3969,8.4643,
25/06/2014,23.13342694,,,,5054.72
26/06/2014,,282.37097138,,,
28/06/2014,,,4.383,8.4722,
02/07/2014,13.34283349,,,,5060.97
03/07/2014,,283.17061077,,,
05/07/2014,,,4.3876,8.4325,
09/07/2014,19.15446394,,,,5075.94
10/07/2014,,283.92607618,,,
12/07/2014,,,4.418,8.4566,
16/07/2014,6.49845682,,,,5117.69
17/07/2014,,284.71670047,,,
19/07/2014,,,4.4445,8.3956,
23/07/2014,12.47980327,,,,2054.7
24/07/2014,,285.84809556,,,
26/07/2014,,,4.3888,8.311,
30/07/2014,23.76776078,,,,3061.28
31/07/2014,,285.01059274,,,
02/08/2014,,,4.435,8.2939,
06/08/2014,8.71184254,,,,5108.02
07/08/2014,,286.97408159,,,
09/08/2014,,,4.4385,8.2387,
13/08/2014,11.25021008,,,,5094.12
14/08/2014,,285.11697093,,,
16/08/2014,,,4.4354,8.2267,
20/08/2014,23.92582817,,,,5156.68
21/08/2014,,277.54699121,,,
23/08/2014,,,4.3952,8.1242,
27/08/2014,18.43962189,,,,5211.13
28/08/2014,,271.83412215,,,
30/08/2014,,,4.396,8.0679,
03/09/2014,36.89738025,,,,5247.12
04/09/2014,,271.85125085,,,
06/09/2014,,,4.4095,7.9517,
10/09/2014,10.92036237,,,,5233.91
11/09/2014,,270.93080911,,,
13/09/2014,,,4.4139,7.9317,
17/09/2014,17.21283026,,,,5250.9
18/09/2014,,273.00338066,,,
20/09/2014,,,4.4043,7.888,
24/09/2014,16.86027512,,,,4223.36
25/09/2014,,270.34212306,,,
27/09/2014,,,4.4125,7.8143,
01/10/2014,8.64652178,,,,2098.47
02/10/2014,,268.93035835,,,
04/10/2014,,,4.409,7.7149,
08/10/2014,19.27316193,,,,3129.78
09/10/2014,,269.77236872,,,
11/10/2014,,,4.4008,7.7684,
15/10/2014,35.72720977,,,,5264.09
16/10/2014,,269.88505747,,,
18/10/2014,,,4.4173,7.821,
22/10/2014,10.78013655,,,,5279.2
23/10/2014,,270.17714672,,,
25/10/2014,,,4.426,7.7547,
29/10/2014,18.1671326,,,,5279.2
30/10/2014,,269.44061303,,,
01/11/2014,,,4.4138,7.6447,
05/11/2014,7.29026825,,,,5167.84
06/11/2014,,269.29997746,,,
08/11/2014,,,4.423,7.6413,
12/11/2014,14.56107297,,,,4954.59
13/11/2014,,266.70813613,,,
15/11/2014,,,4.428,7.6523,
19/11/2014,8.98816556,,,,4901.73
20/11/2014,,268.10457516,,,
22/11/2014,,,4.4313,7.6212,
26/11/2014,29.3256282,,,,4899.84
27/11/2014,,270.15460897,,,
29/11/2014,,,4.4335,7.6742,
03/12/2014,16.92677548,,,,4879.55
04/12/2014,,266.12395763,,,
06/12/2014,,,4.4425,7.5666,
10/12/2014,29.9123354,,,,4755.34
11/12/2014,,268.74915483,,,
13/12/2014,,,4.4813,7.696,
17/12/2014,25.9003434,,,,4634.3
18/12/2014,,265.2675231,,,
20/12/2014,,,4.4666,7.6271,
24/12/2014,14.32751072,,,,4699.44
25/12/2014,,264.95199459,,,
27/12/2014,,,4.4741,7.592,
31/12/2014,14.4125899,,,,3747.65
01/01/2015,,261.23326572,,,
03/01/2015,,,4.4975,7.4111,
07/01/2015,17.45745133,,,,4645.72
08/01/2015,,265.80121704,,,
10/01/2015,,,4.4833,7.3194,
14/01/2015,17.78523472,,,,4645.28
15/01/2015,,266.14469236,,,
17/01/2015,,,4.5027,7.2188,
21/01/2015,9.53727277,,,,4599.57
22/01/2015,,265.67049808,,,
24/01/2015,,,4.4744,7.0324,
28/01/2015,18.97575343,,,,3696.1
29/01/2015,,266.02028398,,,
31/01/2015,,,4.4043,7.0771,
04/02/2015,43.4969884,,,,4539.19
05/02/2015,,269.26211404,,,
07/02/2015,,,4.4308,7.0428,
11/02/2015,29.17109964,,,,4482.64
12/02/2015,,273.49921118,,,
14/02/2015,,,4.4452,7.1292,
18/02/2015,44.34217706,,,,4350.4
19/02/2015,,277.13049358,,,
21/02/2015,,,4.4483,7.0686,
25/02/2015,46.38746873,,,,2609.09
26/02/2015,,276.49853505,,,
28/02/2015,,,4.4418,7.0456,
04/03/2015,15.99031471,,,,4350.4
05/03/2015,,272.78521524,,,
07/03/2015,,,4.4428,6.8034,
11/03/2015,23.64286986,,,,4329.3
12/03/2015,,269.01690331,,,
14/03/2015,,,4.4365,6.6113,
18/03/2015,18.6973661,,,,4304.34
19/03/2015,,268.48591391,,,
21/03/2015,,,4.422,6.7812,
25/03/2015,11.03522664,,,,3426.97
26/03/2015,,267.75208474,,,
28/03/2015,,,4.405,6.7324,
01/04/2015,16.43369962,,,,3423.14
02/04/2015,,267.11471715,,,
04/04/2015,,,4.4165,6.7241,
08/04/2015,23.59907694,,,,4290.92
09/04/2015,,266.20779806,,,
11/04/2015,,,4.4156,6.5552,
15/04/2015,30.17066941,,,,4315.18
16/04/2015,,265.5551048,,,
18/04/2015,,,4.425,6.6543,
22/04/2015,27.43147372,,,,3501.12
23/04/2015,,271.93959883,,,
25/04/2015,,,4.4173,6.7311,
29/04/2015,20.79190638,,,,4302.24
30/04/2015,,272.68965517,,,
02/05/2015,,,4.4275,6.9245,
06/05/2015,29.80395898,,,,3427.16
07/05/2015,,274.45030426,,,
09/05/2015,,,4.4509,6.9194,
13/05/2015,13.89061365,,,,3429.08
14/05/2015,,276.37322515,,,
16/05/2015,,,4.4465,7.0661,
20/05/2015,16.69911127,,,,860.15
21/05/2015,,273.54879423,,,
23/05/2015,,,4.4539,6.8098,
27/05/2015,38.27619378,,,,858.23
28/05/2015,,265.15663737,,,
30/05/2015,,,4.4425,6.7807,
03/06/2015,26.01048923,,,,2584.29
04/06/2015,,261.08271355,,,
06/06/2015,,,4.465,6.9278,
10/06/2015,25.82617559,,,,1714.54
11/06/2015,,267.72774397,,,
13/06/2015,,,4.488,6.9653,
17/06/2015,21.02192981,,,,2601.07
18/06/2015,,275.79625873,,,
20/06/2015,,,4.4836,7.0446,
24/06/2015,17.56096188,,,,4290.95
25/06/2015,,278.79468109,,,
27/06/2015,,,4.4888,6.9121,
01/07/2015,17.95111701,,,,3465.75
02/07/2015,,278.1843588,,,
04/07/2015,,,4.4863,6.8337,
08/07/2015,18.19839219,,,,4474.2
09/07/2015,,274.1392833,,,
11/07/2015,,,4.4289,6.8597,
15/07/2015,11.79400906,,,,3679.58
16/07/2015,,280.24971828,,,
18/07/2015,,,4.4149,6.7378,
22/07/2015,9.06498748,,,,4823.91
23/07/2015,,279.8737886,,,
25/07/2015,,,4.418,6.8668,
29/07/2015,14.78401876,,,,5142.49
30/07/2015,,280.10096912,,,
01/08/2015,,,4.405,6.8002,
05/08/2015,34.87745014,,,,4147.82
06/08/2015,,280.0270453,,,
08/08/2015,,,4.4118,6.8058,
12/08/2015,22.75108671,,,,3122.93
13/08/2015,,281.65607392,,,
15/08/2015,,,4.43,7.0983,
19/08/2015,69.14710759,,,,5103.91
20/08/2015,,283.01194501,,,
22/08/2015,,,4.4458,7.3636,
26/08/2015,44.35028686,,,,4108.29
27/08/2015,,278.18706333,,,
29/08/2015,,,4.4307,7.1579,
02/09/2015,11.77513534,,,,5090.35
03/09/2015,,276.55082263,,,
05/09/2015,,,4.4343,7.0954,
09/09/2015,20.52118649,,,,4793.8
10/09/2015,,278.07707911,,,
12/09/2015,,,4.4175,7.2008,
16/09/2015,15.04633394,,,,4717.85
17/09/2015,,279.90263692,,,
19/09/2015,,,4.421,7.1643,
23/09/2015,16.40052316,,,,4722.56
24/09/2015,,274.78025693,,,
26/09/2015,,,4.4173,7.1099,
30/09/2015,26.07094411,,,,3742.8
01/10/2015,,274.8677034,,,
03/10/2015,,,4.4168,7.1417,
07/10/2015,27.516258,,,,3797.23
08/10/2015,,276.27225603,,,
10/10/2015,,,4.413,7.1917,
14/10/2015,22.36800923,,,,2842.8
15/10/2015,,277.98963263,,,
17/10/2015,,,4.4183,7.2082,
21/10/2015,12.36980489,,,,3795.77
22/10/2015,,277.39914357,,,
24/10/2015,,,4.4367,6.9943,
28/10/2015,22.42831665,,,,2850.13
29/10/2015,,277.38922696,,,
31/10/2015,,,4.4383,6.9914,
04/11/2015,25.48674358,,,,3801.64
05/11/2015,,276.39035384,,,
07/11/2015,,,4.4622,6.8569,
11/11/2015,36.60218351,,,,3795.89
12/11/2015,,273.21072797,,,
14/11/2015,,,4.4387,6.833,
18/11/2015,10.84324554,,,,4843.87
19/11/2015,,274.43137255,,,
21/11/2015,,,4.449,6.7926,
25/11/2015,24.03317244,,,,4911.57
26/11/2015,,271.66463827,,,
28/11/2015,,,4.4503,6.7689,
02/12/2015,13.68477217,,,,3794.05
03/12/2015,,271.60874465,,,
05/12/2015,,,4.4803,6.9266,
09/12/2015,22.72955888,,,,4744.68
10/12/2015,,273.20171287,,,
12/12/2015,,,4.5191,7.0929,
16/12/2015,23.96858893,,,,4843.85
17/12/2015,,268.87356322,,,
19/12/2015,,,4.5115,7.0457,
23/12/2015,13.94104186,,,,4643.61
24/12/2015,,268.44354293,,,
26/12/2015,,,4.5255,7.1114,
30/12/2015,29.48222108,,,,3680.24
31/12/2015,,266.67928781,,,
02/01/2016,,,4.517,7.1208,
06/01/2016,23.63063143,,,,3666.85
07/01/2016,,263.4068064,,,
09/01/2016,,,4.5305,7.1554,
13/01/2016,36.33603461,,,,2703.72
14/01/2016,,259.83412215,,,
16/01/2016,,,4.5365,7.1658,
20/01/2016,10.22852267,,,,2714.92
21/01/2016,,259.60784314,,,
23/01/2016,,,4.5256,7.1156,
27/01/2016,12.48407935,,,,4718.69
28/01/2016,,261.59927879,,,
30/01/2016,,,4.5246,7.1605,
03/02/2016,22.23795752,,,,3786.87
04/02/2016,,264.96100969,,,
06/02/2016,,,4.4798,7.2995,
10/02/2016,22.33040924,,,,2809.4
11/02/2016,,264.32274059,,,
13/02/2016,,,4.4689,7.2606,
17/02/2016,65.13924421,,,,994.99
18/02/2016,,261.80121704,,,
20/02/2016,,,4.4767,7.1909,
24/02/2016,34.14742065,,,,1995.96
25/02/2016,,256.92134325,,,
27/02/2016,,,4.4757,7.1351,
02/03/2016,36.33323304,,,,2916.65
03/03/2016,,261.82375479,,,
05/03/2016,,,4.4623,7.1381,
09/03/2016,8.92269735,,,,1949.08
10/03/2016,,264.81586658,,,
12/03/2016,,,4.4658,7.223,
16/03/2016,9.03800397,,,,954.09
17/03/2016,,266.79107505,,,
19/03/2016,,,4.4688,7.3028,
23/03/2016,10.55542135,,,,935.51
24/03/2016,,266.56299301,,,
26/03/2016,,,4.4645,7.2873,
30/03/2016,15.64719643,,,,915.58
31/03/2016,,265.34956051,,,
02/04/2016,,,4.4648,7.3696,
06/04/2016,10.2002121,,,,934.26
07/04/2016,,259.66914582,,,
09/04/2016,,,4.4675,7.3709,
13/04/2016,13.75200979,,,,964.23
14/04/2016,,256.30831643,,,
16/04/2016,,,4.4749,7.3241,
20/04/2016,8.18927649,,,,1988
21/04/2016,,263.88370521,,,
23/04/2016,,,4.4801,7.3145,
27/04/2016,14.26735074,,,,1953.5
28/04/2016,,267.96754564,,,
30/04/2016,,,4.4815,7.4418,
04/05/2016,16.87413551,,,,4833.45
05/05/2016,,264.31913455,,,
07/05/2016,,,4.4905,7.4207,
11/05/2016,24.10896221,,,,5790.82
12/05/2016,,261.61280144,,,
14/05/2016,,,4.4876,7.3865,
18/05/2016,21.85443768,,,,5796.85
19/05/2016,,263.14446698,,,
21/05/2016,,,4.521,7.3507,
25/05/2016,30.44138929,,,,3959.72
26/05/2016,,265.37209826,,,
28/05/2016,,,4.5033,7.3314,
01/06/2016,27.48824233,,,,
02/06/2016,,259.74306964,,,
04/06/2016,,,4.5192,7.452,
08/06/2016,17.75368023,,,,
09/06/2016,,259.10570205,,,
11/06/2016,,,4.5178,7.4212,
15/06/2016,36.02107945,,,,992.41
16/06/2016,,258.26459319,,,
18/06/2016,,,4.5393,7.4562,
22/06/2016,16.02245901,,,,992.41
23/06/2016,,258.14288934,,,
25/06/2016,,,4.516,7.3108,
29/06/2016,18.86604995,,,,
30/06/2016,,240.15776426,,,
02/07/2016,,,4.5133,7.4229,
06/07/2016,19.46617518,,,,2001.64
07/07/2016,,235.14717151,,,
09/07/2016,,,4.4938,7.3926,
13/07/2016,44.52663815,,,,4082.41
14/07/2016,,242.05454136,,,
16/07/2016,,,4.4686,7.4089,
20/07/2016,17.53058699,,,,2069.96
21/07/2016,,244.22267298,,,
23/07/2016,,,4.448,7.3356,
27/07/2016,6.47280036,,,,2084.54
28/07/2016,,250.74960559,,,
30/07/2016,,,4.454,7.4136,
03/08/2016,13.1195928,,,,
04/08/2016,,251.53662384,,,
06/08/2016,,,4.4584,7.3848,
10/08/2016,15.17800761,,,,3109.86
11/08/2016,,264.46247465,,,
13/08/2016,,,4.4594,7.4203,
17/08/2016,20.95719885,,,,4229.36
18/08/2016,,268.43002028,,,
20/08/2016,,,4.4583,7.5195,
24/08/2016,15.96952413,,,,
25/08/2016,,268.49943656,,,
