,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada
12/2009,0.705578,0.020202,0.041199,0.133591,0.026579,9.196383,0.232134,11.529021,,3.459624,121.927105,980.914604,3.737106,5.126724,0.59124,1.73763,29.425741,36.56649,384.509759,0.082219,116.885758,84.901761,247.013966,9.611921,219.464651,3.576215,239.721214,595.001292,2.55566,2172.933319,0.004828,0.002428,,0.000006,,,0.122347,,,2459.294387,,1.598833,1.203469,502.897368,3.403599,7.244064,16.69317,113.624637,34.829222,359.965048,0.048913,6.087841,223.049175,15.79252,37.919301,6030.860569,1007.093008,2495.803853,3524.409053,5665.991323,364.869246,,,0.068151,2.181603,0.003916,3.448484,0.011358,0.265932,0.001313,0.082455,0.013816,0.000773,,0.048662,0.53394,0.104682,0.018375,,0.008224,0.015873,1.023841,0.034383,1.053656,0.003311,,,,,,,,,,1920.29,1393.02,,0.000998,,
01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,0.297291,0.000032,0.014944,0.009281,1.101469,,0.000396,0.002718,0.012212,0.659423,0.0007,0.001253,0.000788,0.040066,0.004022,1.931868,0.029977,1.217166,,0.000906,,,,,,,,,,,,0.001286,0.032035,
02/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,0.511076,0.000032,0.014944,0.009281,1.097731,,0.000395,0.002708,0.01217,0.657185,0.000698,0.001253,0.000785,0.03993,0.004008,1.287118,0.023498,1.272365,,0.000903,,,,,,,,,,,,0.001282,0.031927,
03/2010,0.203233,0.060935,0.003663,0.180722,0.036145,5.837016,0.197117,14.227931,,1.404905,61.306298,673.560211,0.892724,5.397326,0.275972,0.514683,48.364497,81.216182,484.470694,0.450921,69.402546,60.114888,214.331435,9.657496,251.833963,1.444626,210.030285,367.538719,3.86794,1829.541781,,,0.010409,0.021933,,,0.153775,,,2103.186182,,5.125394,0.194689,438.242443,5.554522,2.531197,17.808775,45.812854,61.918567,234.458181,0.017331,8.647865,155.148154,21.920917,15.327568,4562.10748,839.188641,1717.413252,2836.608509,4414.043958,148.063522,0.002,,0.01763,0.334469,0.001307,3.470629,0.000032,0.014944,0.009281,1.275251,,0.000458,0.003146,0.014138,0.763463,0.00081,0.001253,0.000912,0.046387,0.004656,0.251715,0.021233,1.539811,,0.001049,,,,,,,,,1388.04,1144.5,,0.001489,0.03709,
04/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.01763,0.334469,0.001307,0.883684,0.000032,0.014944,0.009281,1.280685,,0.00046,0.00316,0.014199,0.766716,0.000814,0.001253,0.000916,0.046585,0.004676,0.473415,0.016809,1.599899,,0.001054,,,,,,,,,,,,0.001495,0.037248,
05/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,1.161494,0.000032,0.014944,0.009281,1.155059,,0.000415,0.00285,0.012806,0.691507,0.000734,0.001253,0.000826,0.042015,0.004217,0.74158,0.012502,1.483788,,0.00095,,,,,,,,,,,,0.001348,0.033594,
06/2010,1.417644,,0.003663,0.240393,0.005516,5.206935,0.188068,15.376759,,1.501463,99.736189,557.007084,2.032219,3.312995,0.207877,13.57642,13.264818,91.915791,428.765803,0.231171,84.541348,54.009807,208.99468,7.517677,236.490302,3.989486,318.115797,409.178479,2.27476,1697.06397,,,0.010817,0.022795,,,0.159814,,,2049.90192,,2.505036,0.343758,425.255065,5.772627,2.630588,16.195689,43.920707,16.797966,113.492133,0.00902,5.741945,106.909031,46.405758,22.708557,4316.842322,634.441416,1504.797213,2803.641894,4184.274365,132.567957,,,0.01763,0.334469,0.001307,0.396038,0.000032,0.014944,0.009281,1.175135,,0.000422,0.002899,0.013028,0.703525,0.000747,0.001253,0.000841,0.042745,0.004291,2.060687,0.011278,1.544596,,0.000967,,,,,,,,,1327.2,1144.7,,0.001372,0.034178,
07/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,0.806803,0.000032,0.014944,0.009281,1.443935,,0.000519,0.003563,0.016008,0.86445,0.000918,0.001253,0.001033,0.052523,0.005272,1.348208,0.013666,1.932915,,0.001188,,,,,,,,,,,,0.001686,0.041996,
08/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005083,,0.01763,0.334469,0.001307,0.75732,0.000032,0.014944,0.009281,1.582461,,0.000569,0.003904,0.017544,0.947382,0.001006,0.001253,0.001132,0.057562,0.005778,0.278739,0.016967,2.145482,,0.001302,,,,,,,,,,,,0.001847,0.046025,
09/2010,0.022484,1.709318,0.003663,0.368803,0.054078,5.571077,0.207769,14.555518,7.513466,5.002321,72.80026,597.644475,2.326767,4.635939,0.225338,26.598503,15.337177,45.433088,484.000158,0.223966,52.365493,84.912981,191.731133,9.463923,163.099102,4.101977,132.508033,421.421485,6.6091,1698.359897,,,0.014537,0.030632,,,0.214758,,,1885.509303,0.026018,5.708956,0.270486,505.073641,7.757285,3.534997,77.404381,55.969549,16.344898,39.814094,0.005336,5.005208,78.290683,28.776848,21.436706,4142.818886,648.983395,1508.401806,2623.124798,3984.583176,158.23571,,,0.01763,0.334469,0.001307,6.548518,0.000032,0.014944,0.009281,1.825921,,0.000656,0.004505,0.020243,1.093136,0.00116,0.001253,0.001306,0.066417,0.006667,0.650059,0.0247,2.49248,,0.001502,,,,,,,,,1325.3,1419.28,,0.002132,0.053106,
10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,1.805196,0.000032,0.014944,0.009281,1.501843,,0.00054,0.003706,0.01665,0.899118,0.000954,0.001253,0.001074,0.054629,0.005483,1.467922,0.027275,2.050003,,0.001236,,,,,,,,,,,,0.001753,0.04368,
11/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01763,0.334469,0.001307,0.907872,0.000032,0.014944,0.009281,1.361458,,0.000489,0.003359,0.015094,0.815073,0.000865,0.001253,0.000974,0.049523,0.004971,0.4184,0.033059,1.848284,,0.00112,,,,,,,,,,,,0.001589,0.039597,
12/2010,0.057281,,0.003663,0.535394,0.153515,5.440906,0.256899,11.735828,0.070633,1.562345,88.112767,778.826372,1.952646,3.75533,0.219832,9.147568,61.595212,374.639944,653.40229,0.555228,60.790056,111.595276,271.960337,3.468843,161.392669,2.590303,193.989103,481.19266,2.38182,2162.246609,,,0.014495,0.030545,,,0.214147,,,2441.763473,0.159581,16.969531,0.251476,460.627559,7.735175,3.524921,24.942471,55.394831,19.967386,145.706314,0.006134,5.424899,62.421304,41.779197,14.016839,5136.63389,728.613784,1622.889507,3502.484287,4988.296124,148.337766,,,0.01763,0.334469,0.001307,3.739135,0.000032,0.014944,0.009281,1.975186,,0.00071,0.004873,0.021898,1.182497,0.001255,0.001253,0.001413,0.071847,0.007212,0.813186,0.06273,2.653934,,0.001625,,,,,,,,,1722.22,1436.33,,0.002306,0.057447,
01/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007116,0.001335,0.176161,0.006612,1.582102,0.010727,0.071667,0.067179,0.0961,0.001498,,0.006776,0.013878,2.726624,0.560175,0.006646,0.001152,0.05255,0.010702,0.435418,0.058767,1.877446,,0.000218,,,,,,,,,,,,,,
02/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006644,0.001335,0.176161,0.006612,18.728314,0.010727,0.071667,0.067179,0.089724,0.001399,,0.006327,0.012958,2.54571,0.523007,0.006646,0.001075,0.049064,0.009992,0.602079,0.066085,1.720406,,0.000203,,,,,,,,,,,,,,
03/2011,,0.050191,0.005823,0.009737,0.061047,4.422976,0.33367,7.487398,,2.444561,115.759288,639.477132,1.769946,2.901178,0.199365,3.247789,29.024822,45.54102,591.968653,0.705816,38.076607,69.794828,286.500891,3.436248,135.422515,1.968119,196.529595,288.772835,2.44754,1888.251366,0.000689,,0.062941,0.00406,0.000136,,0.183457,0.024919,,2143.505409,0.382644,0.005811,2.100542,383.21784,8.322283,0.133145,2.570907,474.816293,18.325544,109.417966,0.010963,7.331801,38.074064,21.182713,13.151593,4337.539136,594.783873,1301.414799,3027.668909,4213.303034,124.236102,,0.00722,0.001335,0.176161,0.006612,2.091957,0.010727,0.071667,0.067179,0.09751,0.00152,,0.006876,0.014082,2.766615,0.568391,0.006646,0.001168,0.053321,0.010859,0.462269,0.08257,1.834186,,0.000221,,,,,,,,,1559.94,1144.05,,,,
04/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006412,0.001335,0.176161,0.006612,6.196281,0.010727,0.071667,0.067179,0.086589,0.00135,,0.006106,0.012505,2.456758,0.504732,0.006646,0.001038,0.047349,0.009643,0.607845,0.081521,1.596722,,0.000196,,,,,,,,,,,,,,
05/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015462,0.001335,0.176161,0.006612,2.04965,0.010727,0.071667,0.067179,0.208816,0.003256,,0.014725,0.030156,5.924669,1.217202,0.006646,0.002502,0.114187,0.023255,0.743808,0.213548,3.772478,,0.000473,,,,,,,,,,,,,,
06/2011,0.008664,,0.005823,0.011655,0.100491,9.79541,0.424149,4.839566,0.661092,2.251781,58.397993,685.002413,2.096732,6.59007,0.409559,0.125555,39.79208,65.881575,496.984659,0.094546,39.108686,77.045639,142.429846,2.85689,115.65014,5.373849,168.066343,475.021591,5.98476,1630.133252,0.000938,,0.085583,0.00552,0.000186,,0.249455,0.033885,,1862.388535,0.036135,0.005528,1.008388,409.158977,11.316186,0.181043,13.011203,509.678173,15.184722,41.945397,0.021074,9.647697,52.977167,94.780772,11.082789,4552.902371,577.286674,1444.560882,3096.84426,4383.080649,169.821722,0.222515,0.006654,0.001335,0.176161,0.006612,1.571595,0.010727,0.071667,0.067179,0.089857,0.001401,,0.006336,0.012977,2.549497,0.523785,0.006646,0.001077,0.049137,0.010007,0.346386,0.096293,1.586177,0.005417,0.000204,,,,,,,,,1344.67,1507.39,,,,
07/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028322,0.007325,0.001335,0.176161,0.006612,2.420015,0.010727,0.071667,0.067179,0.098925,0.001543,,0.006976,0.014286,2.806766,0.57664,0.006646,0.001185,0.054095,0.011017,0.73578,0.109516,1.704487,,0.000224,,,,,,,,,,,,,,
08/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025668,0.006144,0.001335,0.176161,0.006612,7.164331,0.010727,0.071667,0.067179,0.082977,0.001294,,0.005851,0.011983,2.35428,0.483679,0.006646,0.000994,0.045374,0.009241,2.722736,0.093575,1.393663,,0.000188,,,,,,,,,,,,,,
09/2011,1.814334,1.18616,0.005823,1.246139,0.015366,17.441858,0.527976,4.36798,,3.739544,75.9517,939.205317,0.881487,7.443363,0.951857,0.793287,33.669432,36.422447,412.857447,0.446114,73.086053,54.625413,227.399738,1.831527,203.515838,2.645391,155.65972,498.84605,3.53086,2006.935085,0.000666,,0.060796,0.003921,0.000132,,0.177204,0.024071,,2213.884958,2.629777,1.426464,2.465763,493.195327,8.03865,0.128607,39.147098,637.728202,24.854207,71.707762,0.016163,10.288284,136.160487,90.72925,6.52863,5490.663872,748.669223,1795.793501,3686.703114,5369.578128,121.085744,0.051337,0.006796,0.001335,0.176161,0.006612,5.939251,0.010727,0.071667,0.067179,0.091776,0.001431,,0.006472,0.013254,2.603926,0.534967,0.006646,0.0011,0.050186,0.010221,1.326196,0.104273,1.500711,,0.000208,,,,,,,,,1790.58,1789.17,,,,
10/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025668,0.008124,0.001335,0.176161,0.006612,8.789911,0.010727,0.071667,0.067179,0.109716,0.001711,,0.007737,0.015845,3.112925,0.639539,0.006646,0.001315,0.059996,0.012219,1.651219,0.124095,1.743864,,0.000249,,,,,,,,,,,,,,
11/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027829,0.008456,0.001335,0.176161,0.006612,8.764495,0.010727,0.071667,0.067179,0.114192,0.001781,,0.008052,0.016491,3.239932,0.665633,0.006646,0.001368,0.062443,0.012717,1.686447,0.126704,1.760439,,0.000259,,,,,,,,,,,,,,
12/2011,,,0.005823,0.010708,0.239311,9.209817,0.648739,6.056346,16.450075,5.669062,75.554389,1191.810106,6.359064,15.825992,0.288541,0.489063,67.213692,21.125896,314.811503,0.134306,84.904843,96.491699,198.856339,11.730579,178.826738,4.101658,269.235481,485.023541,4.97988,2185.382664,0.000864,,0.078903,0.005089,0.000171,,0.229982,0.031239,,2543.627973,0.219116,0.009213,0.917874,551.556819,10.432787,0.16691,299.777596,727.502999,41.255424,117.919046,0.019181,7.345553,169.083421,22.760623,11.066192,6426.833717,992.292207,2112.113869,4304.120151,6270.602418,156.231299,0.025668,0.009721,0.001335,0.176161,0.006612,4.689883,0.010727,0.071667,0.067179,0.131279,0.002047,,0.009257,0.018959,3.724743,0.765235,0.006646,0.001573,0.071787,0.01462,2.03091,0.14059,1.95804,,0.000298,,,,,,,,,1849.52,1921.16,,,,
01/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00175,,,,,,,,,,,,,,,,,,,,,,,,,,0.316966,0.003513,0.028351,0.63541,0.051598,11.463331,0.000193,0.046902,0.610273,0.225085,,0.000398,0.061247,0.011849,0.047957,0.612087,0.024709,0.007348,0.047968,0.00668,0.84355,0.120673,1.714593,,0.006782,,,,,,,,,,,,,0.001355,
02/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001406,,,,,,,,,,,,,,,,,,,,,,,,,,0.316966,0.002821,0.028351,0.63541,0.051598,2.822483,0.000193,0.046902,0.610273,0.180768,,0.00032,0.049188,0.009516,0.038515,0.491573,0.024709,0.005901,0.038524,0.005365,1.467122,0.09158,1.329403,,0.005447,,,,,,,,,,,,,0.001088,
03/2012,0.05106,0.386694,0.012936,0.508533,0.513316,8.844127,0.774835,9.385626,0.128851,3.087252,82.207086,1097.039003,3.669392,12.234714,0.181894,1.301835,110.718659,71.333853,202.004665,1.686875,91.232488,111.597859,324.643588,5.731931,201.746465,9.226253,261.597875,662.117553,301.32408,2140.353174,0.000046,,0.000041,0.017815,,0.001572,0.008462,,,2537.573787,0.36807,0.011227,6.858558,522.105596,0.73748,0.046163,724.439836,91.856784,49.431924,191.425266,0.013392,9.975238,120.77447,23.918174,9.976274,6564.584367,920.318841,2001.12052,4562.680204,6422.813437,141.77093,0.498394,0.003154,0.028351,0.63541,0.051598,6.36132,0.000193,0.046902,0.610273,0.202096,,0.000358,0.054992,0.010638,0.043059,0.549571,0.024709,0.006598,0.043069,0.005998,0.771831,0.096654,1.435868,,0.006089,,,,,,,,,1710.11,2032.32,,,0.001217,
04/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004729,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00949,0.028351,0.63541,0.051598,2.630383,0.000193,0.046902,0.610273,0.608086,,0.001076,0.165465,0.03201,0.129561,1.653605,0.024709,0.019852,0.129591,0.018047,1.85304,0.274287,4.177658,,0.018322,,,,,,,,,,,,,0.00366,
05/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005202,,,,,,,,,,,,,,,,,,,,,,,,,,0.158483,0.01044,0.028351,0.63541,0.051598,2.117067,0.000193,0.046902,0.610273,0.668958,,0.001184,0.182029,0.035214,0.14253,1.819139,0.024709,0.021839,0.142564,0.019853,1.221462,0.285942,4.467161,,0.020156,,,,,,,,,,,,,0.004027,
06/2012,0.054913,0.386694,0.012936,1.092442,0.117548,15.439102,0.835528,11.722094,0.759178,2.02377,103.094253,1264.080323,7.661367,12.625734,0.227966,1.472831,87.065259,46.373336,134.29794,6.089094,106.286548,88.309289,276.133002,7.12517,266.008232,13.91483,325.869083,614.066665,4.26014,2283.180646,0.000146,,0.00013,0.056505,,0.005064,0.026842,,,2711.564963,0.949443,0.005713,1.476864,859.84324,2.339072,0.146417,195.80958,93.636979,47.387385,189.594479,0.036576,12.672945,228.802561,50.869734,27.173123,6941.590059,1297.130729,2931.127185,4007.977385,6494.986056,446.604003,0.158483,0.010163,0.028351,0.63541,0.051598,10.865851,0.000193,0.046902,0.610273,0.651192,,0.001152,0.177194,0.034279,0.138745,1.770826,0.024709,0.021259,0.138777,0.019326,2.120519,0.265477,4.253121,,0.01962,,,,,,,,,1763.85,1937.02,,,0.00392,
07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001656,,,,,,,,,,,,,,,,,,,,,,,,,,0.172891,0.003324,0.028351,0.63541,0.051598,2.87287,0.000193,0.046902,0.610273,0.213,,0.000377,0.057959,0.011212,0.045382,0.579223,0.024709,0.006954,0.045393,0.006321,6.476503,0.083407,1.369345,,0.006418,,,,,,,,,,,,,0.001282,
08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001834,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00368,0.028351,0.63541,0.051598,1.176382,0.000193,0.046902,0.610273,0.235811,,0.000417,0.064166,0.012413,0.050243,0.641255,0.024709,0.007698,0.050254,0.006998,6.813934,0.088757,1.494852,0.119476,0.007105,,,,,,,,,,,,,0.00142,
09/2012,0.862623,0.386694,0.012936,1.216563,0.081916,9.892089,0.817139,12.569109,0.236699,2.744147,158.201849,1467.594249,6.763164,19.904677,0.603236,3.49109,81.494279,113.719684,145.211025,3.430566,79.555497,86.583329,227.116736,17.657513,154.507209,9.507993,236.447966,591.029963,5.61058,2365.924806,0.000062,,0.000055,0.023817,,0.00283,0.011314,,,2710.563935,1.021325,0.03506,1.219678,1125.855071,0.985934,0.061716,964.115894,257.448948,45.993218,178.169211,0.023288,12.322578,295.526337,24.67137,12.959506,8020.145563,1536.270036,3013.35671,5005.741203,7826.685558,193.460005,0.172891,0.00568,0.028351,0.63541,0.051598,10.272311,0.000193,0.046902,0.610273,0.363953,,0.000644,0.099034,0.019159,0.077545,0.98972,0.024709,0.011882,0.077563,0.010801,4.199669,0.131819,2.279649,,0.010966,,,,,,,,,1947.54,2482.13,,,0.002191,
10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004199,,,,,,,,,,,,,,,,,,,,,,,,,,0.416885,0.008427,0.028351,0.63541,0.051598,3.783653,0.000193,0.046902,0.610273,0.539934,,0.000955,0.14692,0.028422,0.11504,1.468275,0.024709,0.017627,0.115067,0.016024,6.835817,0.188818,3.353385,,0.016268,,,,,,,,,,,,,0.00325,
11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004291,,,,,,,,,,,,,,,,,,,,,,,,,,0.097977,0.008612,0.028351,0.63541,0.051598,13.172689,0.000193,0.046902,0.610273,0.551807,,0.000976,0.150151,0.029047,0.11757,1.500563,0.024709,0.018014,0.117597,0.016376,2.483161,0.187607,3.417281,,0.016626,,,,,,,,,,,,,0.003322,
12/2012,0.022646,0.386694,0.012936,0.949002,0.547719,39.043808,0.719033,11.95594,8.189829,4.555199,150.027413,1549.523714,6.471684,13.977887,5.131643,3.768829,44.429683,76.713815,128.205305,2.80405,98.880101,129.630452,263.035895,8.987194,441.194641,5.138032,234.20399,548.993053,6.3017,2809.696577,0.000099,,0.000087,0.038055,,0.001609,0.018077,,,3108.392527,0.623199,1.574536,1.314136,949.244586,1.575326,0.09861,328.116317,100.189897,46.522502,161.96942,0.05576,15.058693,146.494162,27.934218,12.77924,7514.160596,1399.155409,3095.308759,4417.177901,7194.622576,319.53802,0.295787,0.003229,0.028351,0.63541,0.051598,5.848634,0.000193,0.046902,0.610273,0.206894,,0.000366,0.056297,0.010891,0.044081,0.562619,0.024709,0.006754,0.044092,0.00614,3.535254,0.068909,1.284978,,0.006234,,,,,,,,,2363.07,2108.23,,,0.001245,
01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003105,0.013597,,0.07217,3.507195,,,0.04352,0.128529,,0.000295,0.032449,0.000482,0.269576,0.110808,0.049939,0.000096,0.016308,0.004937,3.237935,0.07348,1.403161,,0.001642,,,,,,,,,,,,,,0.000177
02/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021887,0.00248,0.013597,,0.07217,9.66076,,,0.04352,0.102632,,0.000235,0.025911,0.000384,0.215259,0.088482,0.049939,0.000076,0.013023,0.003942,2.173905,0.057784,1.124921,,0.001311,,,,,,,,,,,,,,0.000141
