,AO: Imports: cif: Advanced Economies: Iceland,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Advanced Economies: Slovak Republic,"AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep."
08/2008,0.841234,0.000426,,0.5659,,0.000002,0.002284,0.023619,,,0.091584,10.665678,328.861571,9.16934,0.123219,0.000071,0.066369,0.117406,,,16.405345,0.434237,227.999819,0.388666,0.047333,0.536236,1.536306,7.198871,12.949629,23.806934,1.335902,16.815143,0.004415,0.002361,35.257069,10.816228,49.127499,8.663238,0.196367,0.016852,0.188123,2.888359,2.117828,5.564686,111.653091,294.319432,0.950636,4.218921,0.235302,27.274776,101.999362,8.24514,2.151841,9.903697,4.211372,87.098894,0.487267,22.580722,74.091491,36.533135,2.020629,88.032122,0.1056,98.112408,513.462448,0.013733,1.062404,0.028655,0.037744,0.019137,0.030943,0.017859,16.584815,0.003692,0.01534,,0.027551,1.63876,0.001221,245.714,0,,,,40.3656,,,0.000714,,0.000614,,0.000614,0.014597,,,,0.001021,0.000614,0.00011,
09/2008,0.841234,0.000426,,0.542936,,0.000001,0.235273,0.023619,,,0.091584,10.473383,343.016277,0.228936,0.478494,0.000196,0.052272,0.019823,,,16.405992,0.491189,245.196711,0.10504,0.047333,0.510224,1.491575,6.984521,25.543126,29.475618,1.268196,12.064034,0.004415,0.002246,34.647589,10.231695,39.266634,20.859438,0.123726,0.016247,0.180596,2.841522,1.004274,24.563993,67.410198,352.417381,7.083747,6.355412,0.414973,37.062831,133.637604,12.038626,3.506646,10.32808,5.411397,237.534807,0.009032,31.45387,28.024759,70.628704,1.61447,118.144296,0.539566,75.251929,216.511193,0.013733,1.010868,0.028655,0.037744,0.018209,0.029442,0.016993,26.566343,0.003692,0.01534,,0.026215,0.95082,0.001162,239.167,0,,,,25.5045,,,0.00068,,0.000584,,0.000584,0.013889,,,,0.000971,0.000584,0.000105,
10/2008,0.841234,0.000426,,0.587196,,0.000002,0.041557,0.023619,,,0.091584,11.77041,326.309663,0.020701,0.79704,,0.02023,0.062717,,,42.12778,1.528601,192.836829,0.209802,0.047333,0.685676,2.04708,9.579099,37.055366,20.480296,1.290699,13.635383,0.004415,0.003019,38.758516,13.664518,55.043751,11.109696,0.099745,0.022138,0.172589,2.791695,3.355763,18.149229,33.688862,380.331366,2.875145,6.943207,0.83672,32.55862,210.626674,13.389331,5.397299,14.14162,9.309364,95.576987,0.00476,17.851201,37.576109,58.503282,15.523225,104.821578,0.642339,79.748236,458.727985,0.013733,1.358476,0.028655,0.037744,0.02447,0.039566,0.022836,20.757159,0.003692,0.01534,,0.035229,1.08332,0.001562,,0,,,,19.4107,,,0.000914,,0.000785,,0.000785,0.018665,,,,0.001305,0.000785,0.000141,
11/2008,0.841234,0.000426,,2.18649,,0.000002,0.743534,0.023619,,,0.091584,10.941453,321.013176,0.016757,0.327312,,0.04669,0.112544,,,16.400988,3.054089,215.730976,0.237587,0.047333,0.573541,1.750205,8.184106,17.721583,21.284973,1.409062,13.461762,0.004415,0.002525,36.131138,11.353696,50.355513,4.742831,0.137238,0.018789,0.164071,2.738687,2.653809,18.244487,63.172367,347.521456,2.101932,0.065394,0.518814,31.201491,297.251483,12.315186,3.447159,23.246569,6.810427,81.936362,0.01634,15.655354,27.010499,43.049302,2.265577,103.720517,0.608568,38.338223,169.148965,0.013733,1.136312,0.028655,0.037744,0.020468,0.033096,0.019102,20.234065,0.003692,0.01534,,0.029468,1.8762,0.001306,,0,,,,18.7816,,,0.000764,,0.000657,,0.000657,0.015612,,,,0.001092,0.000657,0.000118,
12/2008,0.841234,0.000426,,1.636065,,0.000002,0.140116,0.023619,,,0.091584,12.589596,401.443521,,1.055609,0.024903,0.039615,0.293652,0.113496,,16.414422,0.500893,276.694246,0.129048,0.047333,0.796489,2.486544,11.618906,20.004541,24.164988,1.277344,13.275678,0.004415,0.003507,41.354925,15.654634,58.928574,4.377491,0.324401,0.026492,0.155008,2.682297,2.117661,27.322836,63.409771,366.603206,6.829363,11.007138,0.720199,43.189056,189.829645,11.919352,8.782216,11.315088,2.193753,87.034485,0.006141,21.120071,47.845087,62.210859,1.370599,86.996289,0.715207,69.447627,232.195355,0.013733,1.578022,0.028655,0.037744,0.028425,0.045961,0.026527,30.563391,0.003692,0.01534,,0.040923,1.17872,0.001814,,0,,,,29.2317,,,0.001061,,0.000912,,0.000912,0.021681,,,,0.001516,0.000912,0.000164,
01/2009,0.856329,0.000426,,0.143515,,0.000002,,0.023619,,,0.091584,12.263811,311.949915,0.014909,0.453663,0.009141,0.082474,0.057671,0.051632,,16.826492,0.034764,200.899757,0.077554,0.047333,0.752419,2.405237,11.230752,11.188499,18.983439,1.36423,6.918534,0.004415,0.003313,40.322347,14.675415,62.04985,9.233527,0.103255,0.025428,0.145368,2.622306,0.571296,12.18372,11.948054,266.765702,1.868616,47.27747,0.297994,26.744523,167.219643,14.100771,1.993852,7.270598,2.08329,76.469995,0.001287,17.326381,26.715243,41.979847,2.023914,74.469044,0.254283,103.384472,130.46498,0.013733,1.49071,0.028655,0.037744,0.026852,0.043418,0.025059,14.446639,0.003692,0.01534,,0.038659,1.0653,0.001713,,0,,,,12.9574,,,0.001002,,0.000862,,0.000862,0.020482,,,,0.001432,0.000862,0.000155,
02/2009,,0.000426,,,,0.000002,,0.023619,,,0.091584,12.246548,291.675689,,0.383283,,0.146284,0.044383,,0.000965,1.411354,0.032473,176.259454,0.149562,0.047333,0.729904,2.378355,11.1392,16.762519,12.450609,,8.809655,0.004415,0.003214,39.115781,14.104832,61.068378,3.374008,0.075921,0.024816,0.136334,2.594762,1.489886,10.553848,42.751729,299.837518,3.040926,1.609968,0.012035,25.016025,282.098378,8.945527,4.453967,16.013316,3.519934,66.923988,0.119836,58.745706,35.248875,43.639577,0.580678,63.38956,0.622079,108.181347,120.467112,0.013733,1.446103,0.028655,0.037744,0.026049,0.042119,0.024309,12.736424,0.003692,0.01534,,0.037502,1.38648,0.001662,,0,,,,11.3468,,,0.000973,,0.000836,,0.000836,0.019869,,,,0.001389,0.000836,0.00015,
03/2009,,0.000426,,1.896934,,0.000002,0.03128,0.023619,,,0.091584,16.869653,359.846454,0.095165,0.33819,,0.07831,0.132859,0.245446,0.090718,0.501145,0.122713,230.81557,0.093801,0.047333,0.831183,2.749531,12.962004,7.877946,11.456844,0.918569,12.618237,0.004415,0.003659,44.543325,15.887391,74.659885,5.642097,0.161966,0.028163,0.127871,2.599558,1.114503,10.560592,22.660965,330.524623,2.298739,0.54962,0.223503,29.934019,112.318217,18.776025,3.715109,7.900727,6.851169,209.935588,0.117893,33.606139,33.488917,53.187359,1.726924,102.184302,0.80506,60.727011,168.213441,0.013733,1.646758,0.028655,0.037744,0.029663,0.047963,0.027683,13.026726,0.003692,0.01534,,0.042705,0.99852,0.001893,,0,,,,11.5717,,,0.001107,,0.000952,,0.000952,0.022626,,,,0.001582,0.000952,0.000171,
04/2009,,0.000426,,0.579322,0.012513,0.000001,0.011645,0.023619,,,0.091584,8.323526,285.290274,0.060637,0.0311,,0.030559,0.061916,,,0.748532,0.086002,188.918002,0.089316,0.047333,0.49547,1.65638,7.890106,15.301939,8.768598,,4.308085,0.004415,0.002181,26.552369,9.349866,56.852748,14.471592,0.245368,0.016548,0.119947,2.636713,0.740251,16.633856,20.112514,294.969324,1.23901,0.272229,0.107341,26.363401,88.603586,11.081991,3.625001,7.143241,4.206757,51.209287,0.055055,40.674933,18.124335,96.501493,1.022218,77.74159,0.178492,118.261534,200.554746,0.013733,0.981636,0.028655,0.037744,0.017682,0.028591,0.016502,18.017438,0.003692,0.01534,,0.025457,1.9345,0.001128,,0,,,,16.2236,,,0.00066,,0.000568,,0.000568,0.013487,,,,0.000943,0.000568,0.000102,
05/2009,,0.000426,,0.974957,0.034018,0.000002,0.138701,0.023619,,,0.091584,10.518733,412.28379,,0.051292,0.009546,0.039931,0.00171,,,0.812929,0.079501,187.968807,0.064564,0.047333,0.55221,1.861909,8.980699,24.389591,10.093858,0.612054,8.355047,0.004415,0.002431,29.593079,10.27213,168.783466,6.165463,0.229242,0.018062,0.112533,2.706369,1.230321,8.020464,28.953669,305.831308,2.918877,0.500561,0.021459,19.944409,59.321609,14.490487,12.767054,14.834232,9.45575,90.949891,0.335188,22.887666,22.455908,35.797499,1.012106,99.845733,0.194744,96.21817,125.974545,0.013733,1.094051,0.028655,0.037744,0.019707,0.031865,0.018391,9.400669,0.003692,0.01534,,0.028372,0.66356,0.001258,,0,,,,7.84388,,,0.000736,,0.000633,,0.000633,0.015032,,,,0.001051,0.000633,0.000114,
06/2009,,0.000426,30.292182,0.579712,,0.000002,0.002719,0.023619,,,0.091584,8.954746,290.173476,,0.672199,,0.499632,0.111844,,0.001226,0.45801,0.530753,180.315415,0.219419,0.047333,0.54322,1.843051,9.022981,7.87012,7.23988,29.71848,9.265202,0.004415,0.002392,29.111321,9.943699,41.153533,5.151719,0.228812,0.017263,0.105598,2.808793,2.416017,11.041897,74.855511,276.288678,2.842114,1.323387,0.145893,22.259976,94.972438,13.624764,5.567303,9.625577,9.955055,87.775623,0.001119,30.7146,20.036939,49.483981,1.649626,62.310088,0.266712,74.081051,129.010264,0.013733,1.07624,0.028655,0.037744,0.019386,0.031346,0.018092,13.28063,0.003692,0.01534,,0.02791,1.05258,0.001237,,0,,,,13.0385,,,0.000724,,0.000622,,0.000622,0.014787,,,,0.001034,0.000622,0.000112,
07/2009,,0.000426,,0.641031,0.301544,0.000002,0.04145,0.023619,,,0.091584,11.977156,216.812937,0.02983,0.879281,,0.031283,0.123728,,0.026839,0.632865,0.179173,131.20543,0.261565,0.047333,0.685764,2.336116,11.635389,8.423368,18.924065,9.18057,8.866519,0.004415,0.003019,36.750295,12.329719,31.670779,5.519805,0.182362,0.020993,0.099118,2.944377,0.790311,13.666698,23.884496,351.064723,3.053549,0.016578,0.005145,28.487159,43.959677,15.860561,3.940611,25.270928,10.110732,123.309086,0.005751,66.479449,29.970293,44.989101,2.23879,61.949533,0.708083,116.332621,134.46456,0.013733,1.358651,0.028655,0.037744,0.024473,0.039571,0.022839,16.478948,0.003692,0.01534,,0.035234,0.84694,0.001562,,0,,,,15.1712,,,0.000914,,0.000786,,0.000786,0.018667,,,,0.001305,0.000786,0.000141,
08/2009,,0.000426,,,0.213103,0.000002,0.291847,0.023619,,,0.091584,12.675415,240.772225,0.016209,11.314337,0.020204,0.031304,0.030492,,,0.657178,1.281702,157.312775,0.598608,0.047333,0.757327,2.582268,13.124779,12.5257,82.375264,0.577588,7.901238,0.004415,0.003334,40.585362,13.344153,31.91619,3.894736,0.422848,0.022066,0.093067,3.11364,0.263575,27.451467,30.377726,290.713753,1.961059,1.067188,0.013488,53.800736,39.721588,3.766455,9.383917,7.192014,4.891926,65.906941,0.085868,15.786464,34.802894,34.628933,0.89268,69.678092,1.588143,36.180134,191.36745,0.013733,1.500433,0.028655,0.037744,0.027027,0.043701,0.025223,41.091026,0.003692,0.01534,,0.038911,0.50456,0.001725,,0,,,,46.1657,,,0.001009,,0.000867,,0.000867,0.020615,,,,0.001441,0.000867,0.000156,
09/2009,,0.000426,,0.700441,,0.000002,0.003341,0.023619,,,0.091584,15.97608,477.566242,0.032869,0.047431,,0.04517,0.04624,0.340246,,0.966057,0.197241,138.190173,0.179405,0.047333,0.825807,2.808177,14.61617,14.170273,5.206066,,8.480854,0.004415,0.003636,44.255236,14.223216,283.687433,3.14117,0.247185,0.022552,0.087421,3.317231,2.562792,9.940348,17.864287,307.127482,2.772929,,0.000092,28.055232,32.791025,3.59878,5.050332,36.033778,18.061997,103.273011,0.287429,90.096658,33.506304,39.518469,5.01662,69.11555,0.334317,44.825699,152.182294,0.013733,1.636108,0.028655,0.037744,0.029471,0.047653,0.027504,12.041756,0.003692,0.01534,,0.042429,2.50902,0.001881,,0,,,,9.74281,,,0.0011,,0.000946,,0.000946,0.022479,,,,0.001572,0.000946,0.00017,
10/2009,0.020202,0.000426,,1.779214,,0.000003,0.014531,0.023619,,,0.091584,16.109027,272.952588,0.067553,0.342448,,,0.408317,,,0.977291,0.555568,177.843536,0.483245,0.047333,0.961603,3.247682,17.378787,5.794758,4.305195,0.620691,10.033688,0.004415,0.004234,51.532583,16.141656,40.234638,2.681164,0.353026,0.024128,0.08216,3.555929,2.749464,10.91633,35.65873,355.472645,1.922917,0.42595,0.083045,30.435126,66.564584,5.721732,16.101738,10.243687,9.87541,103.307496,0.015137,15.555976,30.329996,96.974309,1.546466,73.305908,2.188808,63.18521,130.618011,0.013733,1.90515,0.028655,0.037744,0.034317,0.055489,0.032026,14.282553,0.003692,0.01534,,0.049406,1.10452,0.00219,,0,,,,12.1867,,,0.001281,,0.001101,,0.001101,0.026176,,,,0.00183,0.001101,0.000198,
11/2009,,0.000426,,0.671558,,0.000002,0.0073,0.023619,,,0.091584,12.659126,445.89372,0.362672,1.50415,,0.045794,0.168285,0.146097,,0.245373,0.177898,117.098599,0.29501,0.047333,0.774665,2.585005,14.29079,5.592659,5.658418,4.873658,11.981383,0.004415,0.003411,41.514532,12.629433,275.545604,3.978144,0.231341,0.017359,0.077263,3.830649,1.710015,7.643974,40.771336,348.206047,2.042377,0.16529,0.066687,24.362377,61.394918,5.969395,13.854715,13.895424,15.058179,164.38951,0.00092,63.644666,35.040079,57.763535,4.843494,68.188652,0.567154,47.251252,218.710255,0.013733,1.534784,0.028655,0.037744,0.027646,0.044701,0.0258,11.668171,0.003692,0.01534,,0.039802,0.45368,0.001764,,0,,,,9.68685,,,0.001032,,0.000887,,0.000887,0.021087,,,,0.001474,0.000887,0.000159,
12/2009,,0.000426,,1.286334,,0.000001,0.004748,0.023619,,,0.091584,6.35084,288.2467,0.006899,2.226787,0.021997,0.087797,0.037669,0.559481,,0.376169,0.470003,207.955233,0.473691,0.047333,0.383979,1.260792,7.231032,6.652242,6.729557,0.62368,12.763258,0.004415,0.001691,20.577522,6.058133,44.184806,2.537075,0.941613,0.007426,0.072711,4.142443,1.628362,38.743939,45.497039,277.235912,1.16143,,1.587898,48.798806,95.089673,4.101393,7.962848,5.28663,11.632901,116.812753,0.066162,37.685116,19.531686,92.276122,3.221961,77.970091,0.820253,129.284752,245.673026,0.013733,0.760747,0.028655,0.037744,0.013703,0.022157,0.012788,42.430578,0.003692,0.01534,,0.019728,0.99746,0.000874,,0,,,,38.9361,,,0.000512,,0.00044,,0.00044,0.010452,,,,0.000731,0.00044,0.000079,
01/2010,,,,0.475668,,0.006953,0.015326,,,,0.080027,1.014269,384.910565,,0.22928,,0.053082,0.000074,0.006303,,1.582327,0.061321,180.4912,0.359433,,0.081704,1.35334,8.071062,5.931396,3.813993,0.083618,8.8758,,0.000691,12.504783,6.383624,173.150956,1.337358,0.288263,0.006739,0.068488,4.492504,2.181347,6.378508,14.976694,202.036164,2.635828,0.172108,0.186737,8.24798,25.868873,2.694005,2.950288,1.53545,22.515064,183.145962,0.148229,30.047344,18.648932,86.910406,3.21724,94.692457,0.215304,70.619826,89.647917,0.001221,0.083884,0.030093,0.025292,0.000215,0.04875,0.001087,7.233711,,0.048538,,0.012853,2.5758,,,0,,,,6.30119,,,0.000255,,,0.0033,,,,,,,,0.000512,
02/2010,,,,,,0.00693,0.017924,,,,0.080027,1.010854,265.770772,0.281189,3.19277,,0.025357,0.01625,0.090708,,0.868971,0.045781,158.711518,0.080596,,0.081427,1.325661,8.172426,11.539168,6.531373,0.003114,26.991953,,0.000688,21.678953,27.682053,30.076744,2.507293,0.991753,0.005487,0.065348,4.767361,3.521029,5.618424,13.8216,226.975151,1.262732,0.08243,0.205434,10.466214,82.468594,7.014922,8.13976,20.516972,8.024291,114.333769,,14.653141,19.121106,64.241469,4.936191,83.29896,0.203112,65.167234,120.596921,0.001221,0.083599,0.030093,0.025292,0.000214,0.048584,0.001083,9.45536,,0.048538,,0.012809,0.19928,,,0,,,,8.04774,,,0.000254,,,0.003289,,,,,,,,0.00051,
03/2010,0.060935,,,0.417056,0.084565,0.00805,0.002895,,,,0.080027,6.405655,188.507304,0.605571,0.078072,,0.102283,0.026589,0.106222,,2.674096,0.087587,99.039725,0.52761,0.219171,0.094595,1.514187,9.595891,9.058346,7.463409,0.089185,9.452571,,0.0008,11.629118,27.85289,31.230481,1.992365,0.374901,0.005105,0.063281,4.968066,2.945489,9.929564,32.508004,244.548896,1.498766,0.021434,0.122512,17.852712,46.810687,12.21199,4.23752,26.312075,50.676827,186.990963,0.302692,24.702061,22.34485,63.17956,1.504065,73.842546,1.02621,74.243225,157.293881,0.001221,0.097119,0.030093,0.025292,0.000249,0.056441,0.001258,11.447057,,0.048538,,0.014881,1.09286,,,0,,,,9.62697,,,0.000295,,,0.00382,,,,,,,,0.000593,
04/2010,,,,0.994103,,0.008085,0.000216,,,,0.080027,1.191424,196.838983,0.605537,0.372004,,0.107764,0.133875,,,0.431053,0.117714,137.22738,0.393528,,0.094998,1.495331,9.680675,9.459847,5.43443,,7.776969,,0.000803,10.402102,5.465768,25.005326,1.972276,0.429861,0.004035,0.062278,5.095388,0.84306,44.907388,33.103812,187.550375,1.054111,0.142108,5.105973,47.88382,34.380654,5.640711,3.778871,5.8796,6.262747,120.222731,0.096649,16.887272,14.739929,109.14972,1.46461,94.823135,1.289264,128.849248,153.231465,0.001221,0.097532,0.030093,0.025292,0.00025,0.056682,0.001264,46.692396,,0.048538,,0.014944,0.52894,,,0,,,,42.7743,,,0.000296,,,0.003837,,,,,,,,0.000595,
05/2010,,,,0.52864,,0.007292,0.00458,,,,0.080027,1.068823,187.639453,1.221549,0.242217,0.047918,0.104212,0.085238,1.417644,,1.327613,0.14987,142.638736,0.269331,,0.085679,1.326324,8.717848,7.017929,5.2862,0.058739,6.565683,,0.000724,12.706003,5.242676,15.746211,1.809803,0.046471,0.002816,0.062336,5.149815,2.570641,3.223024,19.39723,200.307179,1.642149,0.028888,8.435104,6.428597,46.674372,4.268727,4.061232,3.785204,30.997156,156.235514,,28.628628,23.554965,36.158686,5.177379,68.962155,1.298463,73.411918,139.869468,0.001221,0.087965,0.030093,0.025292,0.000226,0.051122,0.00114,5.359774,,0.048538,,0.013478,0.73458,,,0,,,,3.65994,,,0.000267,,,0.00346,,,,,,,,0.000537,
06/2010,,,,0.509476,,0.007418,0.00072,,,,0.080027,2.180328,249.96298,6.653144,2.349403,,0.028417,0.004809,,,0.74637,0.076174,145.388949,1.217347,0.156204,0.087169,1.327222,8.809181,7.857472,5.475059,,7.25435,,0.000737,20.812602,6.089522,72.740596,1.424856,0.213532,0.002169,0.063454,5.131556,2.328244,8.513754,47.235147,169.14953,0.616735,0.036881,0.035343,21.190811,25.854005,36.49632,14.868454,3.600014,54.655888,152.307558,0.134522,39.025448,15.714913,63.686274,0.875688,72.705012,1.401759,115.854631,116.077546,0.001221,0.089494,0.030093,0.025292,0.00023,0.05201,0.00116,19.010483,,0.048538,,0.013712,1.01124,,,0,,,,10.6782,,,0.000272,,,0.00352,,,,,,,,0.000546,
07/2010,,,7.513466,0.489197,,0.009115,0.044324,0.51024,,,0.080027,1.899686,199.743007,13.132262,0.553594,0.482576,0.12281,0.128075,0.022484,,1.451144,0.07649,151.877902,1.397591,,0.107107,1.604145,10.691152,8.402216,32.821882,0.043165,6.187782,,0.000906,21.260913,5.731849,14.340514,2.208779,0.541976,0.001987,0.065638,5.040539,2.202514,8.216777,27.106031,198.453245,1.41157,0.098544,13.732558,26.103058,30.569126,3.313567,4.971427,4.708721,17.312524,150.328403,0.12682,18.911414,24.89047,48.335435,2.70202,52.203923,1.930932,24.796422,128.733629,0.001221,0.109965,0.030093,0.025292,0.000282,0.063907,0.001425,24.203372,,0.048538,,0.016849,4.44034,,,0,,,,10.2299,,,0.000334,,,0.004326,,,,,,,,0.000671,
08/2010,1.709318,,,1.049706,,0.00999,0.000009,,,,0.080027,1.687096,209.197683,1.393754,1.184809,3.66611,0.080775,0.186081,,0.001482,1.275259,0.106923,158.30827,0.907073,0.028118,0.117383,1.728916,11.485389,15.08458,37.49322,0.093269,3.624221,,0.000992,18.541699,5.741588,12.578607,2.066416,0.207931,0.001678,0.068894,4.876417,0.315358,9.067487,23.084374,181.008113,1.26671,0.126794,12.682128,18.395457,22.105366,23.001597,8.201383,1.848881,9.938549,162.878263,0.048306,16.886466,28.873913,99.890517,1.062986,51.043415,1.063797,66.922453,148.563194,0.001221,0.120515,0.030093,0.025292,0.000309,0.070038,0.001561,16.708361,,0.048538,,0.018465,1.40238,,,0,,,,10.886,,,0.000366,,,0.004741,,,,,,,,0.000736,
