,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Other Countries Not Elsewhere Classified,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Advanced Economies,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Advanced Economies: New Zealand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro
03/1988,,0.64636364,-0.35963636,-0.74554545,0.36363636,,0.37609091,,-0.19090909,,,,0.11009091,,4.96363636,-3.10818182,,0.012,0.05454545,,0.54545455,,-97.2787879,,-1.15943182,,-2.31,1.63181818,-77.23167169,-31.30181818,-18.8876844,6.82422727,,-25.70172727,10.06881818,,,-0.649,,,,,-3.90181818,,,,,,,,,-1.0999096,,,,0.56545455,-9.17021714,-0.0825,-0.352,,,,3.15166315,-10.1457178,3.15166315,,0.00909091,-0.61271415,,,,-97.78557787,,0.50678997,0.01818182,,,,,,,-0.264,,-0.66,,-4.52618496,,-17.17909091,,,-2.64,,7.45,-0.55,4.43316315,,,,,
06/1988,,0.84727273,-0.59251648,-0.21081818,0.27272727,,-0.054,,-0.35818182,,,,0.07272727,,-0.58636364,-2.81181818,,-0.00090909,0.05454545,,,,-119.08040182,0.01363636,-1.15943182,,-2.2,0.75636364,-84.25242557,-33.46363636,-33.66854442,-3.4671983,,-23.31081818,0.14475624,,-0.33,-1.617,,,,,-3.74818182,,,,,,,,,-2.69054399,,,,-0.19090909,-6.39909091,-0.0825,-0.065,,,,1.41175406,-23.73810554,1.41175406,,-0.165,-0.38408643,,,,-119.58269733,,0.50229551,-0.077,,,,,,,-0.297,,-0.33,,-2.86647512,,-15.51,,,-16.94,,3.57454545,-1.32190909,4.43316315,,,,,
09/1988,,0.30636364,-0.33368585,-0.88763636,0.63636364,,0.03545455,,-0.80272727,,,-0.14133746,0.02836364,,-0.38,-1.98454545,,-1.04445455,0.08181818,,0.34454545,,-85.37563073,0.00181818,-1.15943182,,-3.63,1.24909091,-77.74375058,-33.14818182,-6.47244833,-2.79270513,,-16.97772727,-3.17929604,,-0.11,,,,,,-0.20272727,,,,,,,,,-2.19029349,,,,-0.39181818,-5.72,-0.0825,-0.847,,,,4.20766315,-10.13579276,4.20766315,,-0.165,-0.34401774,,,,-85.87544566,,0.49981493,0.00909091,,,,,,-0.00306418,-0.154,,-0.55,,-2.47241734,,-15.51,,,-3.41,,0.82818182,-0.143,4.43316315,,,,,
12/1988,,0.61272727,-0.14691615,-0.27636364,0.34454545,,0.37945455,,2.80909091,,-0.077,-0.12312774,0.21818182,,4.82,-1.34818182,,-0.636,0.04545455,,0.54545455,,-47.68272163,,-1.15943182,,-2.53,0.97636364,-41.9681348,-23.74545455,-4.55515501,13.62391066,,-16.71272727,10.61695611,,-0.11,0.11590909,,,,,2.36545455,,,,,,,,,-1.34319768,,,,-1.81727273,-4.62,-0.0825,-0.055,,,,4.05911769,-10.65839296,4.05911769,,,-1.2055775,,,,-48.17322947,,0.49050783,0.04545455,,,,,,0.00645371,-0.253,,-0.55,,-2.85807149,,-6.93,,,-4.4,,3.94272727,-0.40745455,4.43316315,,,,,
03/1989,0.03435399,1.45454545,-0.22732099,0.13636364,0.18181818,,0.33972727,,1.98636364,,0.00909091,-0.03105967,0.29090909,,0.77272727,0.28272727,,-0.395,0.03636364,,0.43545455,,-44.09347508,,0.44033864,,-1.2731739,0.85181818,-37.46403693,-17.71,-7.06977679,11.22615515,,-26.45690909,10.80915515,,,-0.69863147,,,,,0.11545455,,,,,,,,0.00143079,-0.51967985,,,,0.10716364,-2.2,-0.22,-0.979,,,,1.29029267,-9.25105946,1.29029267,,,-0.68937828,,,,-44.70553679,,0.6120617,0.01818182,,,,,,,-0.121,,-0.07261454,,-4.50597273,,-2.42,,,-2.36484485,,6.19636364,-0.07781818,2.28674232,,,,,
06/1989,-0.03937227,0.61272727,-0.38987294,-1.35727273,0.23940486,,-0.08263636,,0.57909091,,0.04545455,-0.03585387,0.23636364,,0.69090909,-1.51090909,,0.06363636,0.02569997,,0.27272727,,-60.98268674,,0.44033864,,-1.2931457,-0.30090909,-52.02673086,-27.42818182,-9.39629452,4.46266935,,-19.60581818,5.91762819,,-0.01909091,-0.63906351,,,,,-0.87454545,,,,,,,,,-1.02350419,,,,0.21486364,-3.09909091,-0.22,-2.83990909,,,,1.02158783,-11.38663658,1.02158783,,-0.011,-0.59397357,,,,-61.58998491,,0.60729817,0.03636364,,,,-0.51718189,,,-0.077,,-0.0648054,,-4.59822627,,-4.4,,,-2.17821806,,5.39272727,0.11109091,2.28674232,,,,,
09/1989,,2.3066202,0.0505368,0.24081288,0.59655153,,0.25605431,,2.49148596,,-0.00975332,-0.2785829,0.30445602,,4.87755028,-1.54069501,,0.09571115,0.15032428,,0.76811537,,-53.93967434,0.00495388,1.71590575,,-1.40793826,2.57583315,-56.27785303,-44.71891001,0.62227294,17.63824234,,-12.83043464,16.97427719,,-0.11237,-0.39620733,,,,,0.46183852,,,,,,,,0.00001325,-0.59111003,,,,-1.04603783,-12.54991408,-0.14666667,-0.19619235,,,,10.21421283,-11.72641464,10.21421283,,0.00291405,-0.85894996,,,,-55.49803505,,1.55836071,0.02331238,,,,-0.50381255,,0.00206871,,,-0.3124,,-8.05599433,,-4.89620632,,,-1.71676397,,7.90883263,-0.08960167,11.35050105,,,,,
12/1989,0.020124,1.47043269,-0.76727315,0.12992221,0.42733889,,0.19515661,0.00378699,5.07088844,,-0.00516022,-0.49948237,0.30153639,,1.58350813,-2.20355386,,-0.66565945,0.21869838,,0.37724583,,-92.05185571,,0.44033864,,-2.20579608,0.40741118,-67.998941,-29.93747083,-24.49325335,7.49224242,,-31.23997928,8.59079227,,0.07876194,-0.91616144,,,,,-0.96545508,,,,,,,,,-1.12089997,,,,-0.74458182,-3.69809404,-0.22,-2.78559333,,,,-0.33612757,-25.69078564,-0.33612757,,,-0.44561635,,,,-92.65040694,,0.59855124,0.00637446,,,,-0.53559027,,,,,-0.4961,,-15.93783978,,-9.2620198,,,-4.90473622,,3.90439886,-0.95111818,2.28674232,,,,,
03/1990,0.05838154,0.53618237,-0.59823586,0.11964573,0.30959905,,0.2581849,0.00043149,2.5582372,,-0.00816614,-0.69313554,,,0.16075207,-2.27705414,,-0.22546044,0.0655154,,0.40161275,,-91.20073542,,0.14911818,,-1.30219652,0.19008798,-66.37699621,-28.1360164,-24.97285739,0.72774424,,-24.03524813,3.79970401,,0.01422554,0.81481818,,,,,-3.32911622,,,,,,,,,-0.94825988,,,,0.19181818,-4.06960399,,-0.55523809,,,,0.20502336,-26.18832351,0.20502336,,,-0.11737,,,,-91.50787771,,0.3071423,0.04706835,,,,-0.3106275,,,-0.09544469,,-0.33220855,,-19.50811686,,-10.50066409,,,-4.63168544,,3.88615873,-0.71703636,0.41786905,,,,,
06/1990,0.00191991,0.54255486,-0.28937849,0.09799855,0.11355653,,-0.0882447,,3.52890238,,,-0.32165388,0.01381597,,0.36181973,-3.90414233,,-0.14794709,-0.17258685,,0.23185194,,-80.16927334,,-1.15608182,,-1.48072232,0.56583907,-57.88877318,-34.99000061,-21.12441834,9.05057235,,-17.81280642,7.56054745,,0.44292145,-0.3201,,,,,1.84864675,,,,,,,,,-1.23940938,,,,-0.13818182,-3.83304684,,-1.51334402,,,,-0.11256867,-20.68718689,-0.11256867,,,-0.21807023,,,,-80.46989626,,0.30062292,0.03435684,,,,-0.38393368,,,-0.21632462,,-0.24591198,,-11.84999022,,-10.03705025,,,-5.40413645,,7.54280446,0.00761818,0.58384683,,,,,
09/1990,0.00819237,0.24906099,-0.22755806,0.0592711,0.31069928,,0.05987239,0.00005994,-0.69500012,,,-0.27793876,0.31154648,,-1.00952862,-3.73758741,,0.0918319,-0.36067135,,0.44723305,,-77.46451478,,,,-2.13850155,1.06258033,-61.73372994,-29.38726358,-15.73078485,-1.18432474,,-14.97209689,-1.07334913,,-0.04524242,-0.0253,,,,,-0.08176039,,,,,,,,0.00004407,-0.57889269,,,,-0.19090909,-5.50113689,,-0.6755957,,,,0.29519332,-16.77601734,0.29519332,,,-0.67520848,,,,-78.03066631,,0.56615153,0.01661535,,,,-0.39978689,,,-0.16352395,,-0.2976006,,-9.95419911,,-9.49183708,,,-4.43104089,,3.76633911,-0.0613,0.78158021,,,,,
12/1990,0.10310107,1.21852832,-0.51696187,0.18327319,0.5191974,,-0.71282835,0.00090238,-1.28773142,,-0.01825886,-0.33051473,0.64241768,,1.75289091,-3.45292873,,-0.01763245,-0.01318927,,0.6668125,,-100.3625278,,,,-2.90816729,1.16669491,-77.08465143,-38.61657532,-23.27787637,1.01180762,,-22.9997283,0.33685021,,0.03617473,-0.22715455,,,,,1.39841923,,,,,,,,,-1.36375592,,,,-0.24818182,-4.95074208,,-1.14948256,,,,-0.17061689,-26.57491596,-0.17061689,,,-0.98313024,,,,-100.87552256,,0.51299477,0.01734534,,,,-0.52983087,,,-0.27449881,,-1.39410546,,-10.55952282,,-10.29319402,,,-10.85042015,,1.5762254,-0.24266364,0.82903216,,,,,
03/1991,0.13632886,0.83512085,-0.56419284,-0.0777076,0.33430887,,0.33642099,0.00310884,-0.77529751,,,-0.57172784,0.50478578,,2.22333285,-3.6681251,,-0.85298077,-0.36835112,,0.37990949,,-54.8042087,,,,28.05597562,0.40982719,-37.89616601,-30.89526545,-16.90804268,3.87301226,,-21.17208163,2.44250369,,0.04479203,-0.6105,,,,,0.75977871,,,,,,,,,-0.71584584,,,,-0.48272727,-4.10106457,,-1.0900307,,,,-2.03558585,-14.53083391,-2.03558585,,-0.0283503,-0.44417298,,,,-55.23359264,,0.42938394,0.05410634,,,,,,,-0.15060073,,-0.77109175,,-4.95736888,,-13.23668182,,,-6.37337273,,4.79224108,-0.35117273,-1.07459494,,,0.00068182,,
06/1991,0.01005545,0.90147182,-0.07570189,-0.12618695,-0.39871743,,-0.02420771,0.00541256,-1.22331618,,,-0.4316456,0.22903056,,2.23652258,-4.65350186,,-0.39349947,0.06124489,,0.17079884,,-26.85039271,,,,51.20589273,0.38613949,-10.34040532,-30.11332158,-16.50998739,0.01357071,,-14.14530932,1.49053335,,-1.3276155,0.01909091,,,,,-0.98835387,,,,,,,,,-1.56655864,,,,-0.02363636,-5.25212693,-0.06568362,-3.32432366,,,,-1.7522003,-15.22897826,-1.7522003,,,-0.41928678,,,,-27.27557399,,0.42518127,0.0080326,,,,,,,-0.14445376,,-0.58957496,,-1.76002592,,-11.09277273,,,-7.42475455,,4.71490655,0.02336364,-1.72965304,,,0.00068182,,
09/1991,0.03085672,-0.11273386,-0.15354865,0.07403757,0.37848078,,0.01287076,0.0048213,-0.59513436,,,-0.06950031,0.31873663,,-1.09701563,-6.25207376,,0.07229492,-0.00636759,,0.39863977,,-77.55004395,,,,-2.01537698,-0.20752051,-63.21396975,-30.71663838,-14.3360742,-3.38522881,,-11.42649035,-0.79114275,,-0.00933384,0.0794,,,,,-2.9660165,,,,,,,,,-1.35737949,,,,0.28272727,-3.82526641,-0.01942111,-2.51141279,,,,-1.7430413,-11.97785226,-1.7430413,,,-0.45895113,,,,-78.0845045,,0.53446054,0.01768885,,,,,,,-0.16494675,,-0.81143354,,-1.95831039,,-12.0152,,,-4.71541818,,6.66351448,-0.02364,-1.78006201,,-0.00042169,0.00068182,,
12/1991,0.11005405,0.63443797,-0.14242495,0.25793691,0.4208155,,0.34592529,0.00580983,0.25240701,,,0.04816593,0.49465618,,1.14644768,-8.61543973,,0.03826619,0.04582791,,0.33893176,,-94.8719359,,,,-4.89381252,0.48022135,-76.70519047,-33.17650092,-18.16674543,-6.08072149,,-14.5230616,-5.12593653,,0.02994667,-0.1122,,,,,-1.69663049,,,,,,,,0.00003481,-2.30406797,,,,1.21545455,-5.99549712,-0.02489527,-1.59075118,,,,-2.5190589,-14.39508061,-2.5190589,,,-0.42046656,,,,-95.28165166,,0.40971576,0.0222478,,,,,,,-0.04009028,,-0.55022645,,-1.26634026,,-14.11212727,,,-8.22317273,,0.56275154,-0.26693,-2.11571545,,,0.00068182,,
03/1992,0.02135201,1.15522812,-0.5040652,0.12405671,0.21496408,,0.44999534,0.00619435,-0.25654069,,,0.01315799,0.35078208,,0.18698652,-5.34380716,,-0.0440261,-0.05575833,,0.23670893,,-91.28990002,,,,-1.83456765,0.70815705,-70.09979708,-27.25132778,-21.19010294,-5.2792201,,-23.71341575,-2.53101558,,0.04250683,,,,,,-3.0868494,,,,,,,,,-2.42038234,,,,0.28727273,-6.18131301,-0.21695935,-3.4848809,,,,-0.86356967,-17.65512174,-0.86356967,,,-0.48383323,,,,-92.25129975,,0.96139973,0.03303183,,,,-0.1093552,,,-0.07938144,,-1.4591368,,-2.41955248,,-7.30553417,,,-7.30795455,,1.64701357,-0.38629,-0.15096512,,,,,
06/1992,0.00198405,-0.65390292,0.0150451,0.04358602,0.09228697,,0.53483942,0.00645608,-0.94847249,,,0.04818182,-0.05765104,,-0.25238124,-2.37297499,,-3.17650338,-0.00826295,,0.18684434,,-64.54832267,,,,-0.57045785,0.56968097,-45.99882254,-18.089501,-18.54950013,-6.05588974,,-9.55164328,-6.58735232,,0.0012399,,,,,,0.2803458,,,,,,,,,-1.41635848,,,,-0.39181818,-3.82290699,-0.27199768,-2.93293015,,,,-0.48727559,-16.94198649,-0.48727559,,,-0.40642031,,,,-65.48924255,,0.94091988,0.00639329,,,,-0.10401193,,,-0.04794872,,-0.1938299,,-7.67602619,,-8.50525231,,,-4.26847273,,0.61602237,0.0257,-0.13696598,,,,,
09/1992,0.01388119,-0.46467645,-0.50468853,0.12517431,0.14167016,,0.29789418,0.00653424,-0.49027061,,,-0.06638182,0.16761741,,1.80942324,-1.88445969,,-1.93890801,0.00184534,,0.13619087,,-56.56197724,,,,-0.65867945,0.76757729,-39.96654824,-20.61881448,-16.595429,1.94718175,,-8.6613512,1.59360771,,0.06794573,,,,,,0.27754225,,,,,,,,,-1.58911432,,,,0.12454545,-5.23872545,-0.27373519,-2.28627578,,,,-0.51341662,-16.95238834,-0.51341662,,,-0.47770627,,,,-57.62380087,,1.06182363,0.06182039,,,,-0.08979736,,,-0.14102564,,-0.1014871,,-8.0750065,,-8.24860047,,,-4.28177273,,4.80934588,-0.026004,-0.12388007,,,,,
12/1992,0.01333852,-1.20940955,-0.16087425,0.3591419,0.12471058,,0.17312025,0.00587978,-0.5639711,,-0.00048918,0.02454545,-1.77493057,,0.4578986,-15.50528446,,-1.2257491,-0.00812604,,0.22985294,,-4.52522268,,,,104.82938921,0.90755611,25.0048236,-28.88642639,-29.53004628,-16.96053318,,-15.12451187,-17.35928055,,,,,,,,0.49635984,,,,,,,,,-1.39443355,,,,-2.09,-9.50970598,-0.33730778,-1.77246241,,,,-0.77085512,-25.9453964,-0.77085512,,,-0.67144019,,,,-5.45123867,,0.92601599,0.03148176,,,,-0.05813551,,,0.06652681,,-0.3565936,,-13.57362073,,-8.94061305,,,-8.24337273,,2.34991237,-0.293623,-0.08178883,,0.00172784,,,
03/1993,0.00558936,-0.11270827,-0.4186867,-0.22180016,0.18155835,,-0.10103442,,0.19176435,,0.01179557,0.01177273,-1.95178829,,2.48250474,-2.86619926,,-0.19777115,-0.0027684,,0.25384207,-0.1471333,287.50667438,,,,-0.27542727,0.56011766,-88.76433143,-30.00047381,376.27100581,0.60890095,,-14.21273521,1.62356544,-0.04991537,0.00472034,,,,,,-0.98612225,0.01281954,,0.66700455,,,,,,-1.1946886,,,,0.78,-6.54099963,-0.02033185,-2.732231,403.07356545,,,402.96449929,-22.53734294,-0.10906617,,,-0.25592711,,,,-115.07933754,,402.58601192,0.02706794,,,,-0.08873432,,,-0.06694639,,-0.21483978,,-11.74595551,,-39.6,,0.11919727,-6.32675455,,4.39767943,,,,,,,
06/1993,0.03698544,-0.16664817,-0.08889484,0.05327888,0.18347426,,-0.03191878,0.00244149,-1.03309446,,0.01263964,-0.1133,-1.37376976,,1.02456996,-2.61836975,,-0.48180998,-0.0119736,,0.1311407,-0.13938602,81.71658661,,,,-0.31225455,0.17133264,-44.64324258,-21.99029503,126.35982918,-6.32297655,,-7.55998037,-5.32592517,-0.04991537,0.06102756,,,,,,-1.03802785,0.01783523,,0.66700455,,,,,,-1.07614312,,,,-0.75545455,-8.10250298,-0.02201604,-2.6506753,143.30558636,,,143.19500735,-15.93534053,-0.11057901,,,-0.27622536,,,,-61.28363676,,143.00022337,0.01597696,,,,-0.08856297,,,0.04591368,,-1.6186291,,-4.71566314,,,,-0.08087273,-5.64391818,,-0.48634928,,,,,,,
09/1993,0.00356109,-4.74102264,-0.67733697,-1.06847333,0.1354548,,-0.09942594,,-1.27421404,,,,-2.92973578,,-0.05822727,-5.20877407,,-0.18406599,0.00363503,,0.18876423,-0.14536449,-86.28037886,,,,-0.35697273,0.41141236,-63.5421278,-24.59257273,-22.73825107,-15.81967234,,-6.87675578,-14.5100746,-0.04991537,0.02317338,,,,,,-1.20768371,0.01521248,,0.66700455,,,,,,-1.66204911,,,,-7.55636364,-7.89043523,-0.03458309,-2.05063991,-0.59099727,,,-0.72894016,-20.12659164,-0.13794289,,,-0.30329329,,,,-85.67974131,,-0.60063756,0.04363753,,,,-0.1033598,,,-0.06080129,,-0.360899,,-8.29461812,,,,-0.52700182,-7.39429091,,0.55104423,,,,-0.00068323,,,
12/1993,0.01781582,0.31383588,-0.43254461,0.44779645,0.08684162,,-0.10304967,0.00487683,-1.28199402,,0.00331114,-0.033,-0.76081338,,-0.86038182,-6.52479138,,-0.46307148,0.00070353,,0.12232428,-0.1415006,-59.58740746,,,,-1.1121,0.4766998,-48.62248421,-22.92705455,-10.96492325,-10.55043002,,-7.67501653,-9.69201926,-0.04991537,0.04060973,,,,,,-0.62622807,0.01886274,,0.66700455,,,,,,-3.79644349,,,,-0.26272727,-7.2137036,-0.03306902,-2.74710549,16.08481545,,-0.07758999,15.9464308,-25.74617733,-0.13838466,,,-0.33094909,,,,-75.5351321,,15.94772464,0.0143536,,,,-0.10531564,,,-0.06681173,,-0.5627006,,-4.35246693,,,,-0.16555273,-13.8897,,0.37496669,,,,,,,
03/1994,0.0410069,1.04037837,0.01301092,0.00623758,-0.1001459,,-0.13438983,0.00235873,-0.6609354,-0.37693279,0.08279063,0.02055455,-0.17390542,-0.00418,-2.06109158,-5.5124831,,-1.01531136,-0.0337064,,0.16447423,0.0485,-65.54932673,,,,-0.45578182,0.14646736,-43.99587906,-21.40044545,-21.55344767,-6.29595982,,-4.00616186,-6.17110763,0.02755061,0.01117004,-0.03603636,,,,,0.1715463,0.00927476,-4.029025,-0.35607273,,,,,,-3.46167697,0.00053406,,,0.09636364,-7.42046269,,-1.56958615,-8.380023,,-0.07369414,-8.40422797,-12.43072341,-0.02420497,,,-0.22480685,-0.42681818,,,-61.63538773,,-3.913939,0.01525372,,,,0.01183139,,,-0.60464937,,-0.3091,,-3.38180177,,-4.64702197,,-0.50976618,-2.87963636,,2.18383231,,,,,,,
06/1994,0.00533809,-0.14512598,-0.46453609,-0.68392645,0.04967954,,-0.10358825,0.00001184,-1.38430562,-0.4162753,,-0.11964545,-0.67660454,0.02663818,-1.53159089,-5.35955635,,-0.07991657,-0.0496728,,0.1420621,,-72.83811016,,,,-0.1045,0.31451107,-50.54855951,-26.18242727,-22.28955065,-7.50915657,,-5.14711771,-4.1134969,0.01758349,0.12215957,-0.22758182,,,0.00957558,,-3.17925891,0.00934925,-4.029025,-0.35607273,,,,,,-3.68240663,0.0005018,,,-0.33909091,-5.37704259,,-1.5470505,-7.10852218,,-0.18833681,-7.31025924,-11.35183029,-0.20173705,,,-0.26014176,-0.42681818,,,-70.36239537,,-2.47571479,0.00305722,,,,0.01626918,,,-0.20459399,,-0.3256,,-4.03832103,,-5.5695083,,-0.04581082,-1.29421818,,5.86307694,,,,,,,
09/1994,0.03449457,0.38714283,-0.11129165,-0.31584561,0.07019769,,-0.15906555,,-1.34580694,-0.42544781,-0.13174999,-0.08039091,-0.85050997,-0.15389,-2.25780855,-2.0751446,,0.00274423,-0.0543138,,0.22764615,-0.1672,-91.73224589,,,,-0.55569091,0.26160403,-50.54707619,-24.36921818,-41.18516971,-5.09602122,,-5.52701444,-2.14976913,-0.00188833,-0.13352988,-0.55,,,0.03269313,,-2.90561019,0.01005186,-4.029025,-0.35607273,,,,,,-5.78837785,0.00055912,,,-0.88454545,-8.25653376,,-1.37980242,-8.27443991,,,-8.77621395,-19.02510151,-0.50177404,,,-0.30254649,-0.42681818,,,-88.27771203,,-3.45453386,-0.07232143,,,,0.01553283,,,-2.74907412,,-0.41950184,,-3.7357761,,-5.49541958,,0.32081691,-4.65058182,,4.78927998,,,,,,,
12/1994,0.00390252,0.48599855,0.00992206,-0.4932072,0.08701304,,-0.2944869,,-0.7163811,-0.46878955,,2.16115455,-0.22886329,-0.24935545,-5.24257254,-2.65854572,,0.03219551,0.00916826,,0.37292601,,-56.11879813,,,,-0.24678182,0.22840872,-25.52145713,-15.69207273,-30.597341,6.9012509,,-5.69784236,8.80719932,-0.00904341,0.10909097,-0.58059091,,,0.01261151,,-1.64029331,0.01164103,-4.029025,-0.35607273,,,,,,-2.03605312,0.00059341,,,0.80454545,-4.7491042,,-2.36370952,-8.15296536,,-0.09233209,-8.69940544,-20.34603454,-0.54644008,,,-0.3125049,-0.42681818,,,-52.61766461,,-3.50113352,0.06107669,,,,0.02153932,,,-1.14721152,,-0.92029816,,-2.97864163,,-6.72805016,,0.09938236,-10.58820909,,15.30301016,,,,0.00621118,,,
